dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],[446],[3455],0.667,0.871
EEGRat,[1000],"[1122, 1458]","[1999, 1999]",0.4,0.717
EEGRat2,[1000],"[252, 524, 985, 1228]","[1999, 1999, 1999, 1999]",0.571,0.616
FaceFour,"[2800, 5600, 6650]","[531, 2844, 3374, 5640, 6566, 7157]","[8399, 8399, 8399, 8399, 8399, 8399]",0.727,0.785
GrandMalSeizures2,[4550],"[1412, 2196, 3000, 3480, 4137, 4617]","[9999, 9999, 9999, 9999, 9999, 9999]",0.444,0.693
GreatBarbet1,"[1900, 3700]","[1886, 2438, 3692]","[4699, 4699, 4699]",0.857,0.879
Herring,[],[],[],1.0,1.0
InlineSkate,"[1058, 2704]",[1091],[4820],0.8,0.608
InsectEPG1,[3802],"[2162, 3832, 4386, 4901, 5477, 6809, 8004, 8912, 10293, 13117]","[9999, 9999, 9999, 9999, 9999, 9999, 9999, 11174, 12979, 16059]",0.308,0.356
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[581, 1147, 1540, 2039, 2374, 2590, 2760, 2919, 3185, 4032, 4223, 4408, 4528]","[4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895]",0.667,0.693
NogunGun,[3000],"[3065, 4400, 5764, 6603]","[7382, 7382, 7382, 7382]",0.571,0.582
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[1690, 1959, 4125, 4396, 8111, 10218]","[9999, 9999, 9999, 9999, 9999, 11204]",0.615,0.789
ShapesAll,"[1280, 2560, 3840, 5120]","[352, 1315, 2549, 3810, 5091, 5439]","[6399, 6399, 6399, 6399, 6399, 6399]",0.833,0.869
TiltECG,[25000],"[480, 6813, 12290, 15850, 24724, 26289, 28099]","[9999, 12214, 16124, 22499, 28034, 28649, 29009]",0.4,0.519
ToeSegmentation1,[1385],"[277, 548, 1133, 1456]","[2769, 2769, 2769, 2769]",0.286,0.686
ToeSegmentation2,[1543],"[510, 1211, 1538]","[3085, 3085, 3085]",0.667,0.726
Trace,"[1443, 2955]","[462, 1443, 2955]","[5085, 5085, 5085]",0.857,0.909
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[590, 1120, 1665, 2212, 2361]","[2817, 2817, 2817, 2817, 2817]",0.909,0.91
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[627, 1131, 2216]","[2817, 2817, 2817]",0.889,0.781
WordSynonyms,"[202, 2227]","[973, 1335]","[2394, 2394]",0.333,0.373
Yoga,[7295],[7336],[13634],1.0,0.995
