dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],[],[],1.0,1.0
EEGRat,[1000],[1122],[1999],0.5,0.885
EEGRat2,[1000],"[257, 1294]","[1999, 1999]",0.4,0.64
FaceFour,"[2800, 5600, 6650]","[531, 2844, 6580]","[8399, 8399, 8399]",0.75,0.741
GrandMalSeizures2,[4550],"[2205, 3246, 4137]","[9999, 9999, 9999]",0.333,0.738
GreatBarbet1,"[1900, 3700]","[1886, 3692]","[4699, 4699]",1.0,0.991
Herring,[],[],[],1.0,1.0
InlineSkate,"[1058, 2704]",[],[],0.5,0.358
InsectEPG1,[3802],"[3832, 4878, 7979]","[9999, 9999, 10119]",0.667,0.753
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[572, 1147, 2018, 2377, 2590, 3185, 4031]","[4895, 4895, 4895, 4895, 4895, 4895, 4895]",0.933,0.944
NogunGun,[3000],"[3065, 4390]","[7382, 7382]",0.8,0.803
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[1689, 4081, 8111, 10283]","[9999, 9999, 9999, 11644]",0.909,0.822
ShapesAll,"[1280, 2560, 3840, 5120]","[1312, 2549, 3810, 5091]","[6399, 6399, 6399, 6399]",1.0,0.969
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],[1365],[3085],0.5,0.891
Trace,"[1443, 2955]",[1413],[5085],0.8,0.643
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[583, 1140]","[2817, 2817]",0.75,0.587
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[631, 1135]","[2817, 2817]",0.5,0.579
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
