dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],[],[],1.0,1.0
EEGRat,[1000],[1089],[1999],0.5,0.915
EEGRat2,[1000],[1294],[1999],0.5,0.739
FaceFour,"[2800, 5600, 6650]","[2844, 6580]","[8399, 8399]",0.857,0.804
GrandMalSeizures2,[4550],"[3246, 4137]","[9999, 9999]",0.4,0.838
GreatBarbet1,"[1900, 3700]","[1881, 3692]","[4699, 4699]",1.0,0.989
Herring,[],[],[],1.0,1.0
InlineSkate,"[1058, 2704]",[],[],0.5,0.358
InsectEPG1,[3802],"[3832, 7979]","[9999, 11099]",0.8,0.753
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[572, 1147, 2018, 2590, 3185, 4031]","[4895, 4895, 4895, 4895, 4895, 4895]",1.0,0.987
NogunGun,[3000],[3065],[7382],1.0,0.983
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[1687, 4081, 8111, 10275]","[9999, 9999, 9999, 11864]",0.909,0.822
ShapesAll,"[1280, 2560, 3840, 5120]",[1312],[6399],0.571,0.395
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],[1340],[3085],0.5,0.876
Trace,"[1443, 2955]",[1413],[5085],0.8,0.643
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[583, 1140]","[2817, 2817]",0.75,0.587
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[1128],[2817],0.571,0.402
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
