name,dataset,ClaSS,FLOSS,Window,ADWIN,DDM,HDDM,ChangeFinder,NEWMA
UTSA,Cane,14.741090000000002,11.790659999999999,1.59219,0.46415000000000006,0.25494000000000006,0.27347000000000005,2.33889,0.3934399999999999
UTSA,DutchFactory,18.397180000000002,12.33797,2.5531599999999997,0.7798800000000002,0.43108000000000013,0.40557,3.5537699999999997,0.6433799999999998
UTSA,EEGRat,14.958580000000003,11.43579,0.5290499999999999,0.17403000000000002,0.09763000000000001,0.10521000000000001,0.9523400000000002,0.15785999999999994
UTSA,EEGRat2,13.883159999999998,11.711590000000001,0.43955000000000016,0.18807000000000001,0.10634000000000002,0.10775000000000001,0.9445200000000002,0.15541
UTSA,Fetal2013,22.366319999999995,55.264549999999986,5.4323999999999995,1.5248200000000003,0.7712900000000003,0.81982,7.200030000000002,1.2608099999999998
UTSA,GrandMalSeizures,25.008409999999998,48.71398000000001,7.223690000000001,1.5003800000000003,0.8825800000000003,0.6393400000000001,7.166259999999999,1.3509699999999996
UTSA,GrandMalSeizures2,17.521069999999995,15.61246,3.7196000000000002,0.9046800000000002,0.42119000000000006,0.46397,4.27073,0.7863799999999999
UTSA,GreatBarbet1,15.094140000000003,11.9035,1.36483,0.41455,0.21052,0.24916000000000002,2.09509,0.3504199999999999
UTSA,GreatBarbet2,15.394060000000001,11.645529999999999,1.40549,0.40224000000000004,0.29034999999999994,0.22237,2.16571,0.3457499999999999
UTSA,InsectEPG1,21.744139999999987,49.73994,4.53223,1.4462000000000006,0.7142000000000001,0.7769400000000003,6.312939999999999,1.21216
UTSA,InsectEPG2,18.38882,13.18527,2.71314,0.8426500000000003,0.3212800000000001,0.4738,4.05456,0.7276399999999998
UTSA,InsectEPG3,16.313190000000002,11.908209999999999,1.9357400000000002,0.48028000000000004,0.3089700000000001,0.3014800000000001,2.9617600000000004,0.5191699999999999
UTSA,InsectEPG4,26.987690000000004,54.47364999999999,4.9128300000000005,1.6596800000000005,0.9116300000000003,0.8490000000000001,7.122240000000001,1.3453099999999996
UTSA,NogunGun,15.952639999999999,12.205499999999999,2.4916899999999993,0.6880400000000002,0.3537600000000001,0.32463000000000003,3.11614,0.5347999999999999
UTSA,PigInternalBleedingDatasetAirwayPressure,23.08116999999999,47.62987999999999,6.003109999999999,1.1770200000000002,0.66617,0.6676600000000001,5.9492,1.0666099999999998
UTSA,PigInternalBleedingDatasetArtPressureFluidFilled,23.638189999999998,37.66326,4.23353,1.1859600000000001,0.6820200000000001,0.64487,5.924100000000001,1.06486
UTSA,PigInternalBleedingDatasetCVP,23.37535999999999,38.26042999999999,4.81434,1.2024000000000004,0.61795,0.6358600000000001,5.92794,1.0586999999999995
UTSA,Powerdemand,15.49493,12.005859999999998,2.20078,0.7644200000000001,0.37926000000000004,0.36404000000000003,3.1910100000000003,0.5566699999999999
UTSA,PulsusParadoxusECG1,24.963759999999994,48.37094,4.5147200000000005,1.5728600000000006,0.7962500000000001,0.8452000000000002,6.8062,1.2480499999999997
UTSA,PulsusParadoxusECG2,22.453660000000013,52.84562,4.524180000000001,1.6255900000000003,0.8215500000000001,0.9372200000000002,6.88592,1.2521999999999998
UTSA,PulsusParadoxusSP02,23.36598000000002,53.4579,4.46468,1.6764500000000002,0.69064,0.8619500000000002,6.85377,1.2553299999999998
UTSA,RoboticDogActivityX,21.487259999999992,26.705940000000002,3.7634300000000005,1.1378100000000002,0.53813,0.60789,5.03371,0.9122299999999998
UTSA,RoboticDogActivityY,23.05297,36.58368,4.082179999999999,1.3187300000000004,0.67451,0.7246700000000001,5.7961,1.0453799999999998
UTSA,RoboticDogActivityZ,17.728899999999992,17.786270000000002,3.15613,1.0818900000000002,0.5651200000000002,0.5526500000000002,4.428030000000001,0.7906599999999997
UTSA,SimpleSynthetic,16.147360000000003,11.876809999999999,2.54077,0.6665000000000002,0.34822000000000003,0.4099900000000001,3.38453,0.5768399999999999
UTSA,SuddenCardiacDeath1,18.170899999999993,26.522660000000002,3.55663,1.0505200000000001,0.6020900000000002,0.54373,4.87268,0.8597699999999998
UTSA,SuddenCardiacDeath2,19.684990000000003,21.946439999999996,3.56857,1.0100200000000001,0.5264200000000001,0.5482500000000001,4.77735,0.8453399999999998
UTSA,SuddenCardiacDeath3,19.723949999999995,22.26306,3.62093,1.0140200000000004,0.5951900000000001,0.5569400000000001,4.4931,0.6334200000000002
UTSA,TiltABP,38.01117999999999,183.8827,15.899040000000001,2.6141700000000005,1.7497600000000002,1.61837,15.158349999999999,2.55338
UTSA,TiltECG,48.23313999999999,184.28267999999997,15.044020000000002,3.0985100000000005,1.8992600000000004,1.6132800000000003,15.1784,2.144650000000001
UTSA,WalkJogRun1,16.668680000000005,13.202700000000002,2.92952,0.7287100000000001,0.48781,0.3471700000000001,4.06048,0.7187599999999998
UTSA,WalkJogRun2,17.149549999999994,12.748869999999998,2.91231,0.8801200000000002,0.41200000000000003,0.42153000000000007,4.0749,0.7286799999999999
TSSB,Adiac,0.40609999999999996,1.01874,0.3638299999999999,0.10162,0.07731,0.08492000000000002,0.6724500000000001,0.11259999999999998
TSSB,ArrowHead,0.4727800000000001,11.13843,0.3853799999999999,0.13435000000000002,0.08320000000000001,0.08602000000000001,0.7166100000000001,0.14136999999999997
TSSB,Beef,2.38714,1.19796,0.3042,0.12322000000000002,0.08852000000000002,0.0853,0.68239,0.11037999999999998
TSSB,BeetleFly,2.772090000000001,11.02755,0.6973899999999998,0.22941000000000003,0.13117,0.15063000000000004,1.2210199999999998,0.19439999999999996
TSSB,BirdChicken,2.72324,1.30108,0.6640199999999999,0.22486000000000003,0.13203,0.14784000000000003,1.20213,0.19554999999999995
TSSB,Car,0.6301899999999999,10.96357,0.55627,0.15737,0.09345,0.11493000000000002,1.0180099999999999,0.16882999999999998
TSSB,CBF,0.2695,1.1751100000000003,0.24102999999999997,0.08732000000000001,0.055630000000000006,0.07487,0.3785799999999999,0.07848999999999998
TSSB,ChlorineConcentration,4.9978500000000015,1.8854899999999997,1.99077,0.55915,0.38868000000000014,0.3955900000000001,3.2661200000000004,0.5687699999999999
TSSB,CinCECGTorso,3.8114500000000002,1.9776900000000002,1.9109399999999996,0.6590300000000002,0.35777000000000003,0.33546000000000004,3.04983,0.5009300000000001
TSSB,Coffee,0.31832,1.2732400000000001,0.26330999999999993,0.09396000000000002,0.05936000000000001,0.06455,0.4919800000000001,0.10935999999999997
TSSB,Computers,8.17704,8.7553,3.08406,0.9982400000000003,0.5489100000000001,0.5660600000000001,4.5510600000000005,0.8057599999999998
TSSB,CricketX,0.9183299999999999,1.36224,0.8236599999999998,0.26768000000000003,0.15726,0.16533000000000003,1.44819,0.23618999999999993
TSSB,CricketY,0.8795200000000001,1.3471700000000002,0.8253199999999998,0.2693000000000001,0.15705000000000002,0.16625000000000004,1.4622300000000004,0.23558999999999994
TSSB,CricketZ,2.5945499999999995,1.3194599999999999,0.7273699999999999,0.23616000000000004,0.11706,0.15819,1.27419,0.20675999999999994
TSSB,DiatomSizeReduction,0.39972,10.93629,0.32436999999999994,0.11764,0.07075000000000001,0.07214000000000001,0.73251,0.10658999999999998
TSSB,DistalPhalanxOutlineAgeGroup,2.4743200000000005,10.962259999999999,0.34153,0.12574000000000002,0.08138000000000001,0.08112,0.68159,0.11547999999999997
TSSB,DistalPhalanxTW,3.00961,10.95969,0.85198,0.23073000000000002,0.14184000000000002,0.13765000000000002,1.22698,0.19949999999999996
TSSB,ECG200,0.75086,1.27876,0.5111000000000001,0.21576,0.12305000000000002,0.13137000000000001,1.14164,0.18997999999999998
TSSB,ECGFiveDays,2.23649,11.173829999999999,0.18363999999999997,0.07486000000000001,0.04871,0.05940000000000001,0.37554000000000004,0.07107999999999998
TSSB,FaceAll,3.1883500000000002,2.03634,2.31195,0.8096300000000003,0.41559000000000007,0.4566700000000001,3.7485100000000005,0.6590099999999999
TSSB,FaceFour,3.53246,1.9615,2.3378200000000002,0.7594000000000002,0.368,0.3964100000000001,3.4547900000000005,0.6119699999999999
TSSB,FacesUCR,3.83013,1.81443,1.7870699999999995,0.5721400000000001,0.31843000000000005,0.3182400000000001,2.43819,0.4716999999999999
TSSB,FiftyWords,1.9797300000000002,1.5296399999999997,1.4195199999999997,0.44849000000000006,0.23075,0.25364000000000003,2.24301,0.4958999999999998
TSSB,Fish,5.533929999999999,2.76756,2.51417,0.9500200000000002,0.5056000000000002,0.5267700000000002,4.1481900000000005,0.7339099999999998
TSSB,GunPoint,0.6782999999999999,1.26213,0.48328999999999983,0.16742000000000004,0.10571,0.08862,0.8768300000000002,0.14864999999999998
TSSB,Haptics,4.40348,1.6963700000000002,1.5299099999999997,0.5154500000000001,0.25729,0.2983100000000001,2.5377400000000003,0.4277399999999999
TSSB,InlineSkate,2.4242399999999997,1.5763000000000003,1.2749199999999998,0.40239,0.23359000000000005,0.22781,2.1116200000000003,0.44994999999999985
TSSB,InsectWingbeatSound,2.2890800000000002,1.1985699999999997,0.33660999999999996,0.12886,0.07276,0.07358,0.6123400000000001,0.10726999999999998
TSSB,ItalyPowerDemand,2.4692999999999996,1.2251400000000001,0.4079799999999999,0.13994,0.0829,0.09086000000000002,0.76319,0.12942999999999996
