dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],[],[],1.0,1.0
EEGRat,[1000],"[1015, 1095, 963, 1184]","[1999, 1999, 1999, 1999]",0.571,0.89
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]","[2743, 5573, 2993, 3269, 5831, 2492, 3519, 8099]","[8399, 8399, 8399, 8399, 8399, 8399, 8399, 8399]",0.462,0.7
GrandMalSeizures2,[4550],"[9923, 9993, 10066, 10128, 10179, 10284]","[9999, 10052, 10125, 10187, 10238, 10343]",0.222,0.49
GreatBarbet1,"[1900, 3700]","[3694, 1881, 3433, 2531, 2131, 3944, 2781, 3176, 4194, 1588, 1269, 1018]","[4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699]",0.375,0.409
Herring,[],[4932],[4991],0.667,0.988
InlineSkate,"[1058, 2704]",[],[],0.5,0.358
InsectEPG1,[3802],"[3602, 3852, 4878, 4174, 4612, 5128, 5387, 6904, 7405, 5637, 3153, 6653, 5887, 7154, 7695, 2890, 6164, 7945, 8195, 8509, 2323, 8803, 2639, 2053, 9053, 1748, 9303, 1497, 9567, 9854, 10229, 10694, 11030, 11592, 12019, 12601, 13049, 12326, 13367, 13618, 13919, 14200, 14561, 14963, 15246, 15621, 16132, 16416]","[9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 10153, 10528, 10993, 11329, 11891, 12318, 12906, 13348, 13692, 13782, 13917, 14218, 14499, 14860, 15262, 15545, 15920, 16431, 16715]",0.078,0.122
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[2585, 2009, 2635, 2059, 2685, 2110, 2534, 2237, 2180, 2737, 2287, 2385, 2435, 2787, 1954, 2837, 4025, 2887, 4077, 3974, 2937, 4127, 2987, 4835, 4177, 3037, 1903, 3087, 4229, 3137, 3187, 3923, 4279, 3237, 1852, 3287, 3711, 4651, 1799, 4746, 4333, 3337, 3822, 4390, 3872, 3387, 4590, 3761, 3451, 3660, 3609, 3545, 4539, 4440, 1731]","[4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895]",0.159,0.199
NogunGun,[3000],"[2965, 4275, 5065, 1618, 750, 5815]","[7382, 7382, 7382, 7382, 7382, 7382]",0.444,0.395
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[8090, 8233, 8333, 7989, 8442, 7874, 8549, 7773, 9880, 8655, 4103, 4203, 8778, 7667, 4303, 3985, 4420, 6173, 8882, 4523, 7450, 7312, 6273, 7553, 4711, 6065, 4870, 6800, 6962, 6374, 7168, 3884, 8988, 4977, 7067, 6475, 5407, 5078, 5823, 5179, 5539, 5306, 3783, 5722, 6586, 5958, 6696, 3658, 1668, 9108, 3553, 9208, 1768, 3452, 9391, 1541, 3349, 1868, 9534, 9779, 1970, 3232, 9671, 9984, 10085, 10195, 10304, 10502, 10627, 10728, 10880, 11000, 11123, 11224, 11327, 11485, 11588, 11699, 11800, 11983, 12098, 12209]","[9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 10061, 10103, 10204, 10314, 10423, 10621, 10746, 10847, 10999, 11119, 11242, 11343, 11446, 11604, 11707, 11818, 11919, 12102, 12217, 12357]",0.135,0.286
ShapesAll,"[1280, 2560, 3840, 5120]","[5112, 5166, 5226, 1248, 5061, 5276, 1298, 5347, 5010, 3840, 1348, 3893, 3980, 5397, 4958, 3789, 4032, 1398, 1197, 4853, 4907, 4106, 1451, 4685, 4629, 5460, 4802, 4735, 4562, 4156, 4233, 4506, 4371, 1581, 1503, 4308, 2484, 3738, 4421, 5510, 2537, 2221, 1687, 2588, 1636, 2331, 2271, 1747, 1823, 3687, 2421, 1937, 2638, 1146, 1987, 1873, 5560, 6120, 2170, 6254, 2705, 2055, 2107, 3636, 5610, 2755, 1095, 2840, 3567, 6065, 5717, 5660, 3498, 2890, 3363, 5841, 3439, 2999, 3049, 3238, 6170, 2940, 5891, 3122, 5767, 3187, 3294, 6014, 6304, 5952, 1044, 985]","[6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399]",0.102,0.21
TiltECG,[25000],"[6922, 7923, 9304, 16434, 17867, 18916, 20034, 23612, 25489, 26899, 21907, 28548, 32248, 33689, 36411]","[9999, 10260, 10503, 17633, 19066, 20115, 21249, 24876, 26688, 28098, 29082, 30813, 33447, 34888, 37610]",0.111,0.271
ToeSegmentation1,[1385],"[1373, 1425, 1873, 1778, 1708, 1215, 1475, 1925, 1305, 2020, 1565]","[2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769]",0.286,0.709
ToeSegmentation2,[1543],"[3026, 1520, 1570, 1361, 1469, 1621, 1411]","[3085, 3085, 3085, 3085, 3085, 3085, 3085]",0.4,0.896
Trace,"[1443, 2955]","[1392, 1642, 1892, 2164, 2417, 2667, 1141, 2917, 3167, 890]","[5085, 5085, 5085, 5085, 5085, 5085, 5085, 5085, 5085, 5085]",0.286,0.606
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[1129, 1179, 1236, 1286, 1349, 1049, 1429, 2235, 1480, 2181, 1531, 1581, 1660, 2113, 2291, 1786, 2636, 996, 2060, 2693, 1713, 1851, 2007, 1922, 2341, 2747, 934, 2579, 2472]","[2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817]",0.229,0.297
WordSynonyms,"[202, 2227]","[2218, 2268, 2318, 2167, 2116]","[2394, 2394, 2394, 2394, 2394]",0.444,0.767
