dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],[],[],1.0,1.0
EEGRat,[1000],[],[],0.667,0.5
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],[],[],0.667,0.508
GreatBarbet1,"[1900, 3700]","[3694, 1881, 3433, 2531, 2131, 3944, 2781, 3176, 4194, 1588]","[4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699]",0.429,0.531
Herring,[],[],[],1.0,1.0
InlineSkate,"[1058, 2704]",[],[],0.5,0.358
InsectEPG1,[3802],"[3602, 3852, 4878, 4174, 4612, 5128, 5387, 6904, 7405, 5637, 3153, 6653, 5887, 7154, 7695]","[9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999]",0.222,0.733
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],"[2965, 4275]","[7382, 7382]",0.8,0.823
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[10393],[10512],0.5,0.332
ShapesAll,"[1280, 2560, 3840, 5120]",[],[],0.333,0.2
TiltECG,[25000],"[24302, 25912, 32754]","[25501, 27483, 33957]",0.333,0.789
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],[],[],0.667,0.5
Trace,"[1443, 2955]","[1392, 1642]","[5085, 5085]",0.333,0.64
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]","[2218, 2268]","[2394, 2394]",0.667,0.826
Yoga,[7295],[],[],0.667,0.504
