dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],[],[],1.0,1.0
EEGRat,[1000],[],[],0.667,0.5
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]","[2743, 5573]","[8399, 8399]",0.857,0.825
GrandMalSeizures2,[4550],"[10010, 10180]","[10069, 10239]",0.4,0.493
GreatBarbet1,"[1900, 3700]","[3694, 1881, 3433, 2531, 2131, 3944, 2781, 3176, 4194, 1588, 1269]","[4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699]",0.4,0.463
Herring,[],[],[],1.0,1.0
InlineSkate,"[1058, 2704]",[],[],0.5,0.358
InsectEPG1,[3802],"[3602, 3852, 4878, 4174, 4612, 5128, 5387, 6904, 7405, 5637, 3153, 6653, 5887, 7154, 7695, 2890, 6164, 7945, 8195, 8509, 2323, 8803, 2639, 2053, 9053, 1748, 9303, 1497, 9668, 10256, 10756, 11030, 11720, 12038, 11417, 12666, 13068, 12326, 13600, 13938, 14200, 14561, 14963, 15287, 15629]","[9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 10015, 10591, 11055, 11329, 12019, 12337, 12460, 12967, 13367, 13855, 13899, 14237, 14499, 14860, 15262, 15586, 15928]",0.083,0.169
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[2585, 2009, 2635, 2059, 2685, 2110, 2534, 2237, 2180, 2737, 2287, 2385, 2435, 2787, 1954, 2837, 4025, 2887, 4077, 3974, 2937, 4127, 2987, 4835, 4177, 3037, 1903, 3087, 4229, 3137, 3187, 3923]","[4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895]",0.25,0.442
NogunGun,[3000],"[2965, 4275, 5065, 1618, 750, 5815]","[7382, 7382, 7382, 7382, 7382, 7382]",0.444,0.395
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[8090, 8233, 8333, 7989, 8442, 7874, 8549, 7773, 9880, 8655, 4103, 4203, 8778, 7667, 4303, 3985, 4420, 6173, 8882, 4523, 7450, 7312, 6273, 7553, 4711, 6065, 4870, 6800, 6962, 6374, 7168, 3884, 8988, 4977, 7067, 6475, 5407, 5078, 5824, 9993, 5180, 6587, 5541, 9109, 10262, 9388, 10384, 6697, 10502, 10149, 10644, 9533, 10750, 9669, 9287, 10888, 11000, 11123, 11224, 11327, 3659, 11485, 11588, 11712, 11828, 12016]","[9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 10054, 10112, 10213, 10242, 10245, 10273, 10381, 10491, 10503, 10538, 10621, 10695, 10763, 10794, 10869, 10889, 10941, 11008, 11119, 11242, 11343, 11446, 11541, 11604, 11707, 11831, 11947, 12135]",0.137,0.242
ShapesAll,"[1280, 2560, 3840, 5120]","[5112, 5166, 5226, 1248, 5061, 5276, 1298, 5347, 5010, 3840, 1348, 3893, 3980, 5397, 4958, 3789, 4032, 1398, 1197, 4853, 4907, 4106, 1451, 4685, 4629, 5460, 4802, 4735, 4562, 4156, 4233, 4506, 4371, 1581, 1503, 4308, 2484, 3738, 4421, 5510, 2537, 2221, 1687, 2588, 1636, 2331, 2271, 1747, 1823, 3687, 2421, 1937, 2638, 1146, 1987, 1873, 5560, 6120, 2170, 6254, 2705, 2055, 2107, 3636, 5610, 2755, 1095, 2840, 3567, 6065, 5717, 5660, 3498, 2890, 3363, 5841, 3439, 2999, 3049, 3238, 6170, 2940, 5891, 3122, 5767, 3187, 3294, 6014]","[6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399]",0.106,0.235
TiltECG,[25000],"[6922, 7949, 16498, 17885, 18916, 20034, 23929, 25489, 26899, 32485, 34614, 36478]","[9999, 12206, 17697, 19465, 20115, 21249, 25128, 26688, 28098, 33684, 35813, 37677]",0.133,0.353
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],[],[],0.667,0.5
Trace,"[1443, 2955]","[1392, 1642, 1892, 2164, 2417, 2667, 1141, 2917]","[5085, 5085, 5085, 5085, 5085, 5085, 5085, 5085]",0.333,0.689
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[1129, 1179, 1236, 1286, 1349, 1049, 1429, 2235, 1480, 2181]","[2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817, 2817]",0.375,0.576
WordSynonyms,"[202, 2227]","[2218, 2268, 2318, 2167]","[2394, 2394, 2394, 2394]",0.5,0.786
