dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[3127, 3266]","[3455, 3455]",0.5,0.905
EEGRat,[1000],"[1015, 1095, 963, 1184, 1234, 1304, 902, 1355, 815, 1413, 746, 680, 1463, 598, 1513, 1563, 541, 432, 485, 1642]","[1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999]",0.174,0.395
EEGRat2,[1000],"[1299, 1189, 990, 1239, 1355, 1446, 1135, 1040, 1510, 938, 1609, 850]","[1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999, 1999]",0.267,0.62
FaceFour,"[2800, 5600, 6650]","[2743, 5573, 2993, 3269, 5831, 2492, 3519, 8099, 6140, 5320, 6581, 7059, 3911, 2171, 5050, 4775, 7720, 4161, 4521, 1812, 7354, 1488, 985, 1235]","[8399, 8399, 8399, 8399, 8399, 8399, 8399, 8399, 8399, 8399, 8399, 8399, 8399, 8399, 8399, 8399, 8399, 8399, 8399, 8399, 8399, 8399, 8399, 8399]",0.276,0.263
GrandMalSeizures2,[4550],"[9923, 9872, 9819, 4517, 4567, 4624, 4460, 4674, 4207, 4724, 4404, 4257, 4134, 4321, 4783, 4079, 4833, 4026, 3974, 4884, 3901, 4941, 3849, 4992, 3798, 3729, 5043, 5093, 5143, 3678, 5209, 3436, 3626, 3566, 5262, 3486, 9760, 3340, 5312, 3263, 5379, 5429, 3191, 5479, 3140, 9633, 5582, 3050, 5531, 2992, 2903, 5633, 2803, 9984, 5687, 5775, 5827, 10065, 10128, 10179, 6060, 10236, 5936, 6005, 10305, 10359]","[9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 10009, 10043, 10092, 10098, 10098, 10124, 10187, 10238, 10270, 10295, 10333, 10343, 10364, 10418]",0.058,0.611
GreatBarbet1,"[1900, 3700]","[3694, 1881, 3433, 2531, 2131, 3944, 2781, 3176, 4194, 1588, 1269, 1018, 581, 316]","[4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699]",0.333,0.286
Herring,[],"[4932, 4880]","[4991, 4991]",0.5,0.978
InlineSkate,"[1058, 2704]","[4729, 4670]","[4820, 4820]",0.333,0.349
InsectEPG1,[3802],"[3602, 3852, 4878, 4174, 4612, 5128, 5387, 6904, 7405, 5637, 3153, 6653, 5887, 7154, 7695, 2890, 6164, 7945, 8195, 8509, 2323, 8803, 2639, 2053, 9053, 1748, 9303, 1497, 9567, 1246, 806, 250, 9854, 10129, 10600, 11030, 11416, 11694, 12019, 12368, 12636, 13049, 13360, 13615, 13919, 14200, 14561, 14963, 15246, 15621, 15890, 16141, 16408]","[9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 10153, 10428, 10899, 11329, 11715, 11993, 12318, 12667, 12935, 13348, 13665, 13914, 14218, 14499, 14860, 15262, 15545, 15920, 16189, 16440, 16707]",0.071,0.068
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[2585, 2009, 2635, 2059, 2685, 2110, 2534, 2237, 2180, 2737, 2287, 2385, 2435, 2787, 1954, 2837, 4025, 2887, 4077, 3974, 2937, 4127, 2987, 4835, 4177, 3037, 1903, 3087, 4229, 3137, 3187, 3923, 4279, 3237, 1852, 3287, 3711, 4651, 1799, 4746, 4333, 3337, 3822, 4390, 3872, 3387, 4590, 3761, 3451, 3660, 3609, 3545, 4539, 4440, 1731, 1680, 1605, 1554, 1496, 564, 509, 614, 1424, 1369, 664, 457, 1317, 714, 1265, 1045, 877, 764, 1206]","[4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895]",0.148,0.213
NogunGun,[3000],"[2965, 4275, 5065, 1618, 750, 5815]","[7382, 7382, 7382, 7382, 7382, 7382]",0.444,0.395
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[8090, 8233, 8333, 7989, 8442, 7874, 8549, 7773, 9880, 8655, 4103, 4203, 8778, 7667, 4303, 3985, 4420, 6173, 8882, 4523, 7450, 7312, 6273, 7553, 4711, 6065, 4870, 6800, 6962, 6374, 7168, 3884, 8988, 4977, 7067, 6475, 5407, 5078, 5823, 5179, 5539, 5306, 3783, 5722, 6586, 5958, 6696, 3658, 1668, 9108, 3553, 9208, 1768, 3452, 9391, 1541, 3349, 1868, 9534, 9779, 1970, 3232, 3131, 2080, 2180, 3019, 9670, 1359, 2744, 2280, 2918, 2380, 2621, 2480, 1229, 1128, 1020, 9984, 10085, 10187, 10288, 10389, 10502, 10627, 10728, 10880, 11000, 11123, 11224, 11327, 11485, 11588, 11699, 11800, 11959, 12098, 12209]","[9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 10103, 10204, 10306, 10407, 10508, 10621, 10746, 10847, 10999, 11119, 11242, 11343, 11446, 11604, 11707, 11818, 11919, 12078, 12217, 12328]",0.115,0.156
ShapesAll,"[1280, 2560, 3840, 5120]","[5112, 5166, 5226, 1248, 5061, 5276, 1298, 5347, 5010, 3840, 1348, 3893, 3980, 5397, 4958, 3789, 4032, 1398, 1197, 4853, 4907, 4106, 1451, 4685, 4629, 5460, 4802, 4735, 4562, 4156, 4233, 4506, 4371, 1581, 1503, 4308, 2484, 3738, 4421, 5510, 2537, 2221, 1687, 2588, 1636, 2331, 2271, 1747, 1823, 3687, 2421, 1937, 2638, 1146, 1987, 1873, 5560, 6120, 2170, 6254, 2705, 2055, 2107, 3636, 5610, 2755, 1095, 2840, 3567, 6065, 5717, 5660, 3498, 2890, 3363, 5841, 3439, 2999, 3049, 3238, 6170, 2940, 5891, 3122, 5767, 3187, 3294, 6014, 6304, 5952, 1044, 985, 926, 875, 778, 659, 714, 581, 501, 450]","[6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399]",0.094,0.126
TiltECG,[25000],"[6922, 7922, 5921, 8923, 4918, 9997, 11499, 12572, 16303, 17584, 18668, 15263, 13919, 20034, 22185, 23245, 24246, 25489, 26899, 28899, 29900, 31398, 32426, 33689, 34754, 36319, 37538]","[9999, 9999, 9999, 10122, 10958, 11262, 12698, 13771, 17502, 18783, 19867, 19889, 20005, 21249, 23384, 24444, 25445, 26688, 28098, 30098, 31099, 32597, 33625, 34888, 36706, 37518, 38737]",0.067,0.184
ToeSegmentation1,[1385],"[1373, 1425, 1873, 1778, 1708, 1215, 1475, 1925, 1305, 2020, 1565, 2070, 1158, 1647, 2170, 1094, 2631, 2229, 2279, 2335, 1043, 2544, 2709, 956, 2388, 2450, 903, 815, 735, 675, 596, 527, 328, 400, 465, 127, 258]","[2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769, 2769]",0.1,0.083
ToeSegmentation2,[1543],"[3026, 1520, 1570, 1361, 1469, 1621, 1411, 1674, 1745, 1310, 2889, 2239, 2054, 2138, 2188, 2299, 1999, 1802, 1259, 1852, 2960, 1916, 2356, 1190, 2834, 2416, 2467, 2744, 2543, 1097, 1032, 2656, 2593, 981, 923, 850, 505]","[3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085, 3085]",0.1,0.193
