dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],[],[],1.0,1.0
EEGRat,[1000],[],[],0.667,0.5
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]","[2743, 5573, 2993, 3269]","[8399, 8399, 8399, 8399]",0.667,0.776
GrandMalSeizures2,[4550],"[9923, 10005, 10103, 10172]","[9999, 10064, 10162, 10231]",0.286,0.49
GreatBarbet1,"[1900, 3700]","[3694, 1881, 3433, 2531, 2131, 3944, 2781, 3176, 4194, 1588, 1269]","[4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699]",0.4,0.463
Herring,[],[],[],1.0,1.0
InlineSkate,"[1058, 2704]",[],[],0.5,0.358
InsectEPG1,[3802],"[3602, 3852, 4878, 4174, 4612, 5128, 5387, 6904, 7405, 5637, 3153, 6653, 5887, 7154, 7695, 2890, 6164, 7945, 8195, 8509, 2323, 8803, 2639, 2053, 9053, 1748, 9303, 1497, 9567, 9854, 10248, 10746, 11030, 11705, 11417, 12028, 12640, 13060, 12383, 13587, 13919, 14200, 14561, 14963, 15258, 15621, 16140, 16467]","[9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 10153, 10547, 11045, 11329, 12004, 12274, 12327, 12939, 13359, 13458, 13886, 14218, 14499, 14860, 15262, 15557, 15920, 16439, 16766]",0.078,0.119
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[2585, 2009, 2635, 2059, 2685, 2110, 2534, 2237, 2180, 2737, 2287, 2385, 2435, 2787, 1954, 2837, 4025, 2887, 4077, 3974, 2937, 4127, 2987, 4835, 4177, 3037, 1903, 3087, 4229, 3137, 3187, 3923, 4279, 3237, 1852, 3287, 3711, 4651, 1799, 4746, 4333, 3337, 3822, 4390, 3872, 3387, 4590]","[4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895]",0.182,0.27
NogunGun,[3000],"[2965, 4275, 5065, 1618, 750, 5815]","[7382, 7382, 7382, 7382, 7382, 7382]",0.444,0.395
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[8090, 8233, 8333, 7989, 8442, 7874, 8549, 7773, 9880, 8655, 4103, 4203, 8778, 7667, 4303, 3985, 4420, 6173, 8882, 4523, 7450, 7312, 6273, 7553, 4711, 6065, 4870, 6800, 6962, 6374, 7168, 3884, 8988, 4977, 7067, 6475, 5407, 5078, 5823, 5179, 5539, 5306, 3783, 5722, 6586, 5958, 6696, 3658, 1668, 9108, 3553, 9209, 9392, 9984, 9535, 10091, 10252, 10353, 9669, 10502, 10629, 10730, 10880, 11000, 11123, 11224, 11327, 3452, 11485, 11588, 11699, 11800, 11989, 12098, 12250]","[9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 10003, 10044, 10103, 10151, 10210, 10371, 10472, 10487, 10621, 10748, 10849, 10999, 11119, 11242, 11343, 11446, 11600, 11604, 11707, 11818, 11919, 12108, 12217, 12369]",0.146,0.336
ShapesAll,"[1280, 2560, 3840, 5120]","[5112, 5166, 5226, 1248, 5061, 5276, 1298, 5347, 5010, 3840, 1348, 3893, 3980, 5397, 4958, 3789, 4032, 1398, 1197, 4853, 4907, 4106, 1451, 4685, 4629, 5460, 4802, 4735, 4562, 4156, 4233, 4506, 4371, 1581, 1503, 4308, 2484, 3738, 4421, 5510, 2537, 2221, 1687, 2588, 1636, 2331, 2271, 1747, 1823, 3687, 2421, 1937, 2638, 1146, 1987, 1873, 5560, 6120, 2170, 6254, 2705, 2055, 2107, 3636, 5610, 2755, 1095, 2840, 3567, 6065, 5717, 5660, 3498, 2890, 3363, 5841, 3439, 2999, 3049, 3238, 6170, 2940, 5891, 3122, 5767, 3187, 3294, 6014, 6304, 5952, 1044]","[6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399]",0.103,0.219
TiltECG,[25000],"[6922, 7949, 16459, 17885, 18916, 20034, 23612, 25489, 26899, 21468, 32451, 33689, 36429]","[9999, 11048, 17658, 19258, 20115, 21249, 25043, 26688, 28098, 29605, 33650, 35597, 37628]",0.125,0.352
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],"[3026, 1520]","[3085, 3085]",0.8,0.966
