dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],[],[],1.0,1.0
EEGRat,[1000],[],[],0.667,0.5
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],[],[],0.667,0.508
GreatBarbet1,"[1900, 3700]","[3694, 1881, 3433, 2531, 2131, 3944, 2781, 3176, 4194, 1588]","[4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699]",0.429,0.531
Herring,[],[],[],1.0,1.0
InlineSkate,"[1058, 2704]",[],[],0.5,0.358
InsectEPG1,[3802],"[3602, 3852, 4878, 4174, 4612, 5128, 5387, 6904, 7405, 5637, 3153, 6653, 5887, 7154, 7695, 2890, 6164, 7945, 8195, 8509, 2323, 8820, 11107, 12117]","[9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 10007, 11406, 12416]",0.148,0.424
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[2585, 2009, 2635]","[4895, 4895, 4895]",0.545,0.419
NogunGun,[3000],"[2965, 4275]","[7382, 7382]",0.8,0.823
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[8090, 8233, 8334, 10348, 10769, 11076]","[9999, 9999, 10044, 10467, 10888, 11195]",0.462,0.437
ShapesAll,"[1280, 2560, 3840, 5120]","[5112, 5166, 5226, 1248]","[6399, 6399, 6399, 6399]",0.6,0.577
TiltECG,[25000],"[24206, 25825, 32622]","[25405, 27024, 33821]",0.333,0.79
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],[],[],0.667,0.5
Trace,"[1443, 2955]","[1392, 1642, 1892]","[5085, 5085, 5085]",0.286,0.64
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]","[2218, 2268]","[2394, 2394]",0.667,0.826
Yoga,[7295],[],[],0.667,0.504
