dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],[],[],1.0,1.0
EEGRat,[1000],[],[],0.667,0.5
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[2743],[8399],0.667,0.579
GrandMalSeizures2,[4550],[10186],[10245],0.5,0.499
GreatBarbet1,"[1900, 3700]","[3694, 1881, 3433, 2531, 2131, 3944, 2781, 3176, 4194, 1588, 1269]","[4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699]",0.4,0.463
Herring,[],[],[],1.0,1.0
InlineSkate,"[1058, 2704]",[],[],0.5,0.358
InsectEPG1,[3802],"[3602, 3852, 4878, 4174, 4612, 5128, 5387, 6904, 7405, 5637, 3153, 6653, 5887, 7154, 7695, 2890, 6164, 7945, 8195, 8509, 2323, 8803, 2639, 2053, 9053, 1748, 9303, 9857, 10327, 10767, 11037, 11746, 12049, 12749, 13105, 11437, 13630, 13963, 14214, 12366, 14561, 13360, 15637]","[9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 10156, 10626, 11066, 11336, 12045, 12348, 13048, 13404, 13624, 13929, 14277, 14513, 14760, 14860, 15074, 15936]",0.087,0.183
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[2585, 2009, 2635, 2059, 2685, 2110, 2534, 2237, 2180, 2737, 2287, 2385, 2435, 2787, 1954, 2837, 4025, 2887, 4077, 3974, 2937, 4127, 2987, 4835]","[4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895]",0.25,0.456
NogunGun,[3000],"[2965, 4275, 5065, 1618, 750]","[7382, 7382, 7382, 7382, 7382]",0.5,0.496
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[8090, 8233, 8333, 7989, 8442, 7874, 8549, 7773, 9880, 8655, 4103, 4203, 8778, 7667, 4303, 3985, 4420, 7451, 6174, 7313, 7554, 4524, 8974, 10276, 10384, 10502, 10698, 10962, 10118, 9079, 11072, 11224, 9187, 9991, 9388, 11327, 9533, 10844, 9671, 4712, 11521, 3759, 11745, 11851, 12036]","[9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 10161, 10186, 10226, 10248, 10343, 10346, 10395, 10503, 10621, 10817, 11081, 11124, 11129, 11191, 11343, 11399, 11425, 11445, 11446, 11492, 11569, 11619, 11626, 11640, 11661, 11889, 11970, 12155]",0.192,0.409
ShapesAll,"[1280, 2560, 3840, 5120]","[5112, 5166, 5226, 1248, 5061, 5276, 1298, 5347, 5010, 3840, 1348, 3893, 3980, 5397, 4958, 3789, 4032, 1398, 1197, 4853, 4907, 4106, 1451, 4685, 4629, 5460, 4802, 4735, 4562, 4156, 4233, 4506, 4371, 1581, 1503, 4308, 2484, 3738, 4421, 5510, 2537, 2221, 1687, 2588, 1636, 2331, 2271, 1747, 1823, 3687, 2421, 1937, 2638, 1146, 1987, 1873, 5560, 6120, 2170, 6254]","[6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399]",0.152,0.473
TiltECG,[25000],"[6923, 16584, 18789, 20034, 23942, 25489, 26899, 32512, 36538]","[10482, 17895, 19988, 21249, 25251, 26718, 28098, 33711, 38654]",0.167,0.382
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],[],[],0.667,0.5
Trace,"[1443, 2955]","[1392, 1642, 1892, 2164, 2417, 2667, 1141]","[5085, 5085, 5085, 5085, 5085, 5085, 5085]",0.182,0.647
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[1129, 1179, 1236, 1286, 1349]","[2817, 2817, 2817, 2817, 2817]",0.364,0.4
WordSynonyms,"[202, 2227]","[2218, 2268, 2318, 2167]","[2394, 2394, 2394, 2394]",0.5,0.786
Yoga,[7295],"[11593, 12654]","[11652, 12713]",0.4,0.495
