dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],[],[],1.0,1.0
EEGRat,[1000],[],[],0.667,0.5
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],[],[],0.667,0.508
GreatBarbet1,"[1900, 3700]","[3694, 1881, 3433, 2531, 2131, 3944, 2781, 3176, 4194, 1588, 1269]","[4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699, 4699]",0.4,0.463
Herring,[],[],[],1.0,1.0
InlineSkate,"[1058, 2704]",[],[],0.5,0.358
InsectEPG1,[3802],"[3602, 3852, 4878, 4174, 4612, 5128, 5387, 6904, 7405, 5637, 3153, 6653, 5887, 7154, 7695, 2890, 6164, 7945, 8195, 8509, 2323, 8803, 2639, 2053, 9053, 1748, 9874, 10343, 11056, 12073, 11769, 13119, 10778, 9324, 13637, 14202, 14604]","[9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 10173, 10642, 11355, 12372, 12480, 13529, 13615, 13676, 13936, 14501, 14903]",0.1,0.244
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[2585, 2009, 2635, 2059, 2685, 2110, 2534, 2237, 2180, 2737, 2287, 2385, 2435, 2787, 1954, 2837, 4025]","[4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895]",0.32,0.489
NogunGun,[3000],"[2965, 4275, 5065, 1618]","[7382, 7382, 7382, 7382]",0.571,0.533
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[8090, 8233, 8333, 7989, 8442, 7874, 8549, 7773, 8656, 4104, 10287, 10388, 10502, 10705, 11004, 8779, 11123, 11233, 11334, 3986, 10863, 10118, 4301, 11801, 10003, 12107]","[9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 10042, 10353, 10406, 10507, 10621, 10835, 11123, 11129, 11242, 11352, 11453, 11500, 11540, 11545, 11582, 11920, 11970, 12226]",0.242,0.454
ShapesAll,"[1280, 2560, 3840, 5120]","[5112, 5166, 5226, 1248, 5061, 5276, 1298, 5347, 5010, 3840, 1348, 3893, 3980, 5397, 4958, 3789, 4032, 1398, 1197, 4853, 4907, 4106, 1451, 4685, 4629, 5460, 4802, 4735, 4562, 4156, 4233]","[6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399, 6399]",0.216,0.577
TiltECG,[25000],"[6949, 5948, 16584, 19005, 24132, 25654, 26899, 32559]","[12004, 12898, 19790, 20204, 25331, 26853, 28098, 33758]",0.182,0.427
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],[],[],0.667,0.5
Trace,"[1443, 2955]","[1392, 1642, 1892, 2164]","[5085, 5085, 5085, 5085]",0.25,0.644
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[1129, 1179, 1236]","[2817, 2817, 2817]",0.444,0.4
WordSynonyms,"[202, 2227]","[2218, 2268, 2318]","[2394, 2394, 2394]",0.571,0.805
Yoga,[7295],[11596],[11655],0.5,0.561
