dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],[],[],1.0,1.0
EEGRat,[1000],[],[],0.667,0.5
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],[],[],0.667,0.508
GreatBarbet1,"[1900, 3700]","[3694, 1881]","[4699, 4699]",1.0,0.989
Herring,[],[],[],1.0,1.0
InlineSkate,"[1058, 2704]",[],[],0.5,0.358
InsectEPG1,[3802],[3602],[9999],0.5,0.977
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[2965],[7382],1.0,0.991
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]",[],[],0.333,0.2
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],[],[],0.667,0.5
Trace,"[1443, 2955]",[1392],[5085],0.4,0.637
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
