dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],[],[],1.0,1.0
EEGRat,[1000],[],[],0.667,0.5
EEGRat2,[1000],"[255, 275, 288]","[254, 274, 287]",0.333,0.47
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],[],[],0.667,0.508
GreatBarbet1,"[1900, 3700]","[2439, 2452, 2468, 2479, 2500, 2513, 2526, 2556]","[2438, 2451, 2467, 2478, 2499, 2512, 2525, 2555]",0.167,0.571
Herring,[],[],[],1.0,1.0
InlineSkate,"[1058, 2704]",[],[],0.5,0.358
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[1973, 2140, 2147, 2163, 2200, 2212, 2236, 2248, 2272, 2284, 2295, 2308, 2319, 2332, 2342, 2355, 2366, 2373, 2379, 2387, 2403, 2409, 2415, 2427, 2434, 2450, 2457, 2463, 2469, 2475, 2487, 2493, 2510, 2516, 2522, 2528, 2535, 2541, 2547, 2558, 2564, 2576, 2582, 2593, 2607, 2613, 2619, 2626, 2642, 2650, 2661, 2667, 2673, 2685, 2703, 2709, 2715, 2722, 2734, 2745, 2763, 2769, 2781, 2793, 2806, 2816, 2822, 2829, 2853, 2865, 2876, 2887, 2893, 2901, 2913, 2937, 2948, 2972]","[1972, 2139, 2146, 2162, 2199, 2211, 2235, 2247, 2271, 2283, 2294, 2307, 2318, 2331, 2341, 2354, 2365, 2372, 2378, 2386, 2402, 2408, 2414, 2426, 2433, 2449, 2456, 2462, 2468, 2474, 2486, 2492, 2509, 2515, 2521, 2527, 2534, 2540, 2546, 2557, 2563, 2575, 2581, 2592, 2606, 2612, 2618, 2625, 2641, 2649, 2660, 2666, 2672, 2684, 2702, 2708, 2714, 2721, 2733, 2744, 2762, 2768, 2780, 2792, 2805, 2815, 2821, 2828, 2852, 2864, 2875, 2886, 2892, 2900, 2912, 2936, 2947, 2971]",0.07,0.333
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]",[],[],0.333,0.2
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],[],[],0.667,0.5
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[1468, 1482, 1537, 1590, 1625, 1644, 1665, 1680, 1693, 1708, 1721, 1729, 1762, 1776, 1789, 1800, 1806, 1813, 1821, 1827, 1834]","[1467, 1481, 1536, 1589, 1624, 1643, 1664, 1679, 1692, 1707, 1720, 1728, 1761, 1775, 1788, 1799, 1805, 1812, 1820, 1826, 1833]",0.148,0.393
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[882, 896]","[881, 895]",0.25,0.368
WordSynonyms,"[202, 2227]","[298, 326, 336, 389, 395, 403]","[297, 325, 335, 388, 394, 402]",0.2,0.766
Yoga,[7295],[],[],0.667,0.504
