name,dataset,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000,11000,12000,13000,14000,15000,16000,17000,18000,19000,20000
UTSA,Cane,327.0501728037571,2122.450277428894,4874.175086941044,3660.618192038498,3368.681356808963,3224.929794365431,3097.3040694167325,2824.111779825053,2849.1244544513565,3190.4787510530373,2638.066208545556,2528.6605202221804,2256.611364193409,2365.8991524409967,2347.5003956461337,2238.5994919133736,2070.481677788074,1961.43971144063,1844.1455286377843,1851.2419614844607
UTSA,DutchFactory,597.9853742374167,1873.894453606087,2946.6171583861383,2607.1301035591,2396.1774938187864,2206.723188602921,2120.1935060755,2095.0208282518133,2002.9721079103797,1988.131573871308,1926.366662708831,1846.9640304756444,1787.732980724888,1739.5361766341039,1678.686941459601,1629.153308886426,1586.1262383407684,1528.1569147312512,1465.331961832125,1391.9230017619477
UTSA,EEGRat,145.91350976708557,781.4667349147614,6803.878210580032,4735.409020954185,4411.40790083155,4215.051950515291,4091.318222731364,3634.05105841737,3378.150124991554,3449.584325088827,3222.5838677451584,3098.133374641779,2918.1318120139485,2829.2144686027923,2552.583214212783,2648.8662852299217,2390.8287807968627,2428.5402044830853,2195.871761089152,2158.358783980661
UTSA,EEGRat2,137.60079258056527,774.1975442453896,6389.572218139996,4817.535830422738,4552.282969909409,4083.0492211583614,3803.9446906441985,3436.426116838487,3309.3953734652687,3281.109014847019,3122.511748450453,3052.270125906143,2774.6947835738074,2629.7450462177694,2495.4146755337065,2410.1031524149234,2303.988203580398,2264.262020401001,2239.5664199410994,2109.1929173301837
UTSA,Fetal2013,1074.174109300796,3020.286256019598,3136.784725949574,2618.5665094072,2340.632204758506,2158.4157228594213,2314.0410870850797,2262.5486605083447,2192.7366815610335,2104.748663776925,2029.9233252850636,1820.1803394231852,1955.7394433530937,1911.3900796731095,1692.0791893060598,1792.1450283407823,1754.6134147993841,1729.8377796571074,1688.1515209776273,1548.5203028217477
UTSA,GrandMalSeizures,1124.671879175875,2863.9484638440495,3446.973238830812,2944.084437977284,2539.1997222750306,2057.0119981206553,2001.2181894577755,1841.3825554178025,1907.8553085515014,1723.0999345610921,1678.9974111812921,1654.2365579817451,1649.8787564683355,1548.0567822390035,1532.7072339590432,1517.3380069626976,1457.402294270018,1430.9659097525698,1406.9423506287808,1328.769532883297
UTSA,GrandMalSeizures2,692.0468015471388,1969.6054370398338,3450.5453799800243,2814.2533448424683,2691.2689179463505,2856.1025820722284,2589.1228549093576,2584.120772288754,2344.2994627412995,2401.532119024655,2290.7920392067317,2222.0471032241303,1992.3689195795648,2048.9163308431334,1915.8797841903652,1909.9837981821013,1846.7120984157893,1776.8096788697087,1662.165929820369,1609.2485905771116
UTSA,GreatBarbet1,333.10039929524464,1469.0759512266782,4570.6950373921745,3836.891301685781,3743.588109726958,3479.9606098075665,4065.321938899075,3003.9818738455438,2821.5687922484904,2861.4742071585556,2636.2876582473737,3047.2781970486785,2554.486656883526,2321.2054464369503,2277.573173095561,2206.8835986289146,1996.1351425962494,2055.156913416676,2028.870394032531,2034.4030542016917
UTSA,GreatBarbet2,352.8155052655837,1372.214696127435,3517.095328249758,3625.452217311148,3490.4791610967527,3186.1814632029927,3049.215637934838,2872.4568061947275,2787.679642228008,2660.2368176775567,2546.0317116375318,2500.3191896837893,2187.2265966754153,2169.69808881913,2214.474180173389,2151.0888170842222,1920.7035496236238,1984.043226814133,1826.3775549856223,1701.8503095919182
UTSA,InsectEPG1,1079.908530775583,2523.5043179072172,3126.580439424228,2534.591410625873,2336.1975262497576,2239.3338242015598,2118.7950996398263,2063.796701275716,1934.3321485297665,1912.8532804066713,1837.175325377031,1885.532714841043,1787.3701341710346,1818.0029449915367,1758.123344746674,1724.160662038751,1678.6435777887048,1644.7969907790364,1579.013360453615,1541.4410175088333
UTSA,InsectEPG2,658.2706064172335,2331.6811138725816,3075.7638664636866,2756.0758506466486,2523.370381116985,2242.482269344521,2056.1646905473167,1965.9028587266548,1921.395869796179,1810.2831904861027,1787.032090100296,1727.7658765807475,1656.033236575467,1600.5031478749045,1579.0612156608267,1526.3575592930617,1451.7852269494074,1447.7145045041134,1498.7599001925714,1301.5949451107222
UTSA,InsectEPG3,495.2217923053527,1662.7557903136933,3060.8274420821153,2857.0845576232446,2780.6573329361536,2660.3384987194195,2493.8641893071253,2474.40242880924,2373.493894211536,2330.6833919250025,2229.6178343949045,2202.029352003875,2071.5898364565487,2014.1893758055605,1835.2784506170897,1832.6745373157771,1778.103999146632,1709.0449268145026,1658.1638695069323,1398.8990239077652
UTSA,InsectEPG4,1199.9307865827013,2648.750900876412,3264.569090968443,2549.2174314363683,2175.570771027503,1930.3603285097183,1760.6495157542042,1560.8981099340185,1491.6725872484408,1408.7326447711707,1299.1701474617257,1279.8923330400962,1224.0877482995743,1181.5520922009848,1153.7097710431658,1180.6762060283397,1188.3111360156897,1036.0651661597485,1089.9993804540127,1053.7302026992927
UTSA,NogunGun,509.46685049704575,2008.8702655637785,3082.813824434525,3163.727053015889,3516.149618524197,2921.472805334072,2794.897032101757,2635.9008047298403,2205.6451131054096,2485.7079368927134,2377.3107376650637,2318.730429921453,2189.05384129582,2143.995911220042,1944.972786714226,2046.4902262975236,1872.398917594666,1858.429132758243,1774.746816729687,1678.6985141142095
UTSA,PigInternalBleedingDatasetAirwayPressure,1667.921720299787,3733.61726744998,3946.7753372011184,3100.725428516402,2396.642491624636,2063.9403851641105,1875.587177913342,1735.5975425988174,1581.808097615086,1472.5913890825836,1421.9629793889917,1332.2454470714265,1312.9926024139495,1265.3831136892597,1211.4577543248145,1234.3063467071152,1194.0315170731437,1159.1826496532437,1151.1015918459602,1045.7984716381384
UTSA,PigInternalBleedingDatasetArtPressureFluidFilled,915.7120482215079,2295.12066512974,3037.8837679254016,2338.4241523153883,2034.9196727928543,1826.184952909236,1610.9336486415248,1529.025755398769,1460.8745538737126,1377.476108291904,1277.6622015758944,1293.4989002710881,1278.6048664351927,1240.3523319667615,1223.1783848784335,1195.325036123995,1166.4230938217672,1139.7640087904863,1118.0012917533122,1090.4062023452511
