dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[1, 7, 17, 107, 410, 543, 562, 971, 1052, 1058, 1254, 1278, 1436, 1449, 1545, 1582, 1684, 1832, 1871, 2011, 2124, 2135, 2143, 2207, 2414, 2480, 2687, 3022, 3061, 3275, 3299, 3442, 3451]","[0, 6, 16, 106, 409, 542, 561, 970, 1051, 1057, 1253, 1277, 1435, 1448, 1544, 1581, 1683, 1831, 1870, 2010, 2123, 2134, 2142, 2206, 2413, 2479, 2686, 3021, 3060, 3274, 3298, 3441, 3450]",0.057,0.118
EEGRat,[1000],"[1, 10, 19, 25, 31, 55, 145, 206, 466, 479, 628, 767, 867, 982, 1160, 1231, 1252, 1289, 1368, 1472, 1514, 1555, 1620, 1684, 1706, 1789, 1851, 1872, 1915, 1960]","[0, 9, 18, 24, 30, 54, 144, 205, 465, 478, 627, 766, 866, 981, 1159, 1230, 1251, 1288, 1367, 1471, 1513, 1554, 1619, 1683, 1705, 1788, 1850, 1871, 1914, 1959]",0.121,0.209
EEGRat2,[1000],"[1, 16, 60, 106, 160, 231, 252, 289, 368, 472, 514, 555, 620, 684, 706, 789, 851, 872, 915, 960, 1076, 1112, 1186, 1234, 1249, 1293, 1321, 1397, 1467, 1501, 1617, 1706, 1752, 1778, 1803, 1833, 1913, 1953]","[0, 15, 59, 105, 159, 230, 251, 288, 367, 471, 513, 554, 619, 683, 705, 788, 850, 871, 914, 959, 1075, 1111, 1185, 1233, 1248, 1292, 1320, 1396, 1466, 1500, 1616, 1705, 1751, 1777, 1802, 1832, 1912, 1952]",0.049,0.11
FaceFour,"[2800, 5600, 6650]","[1, 215, 229, 244, 262, 591, 597, 947, 1267, 1280, 1299, 1315, 1395, 1616, 1631, 1650, 1665, 1752, 1969, 1984, 2022, 2317, 2350, 2371, 2668, 2680, 2694, 2714, 2853, 3024, 3377, 3487, 3501, 3724, 3738, 3774, 3795, 4078, 4202, 4253, 4431, 4482, 4670, 4776, 4792, 4828, 4851, 5125, 5139, 5249, 5473, 5523, 5548, 5651, 5668, 5848, 5854, 5954, 5995, 6176, 6199, 6233, 6287, 6530, 6558, 6585, 6650, 6704, 6868, 6881, 6905, 6920, 7052, 7220, 7262, 7272, 7400, 7560, 7576, 7615, 7923, 7946, 7959, 8101, 8266, 8280, 8304, 8318, 8399]","[0, 214, 228, 243, 261, 590, 596, 946, 1266, 1279, 1298, 1314, 1394, 1615, 1630, 1649, 1664, 1751, 1968, 1983, 2021, 2316, 2349, 2370, 2667, 2679, 2693, 2713, 2852, 3023, 3376, 3486, 3500, 3723, 3737, 3773, 3794, 4077, 4201, 4252, 4430, 4481, 4669, 4775, 4791, 4827, 4850, 5124, 5138, 5248, 5472, 5522, 5547, 5650, 5667, 5847, 5853, 5953, 5994, 6175, 6198, 6232, 6286, 6529, 6557, 6584, 6649, 6703, 6867, 6880, 6904, 6919, 7051, 7219, 7261, 7271, 7399, 7559, 7575, 7614, 7922, 7945, 7958, 8100, 8265, 8279, 8303, 8317, 8398]",0.085,0.149
GrandMalSeizures2,[4550],"[1, 7, 32, 38, 49, 67, 101, 167, 193, 217, 235, 348, 391, 404, 452, 502, 554, 570, 664, 691, 748, 799, 807, 822, 842, 907, 924, 939, 947, 995, 1053, 1082, 1144, 1167, 1174, 1214, 1225, 1235, 1278, 1321, 1383, 1390, 1435, 1443, 1469, 1482, 1498, 1531, 1551, 1590, 1623, 1634, 1649, 1719, 1753, 1774, 1790, 1930, 1994, 2056, 2108, 2123, 2197, 2259, 2293, 2382, 2389, 2410, 2438, 2532, 2561, 2629, 2663, 2691, 2697, 2726, 2840, 2847, 2884, 2890, 3009, 3052, 3145, 3174, 3217, 3252, 3266, 3320, 3442, 3467, 3579, 3624, 3633, 3817, 3869, 3876, 3972, 4066, 4129, 4181, 4187, 4201, 4331, 4393, 4556, 4563, 4782, 4890, 5081, 5189, 5201, 5293, 5332, 5384, 5420, 5536, 5543, 5564, 5588, 5672, 5714, 5754, 5793, 5844, 5887, 5953, 6072, 6099, 6181, 6258, 6353, 6426, 6451, 6515, 6692, 6723, 6805, 6811, 6918, 6951, 7178, 7203, 7227, 7366, 7463, 7568, 7662, 7759, 7766, 7887, 7961, 7975, 8201, 8213, 8335, 8355, 8370, 8481, 8596, 8683, 8753, 8802, 8870, 9052, 9117, 9277, 9337, 9344, 9484, 9523, 9582, 9709, 9747, 9911, 9917, 10015, 10218, 10239, 10261, 10407]","[0, 6, 31, 37, 48, 66, 100, 166, 192, 216, 234, 347, 390, 403, 451, 501, 553, 569, 663, 690, 747, 798, 806, 821, 841, 906, 923, 938, 946, 994, 1052, 1081, 1143, 1166, 1173, 1213, 1224, 1234, 1277, 1320, 1382, 1389, 1434, 1442, 1468, 1481, 1497, 1530, 1550, 1589, 1622, 1633, 1648, 1718, 1752, 1773, 1789, 1929, 1993, 2055, 2107, 2122, 2196, 2258, 2292, 2381, 2388, 2409, 2437, 2531, 2560, 2628, 2662, 2690, 2696, 2725, 2839, 2846, 2883, 2889, 3008, 3051, 3144, 3173, 3216, 3251, 3265, 3319, 3441, 3466, 3578, 3623, 3632, 3816, 3868, 3875, 3971, 4065, 4128, 4180, 4186, 4200, 4330, 4392, 4555, 4562, 4781, 4889, 5080, 5188, 5200, 5292, 5331, 5383, 5419, 5535, 5542, 5563, 5587, 5671, 5713, 5753, 5792, 5843, 5886, 5952, 6071, 6098, 6180, 6257, 6352, 6425, 6450, 6514, 6691, 6722, 6804, 6810, 6917, 6950, 7177, 7202, 7226, 7365, 7462, 7567, 7661, 7758, 7765, 7886, 7960, 7974, 8200, 8212, 8334, 8354, 8369, 8480, 8595, 8682, 8752, 8801, 8869, 9051, 9116, 9276, 9336, 9343, 9483, 9522, 9581, 9708, 9746, 9910, 9916, 10014, 10217, 10238, 10260, 10406]",0.022,0.039
GreatBarbet1,"[1900, 3700]","[1, 7, 126, 495, 594, 861, 890, 1153, 1214, 1383, 1431, 1554, 1674, 1716, 1876, 1883, 2011, 2042, 2178, 2314, 2396, 2457, 2532, 2622, 2705, 2792, 2798, 2897, 2973, 3001, 3078, 3139, 3274, 3355, 3416, 3470, 3538, 3653, 3706, 3792, 3905, 4097, 4130, 4234, 4252, 4289, 4309, 4464, 4638, 4674]","[0, 6, 125, 494, 593, 860, 889, 1152, 1213, 1382, 1430, 1553, 1673, 1715, 1875, 1882, 2010, 2041, 2177, 2313, 2395, 2456, 2531, 2621, 2704, 2791, 2797, 2896, 2972, 3000, 3077, 3138, 3273, 3354, 3415, 3469, 3537, 3652, 3705, 3791, 3904, 4096, 4129, 4233, 4251, 4288, 4308, 4463, 4637, 4673]",0.111,0.148
Herring,[],[1],[0],0.667,1.0
InlineSkate,"[1058, 2704]","[1, 7, 65, 71, 225, 231, 783, 1058, 1124, 1239, 1360, 1480, 1714, 1833, 1947, 2068, 2230, 2303, 2430, 2541, 2690, 2696, 2893, 3043, 3049, 3362, 3514, 3520, 3747, 3834, 3967, 4072, 4204, 4303, 4541, 4664, 4775]","[0, 6, 64, 70, 224, 230, 782, 1057, 1123, 1238, 1359, 1479, 1713, 1832, 1946, 2067, 2229, 2302, 2429, 2540, 2689, 2695, 2892, 3042, 3048, 3361, 3513, 3519, 3746, 3833, 3966, 4071, 4203, 4302, 4540, 4663, 4774]",0.146,0.228
InsectEPG1,[3802],"[1, 9, 146, 175, 282, 300, 342, 406, 465, 472, 561, 671, 725, 784, 791, 812, 818, 859, 908, 938, 968, 1031, 1138, 1168, 1201, 1218, 1250, 1280, 1357, 1372, 1406, 1431, 1556, 1589, 1661, 1668, 1703, 1709, 1744, 1767, 1809, 1838, 1845, 1949, 2005, 2069, 2167, 2215, 2330, 2353, 2364, 2379, 2385, 2421, 2473, 2526, 2533, 2539, 2746, 2806, 2878, 2894, 2948, 3056, 3119, 3146, 3152, 3175, 3200, 3271, 3296, 3319, 3326, 3621, 3636, 3646, 3652, 3701, 4005, 4056, 4190, 4255, 4344, 4392, 4452, 4585, 4644, 4672, 4757, 4863, 4952, 4999, 5136, 5201, 5388, 5415, 5479, 5585, 5601, 5706, 5721, 5825, 6116, 6191, 6371, 6459, 6564, 6631, 6646, 6716, 6774, 6989, 7045, 7114, 7146, 7202, 7228, 7412, 7445, 7502, 7661, 7673, 7690, 7762, 7865, 7930, 8005, 8117, 8165, 8235, 8244, 8308, 8351, 8450, 8474, 8527, 8575, 8617, 8637, 8692, 8719, 8809, 8898, 8938, 9043, 9072, 9168, 9233, 9253, 9327, 9477, 9506, 9590, 9648, 9713, 9751, 9782, 9878, 9928, 9960, 10022, 10218, 10239, 10272, 10402, 10455, 10506, 10546, 10698, 10749, 10798, 10861, 10950, 11048, 11078, 11112, 11258, 11309, 11342, 11388, 11556, 11586, 11620, 11686, 11736, 11812, 11849, 11900, 11935, 12083, 12114, 12186, 12232, 12298, 12354, 12432, 12483, 12546, 12562, 12615, 12678, 12702, 12767, 12836, 12852, 12922, 12964, 13015, 13051, 13167, 13176, 13246, 13310, 13331, 13370, 13402, 13538, 13671, 13729, 13776, 13807, 13824, 13879, 13909, 13935, 14026, 14052, 14100, 14163, 14185, 14230, 14252, 14284, 14388, 14453, 14503, 14599, 14637, 14726, 14760, 14885, 14930, 14939, 14995, 15104, 15148, 15154, 15175, 15236, 15359, 15395, 15476, 15578, 15657, 15694, 15765, 15830, 15906, 15958, 15988, 16083, 16150, 16161, 16223, 16287, 16360, 16426, 16505, 16543, 16573, 16618, 16672, 16760, 16839, 16873, 16952]","[0, 8, 145, 174, 281, 299, 341, 405, 464, 471, 560, 670, 724, 783, 790, 811, 817, 858, 907, 937, 967, 1030, 1137, 1167, 1200, 1217, 1249, 1279, 1356, 1371, 1405, 1430, 1555, 1588, 1660, 1667, 1702, 1708, 1743, 1766, 1808, 1837, 1844, 1948, 2004, 2068, 2166, 2214, 2329, 2352, 2363, 2378, 2384, 2420, 2472, 2525, 2532, 2538, 2745, 2805, 2877, 2893, 2947, 3055, 3118, 3145, 3151, 3174, 3199, 3270, 3295, 3318, 3325, 3620, 3635, 3645, 3651, 3700, 4004, 4055, 4189, 4254, 4343, 4391, 4451, 4584, 4643, 4671, 4756, 4862, 4951, 4998, 5135, 5200, 5387, 5414, 5478, 5584, 5600, 5705, 5720, 5824, 6115, 6190, 6370, 6458, 6563, 6630, 6645, 6715, 6773, 6988, 7044, 7113, 7145, 7201, 7227, 7411, 7444, 7501, 7660, 7672, 7689, 7761, 7864, 7929, 8004, 8116, 8164, 8234, 8243, 8307, 8350, 8449, 8473, 8526, 8574, 8616, 8636, 8691, 8718, 8808, 8897, 8937, 9042, 9071, 9167, 9232, 9252, 9326, 9476, 9505, 9589, 9647, 9712, 9750, 9781, 9877, 9927, 9959, 10021, 10217, 10238, 10271, 10401, 10454, 10505, 10545, 10697, 10748, 10797, 10860, 10949, 11047, 11077, 11111, 11257, 11308, 11341, 11387, 11555, 11585, 11619, 11685, 11735, 11811, 11848, 11899, 11934, 12082, 12113, 12185, 12231, 12297, 12353, 12431, 12482, 12545, 12561, 12614, 12677, 12701, 12766, 12835, 12851, 12921, 12963, 13014, 13050, 13166, 13175, 13245, 13309, 13330, 13369, 13401, 13537, 13670, 13728, 13775, 13806, 13823, 13878, 13908, 13934, 14025, 14051, 14099, 14162, 14184, 14229, 14251, 14283, 14387, 14452, 14502, 14598, 14636, 14725, 14759, 14884, 14929, 14938, 14994, 15103, 15147, 15153, 15174, 15235, 15358, 15394, 15475, 15577, 15656, 15693, 15764, 15829, 15905, 15957, 15987, 16082, 16149, 16160, 16222, 16286, 16359, 16425, 16504, 16542, 16572, 16617, 16671, 16759, 16838, 16872, 16951]",0.014,0.034
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[1, 677, 784, 892, 976, 1024, 2140, 2368, 2452, 2524, 2596, 2753, 2956, 3108, 3413, 3496, 3628, 3712, 3796, 4000, 4036, 4156, 4385, 4612, 4708, 4768, 4864]","[0, 676, 783, 891, 975, 1023, 2139, 2367, 2451, 2523, 2595, 2752, 2955, 3107, 3412, 3495, 3627, 3711, 3795, 3999, 4035, 4155, 4384, 4611, 4707, 4767, 4863]",0.171,0.44
NogunGun,[3000],"[1, 7, 228, 234, 379, 525, 531, 676, 682, 829, 977, 983, 1128, 1276, 1431, 1437, 1577, 1729, 1735, 1876, 1882, 2030, 2175, 2181, 2328, 2480, 2630, 2636, 2782, 2788, 2928, 2934, 3084, 3235, 3385, 3534, 3683, 3837, 3843, 3989, 4136, 4286, 4292, 4434, 4582, 4588, 4742, 4893, 4899, 5036, 5042, 5186, 5192, 5333, 5339, 5483, 5489, 5641, 5647, 5785, 5940, 6085, 6236, 6242, 6438, 6444, 6592, 6737, 6883, 7031, 7037, 7184, 7335]","[0, 6, 227, 233, 378, 524, 530, 675, 681, 828, 976, 982, 1127, 1275, 1430, 1436, 1576, 1728, 1734, 1875, 1881, 2029, 2174, 2180, 2327, 2479, 2629, 2635, 2781, 2787, 2927, 2933, 3083, 3234, 3384, 3533, 3682, 3836, 3842, 3988, 4135, 4285, 4291, 4433, 4581, 4587, 4741, 4892, 4898, 5035, 5041, 5185, 5191, 5332, 5338, 5482, 5488, 5640, 5646, 5784, 5939, 6084, 6235, 6241, 6437, 6443, 6591, 6736, 6882, 7030, 7036, 7183, 7334]",0.053,0.056
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[1, 13, 63, 109, 157, 204, 250, 297, 344, 391, 437, 485, 531, 578, 625, 673, 719, 766, 813, 860, 906, 954, 1000, 1048, 1094, 1141, 1187, 1235, 1282, 1329, 1375, 1422, 1469, 1516, 1563, 1610, 1657, 1704, 1750, 1797, 1844, 1891, 1938, 1985, 2031, 2078, 2125, 2172, 2220, 2266, 2313, 2360, 2406, 2454, 2501, 2547, 2594, 2641, 2687, 2735, 2782, 2828, 2875, 2922, 2970, 3016, 3062, 3110, 3156, 3203, 3250, 3297, 3344, 3391, 3437, 3484, 3532, 3578, 3625, 3673, 3718, 3766, 3813, 3859, 3906, 3953, 4000, 4047, 4094, 4140, 4187, 4234, 4281, 4328, 4374, 4422, 4469, 4515, 4562, 4609, 4656, 4703, 4750, 4797, 4843, 4891, 4937, 4984, 5031, 5078, 5125, 5172, 5219, 5266, 5312, 5359, 5406, 5453, 5500, 5547, 5594, 5640, 5687, 5734, 5781, 5828, 5875, 5922, 5969, 6016, 6062, 6109, 6156, 6204, 6249, 6297, 6343, 6391, 6437, 6484, 6531, 6577, 6624, 6673, 6717, 6765, 6811, 6859, 6905, 6953, 6999, 7046, 7093, 7140, 7187, 7234, 7281, 7327, 7375, 7420, 7468, 7515, 7561, 7608, 7656, 7703, 7749, 7797, 7843, 7890, 7937, 7984, 8031, 8077, 8125, 8172, 8218, 8265, 8313, 8360, 8406, 8453, 8500, 8547, 8594, 8641, 8687, 8735, 8781, 8828, 8875, 8921, 8969, 9016, 9062, 9109, 9156, 9203, 9250, 9297, 9344, 9391, 9438, 9484, 9531, 9578, 9625, 9672, 9719, 9766, 9813, 9859, 9906, 9953, 10000, 10047, 10094, 10141, 10187, 10234, 10281, 10328, 10375, 10422, 10469, 10516, 10562, 10610, 10657, 10703, 10750, 10797, 10844, 10891, 10937, 10985, 11032, 11078, 11125, 11172, 11218, 11265, 11313, 11360, 11407, 11453, 11500, 11547, 11593, 11641, 11688, 11734, 11781, 11828, 11875, 11921, 11969, 12015, 12062, 12109, 12156, 12203, 12250, 12297, 12344, 12391]","[0, 12, 62, 108, 156, 203, 249, 296, 343, 390, 436, 484, 530, 577, 624, 672, 718, 765, 812, 859, 905, 953, 999, 1047, 1093, 1140, 1186, 1234, 1281, 1328, 1374, 1421, 1468, 1515, 1562, 1609, 1656, 1703, 1749, 1796, 1843, 1890, 1937, 1984, 2030, 2077, 2124, 2171, 2219, 2265, 2312, 2359, 2405, 2453, 2500, 2546, 2593, 2640, 2686, 2734, 2781, 2827, 2874, 2921, 2969, 3015, 3061, 3109, 3155, 3202, 3249, 3296, 3343, 3390, 3436, 3483, 3531, 3577, 3624, 3672, 3717, 3765, 3812, 3858, 3905, 3952, 3999, 4046, 4093, 4139, 4186, 4233, 4280, 4327, 4373, 4421, 4468, 4514, 4561, 4608, 4655, 4702, 4749, 4796, 4842, 4890, 4936, 4983, 5030, 5077, 5124, 5171, 5218, 5265, 5311, 5358, 5405, 5452, 5499, 5546, 5593, 5639, 5686, 5733, 5780, 5827, 5874, 5921, 5968, 6015, 6061, 6108, 6155, 6203, 6248, 6296, 6342, 6390, 6436, 6483, 6530, 6576, 6623, 6672, 6716, 6764, 6810, 6858, 6904, 6952, 6998, 7045, 7092, 7139, 7186, 7233, 7280, 7326, 7374, 7419, 7467, 7514, 7560, 7607, 7655, 7702, 7748, 7796, 7842, 7889, 7936, 7983, 8030, 8076, 8124, 8171, 8217, 8264, 8312, 8359, 8405, 8452, 8499, 8546, 8593, 8640, 8686, 8734, 8780, 8827, 8874, 8920, 8968, 9015, 9061, 9108, 9155, 9202, 9249, 9296, 9343, 9390, 9437, 9483, 9530, 9577, 9624, 9671, 9718, 9765, 9812, 9858, 9905, 9952, 9999, 10046, 10093, 10140, 10186, 10233, 10280, 10327, 10374, 10421, 10468, 10515, 10561, 10609, 10656, 10702, 10749, 10796, 10843, 10890, 10936, 10984, 11031, 11077, 11124, 11171, 11217, 11264, 11312, 11359, 11406, 11452, 11499, 11546, 11592, 11640, 11687, 11733, 11780, 11827, 11874, 11920, 11968, 12014, 12061, 12108, 12155, 12202, 12249, 12296, 12343, 12390]",0.044,0.023
ShapesAll,"[1280, 2560, 3840, 5120]","[1, 18, 24, 214, 279, 405, 533, 662, 725, 791, 916, 1046, 1172, 2303, 2557, 2648, 2654, 2784, 2908, 2914, 3041, 3164, 3170, 3291, 3297, 3420, 3426, 3550, 3556, 3677, 3802, 3808, 3981, 4044, 4157, 4285, 4537, 4543, 4779, 5011, 5110, 6205]","[0, 17, 23, 213, 278, 404, 532, 661, 724, 790, 915, 1045, 1171, 2302, 2556, 2647, 2653, 2783, 2907, 2913, 3040, 3163, 3169, 3290, 3296, 3419, 3425, 3549, 3555, 3676, 3801, 3807, 3980, 4043, 4156, 4284, 4536, 4542, 4778, 5010, 5109, 6204]",0.167,0.405
TiltECG,[25000],"[1, 7, 347, 549, 752, 956, 1159, 1356, 1556, 1759, 1961, 2156, 2353, 2553, 2759, 2971, 3180, 3391, 3601, 3807, 4014, 4228, 4442, 4652, 4860, 5072, 5283, 5491, 5696, 5902, 6110, 6312, 6512, 6716, 6918, 7116, 7309, 7505, 7702, 7898, 8090, 8285, 8482, 8677, 8866, 9059, 9255, 9452, 9641, 9834, 10029, 10225, 10416, 10609, 10805, 11002, 11197, 11389, 11585, 11782, 11978, 12168, 12363, 12560, 12755, 12945, 13136, 13331, 13527, 13718, 13909, 14105, 14299, 14493, 14683, 14879, 15076, 15272, 15464, 15657, 15852, 16047, 16238, 16430, 16626, 16824, 17024, 17219, 17415, 17616, 17819, 18014, 18214, 18418, 18622, 18822, 19024, 19231, 19437, 19635, 19827, 20020, 20212, 20399, 20585, 20775, 20957, 21145, 21337, 21531, 21728, 21920, 22117, 22318, 22522, 22730, 22933, 23139, 23346, 23552, 23753, 23957, 24168, 24375, 24575, 24781, 24983, 25181, 25380, 25581, 25782, 25980, 26182, 26374, 26568, 26762, 26948, 27135, 27327, 27519, 27711, 27901, 28096, 28290, 28480, 28674, 28871, 29072, 29266, 29456, 29652, 29850, 30043, 30240, 30441, 30640, 30833, 31031, 31229, 31425, 31617, 31813, 32012, 32210, 32402, 32597, 32793, 32990, 33176, 33355, 33537, 33717, 33795, 33897, 34081, 34263, 34443, 34630, 34820, 35010, 35204, 35396, 35580, 35768, 35962, 36160, 36357, 36551, 36752, 36957, 37160, 37365, 37570, 37768, 37968, 38171, 38379, 38585, 38783, 38985, 39187, 39384, 39583, 39783, 39980]","[0, 6, 346, 548, 751, 955, 1158, 1355, 1555, 1758, 1960, 2155, 2352, 2552, 2758, 2970, 3179, 3390, 3600, 3806, 4013, 4227, 4441, 4651, 4859, 5071, 5282, 5490, 5695, 5901, 6109, 6311, 6511, 6715, 6917, 7115, 7308, 7504, 7701, 7897, 8089, 8284, 8481, 8676, 8865, 9058, 9254, 9451, 9640, 9833, 10028, 10224, 10415, 10608, 10804, 11001, 11196, 11388, 11584, 11781, 11977, 12167, 12362, 12559, 12754, 12944, 13135, 13330, 13526, 13717, 13908, 14104, 14298, 14492, 14682, 14878, 15075, 15271, 15463, 15656, 15851, 16046, 16237, 16429, 16625, 16823, 17023, 17218, 17414, 17615, 17818, 18013, 18213, 18417, 18621, 18821, 19023, 19230, 19436, 19634, 19826, 20019, 20211, 20398, 20584, 20774, 20956, 21144, 21336, 21530, 21727, 21919, 22116, 22317, 22521, 22729, 22932, 23138, 23345, 23551, 23752, 23956, 24167, 24374, 24574, 24780, 24982, 25180, 25379, 25580, 25781, 25979, 26181, 26373, 26567, 26761, 26947, 27134, 27326, 27518, 27710, 27900, 28095, 28289, 28479, 28673, 28870, 29071, 29265, 29455, 29651, 29849, 30042, 30239, 30440, 30639, 30832, 31030, 31228, 31424, 31616, 31812, 32011, 32209, 32401, 32596, 32792, 32989, 33175, 33354, 33536, 33716, 33794, 33896, 34080, 34262, 34442, 34629, 34819, 35009, 35203, 35395, 35579, 35767, 35961, 36159, 36356, 36550, 36751, 36956, 37159, 37364, 37569, 37767, 37967, 38170, 38378, 38584, 38782, 38984, 39186, 39383, 39582, 39782, 39979]",0.019,0.014
ToeSegmentation1,[1385],"[1, 28, 84, 192, 250, 276, 327, 412, 529, 558, 617, 638, 694, 733, 761, 817, 927, 1085, 1136, 1157, 1238, 1326, 1403, 1578, 1650, 1701, 1850, 1875, 1884, 1995, 2082, 2161, 2209, 2268, 2403, 2462, 2547, 2577, 2763]","[0, 27, 83, 191, 249, 275, 326, 411, 528, 557, 616, 637, 693, 732, 760, 816, 926, 1084, 1135, 1156, 1237, 1325, 1402, 1577, 1649, 1700, 1849, 1874, 1883, 1994, 2081, 2160, 2208, 2267, 2402, 2461, 2546, 2576, 2762]",0.095,0.124
