dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[1, 7, 13, 20, 106, 119, 270, 387, 400, 406, 412, 543, 552, 561, 567, 679, 685, 692, 704, 852, 859, 971, 983, 1052, 1058, 1254, 1277, 1295, 1436, 1446, 1541, 1580, 1683, 1826, 1832, 1871, 1963, 1974, 2011, 2124, 2135, 2142, 2207, 2213, 2412, 2418, 2479, 2586, 2687, 2711, 2736, 2847, 2972, 3005, 3022, 3060, 3072, 3272, 3278, 3296, 3303, 3442, 3448]","[0, 6, 12, 19, 105, 118, 269, 386, 399, 405, 411, 542, 551, 560, 566, 678, 684, 691, 703, 851, 858, 970, 982, 1051, 1057, 1253, 1276, 1294, 1435, 1445, 1540, 1579, 1682, 1825, 1831, 1870, 1962, 1973, 2010, 2123, 2134, 2141, 2206, 2212, 2411, 2417, 2478, 2585, 2686, 2710, 2735, 2846, 2971, 3004, 3021, 3059, 3071, 3271, 3277, 3295, 3302, 3441, 3447]",0.031,0.058
EEGRat,[1000],"[1, 10, 19, 25, 31, 54, 123, 144, 198, 204, 210, 358, 374, 405, 466, 478, 484, 587, 622, 628, 709, 725, 766, 867, 873, 981, 987, 1061, 1160, 1230, 1252, 1288, 1328, 1368, 1450, 1472, 1513, 1554, 1576, 1619, 1684, 1705, 1768, 1789, 1851, 1872, 1915, 1960]","[0, 9, 18, 24, 30, 53, 122, 143, 197, 203, 209, 357, 373, 404, 465, 477, 483, 586, 621, 627, 708, 724, 765, 866, 872, 980, 986, 1060, 1159, 1229, 1251, 1287, 1327, 1367, 1449, 1471, 1512, 1553, 1575, 1618, 1683, 1704, 1767, 1788, 1850, 1871, 1914, 1959]",0.078,0.124
EEGRat2,[1000],"[1, 7, 16, 33, 60, 105, 160, 230, 252, 288, 328, 368, 450, 472, 513, 554, 576, 619, 684, 705, 768, 789, 851, 872, 915, 960, 1004, 1010, 1076, 1095, 1112, 1186, 1234, 1249, 1292, 1321, 1396, 1466, 1500, 1535, 1617, 1706, 1752, 1778, 1803, 1832, 1859, 1878, 1904, 1912, 1952]","[0, 6, 15, 32, 59, 104, 159, 229, 251, 287, 327, 367, 449, 471, 512, 553, 575, 618, 683, 704, 767, 788, 850, 871, 914, 959, 1003, 1009, 1075, 1094, 1111, 1185, 1233, 1248, 1291, 1320, 1395, 1465, 1499, 1534, 1616, 1705, 1751, 1777, 1802, 1831, 1858, 1877, 1903, 1911, 1951]",0.074,0.086
FaceFour,"[2800, 5600, 6650]","[1, 55, 214, 228, 244, 262, 590, 596, 617, 756, 917, 947, 953, 969, 1010, 1054, 1266, 1280, 1298, 1315, 1395, 1401, 1615, 1630, 1649, 1665, 1707, 1750, 1968, 1974, 1984, 2022, 2065, 2316, 2322, 2333, 2349, 2370, 2664, 2680, 2694, 2713, 2758, 2852, 3024, 3030, 3041, 3075, 3121, 3160, 3376, 3422, 3485, 3501, 3620, 3629, 3724, 3738, 3756, 3773, 3795, 3863, 4077, 4093, 4127, 4168, 4202, 4252, 4333, 4418, 4431, 4447, 4481, 4603, 4669, 4776, 4791, 4827, 4850, 4952, 5019, 5125, 5138, 5210, 5236, 5249, 5473, 5488, 5522, 5548, 5650, 5667, 5825, 5847, 5853, 5859, 5954, 5995, 6102, 6175, 6198, 6233, 6287, 6503, 6529, 6542, 6558, 6584, 6649, 6703, 6867, 6881, 6904, 6919, 7003, 7052, 7219, 7234, 7261, 7272, 7316, 7352, 7400, 7560, 7574, 7615, 7685, 7704, 7754, 7922, 7928, 7946, 7959, 7965, 8009, 8100, 8265, 8279, 8304, 8318, 8399]","[0, 54, 213, 227, 243, 261, 589, 595, 616, 755, 916, 946, 952, 968, 1009, 1053, 1265, 1279, 1297, 1314, 1394, 1400, 1614, 1629, 1648, 1664, 1706, 1749, 1967, 1973, 1983, 2021, 2064, 2315, 2321, 2332, 2348, 2369, 2663, 2679, 2693, 2712, 2757, 2851, 3023, 3029, 3040, 3074, 3120, 3159, 3375, 3421, 3484, 3500, 3619, 3628, 3723, 3737, 3755, 3772, 3794, 3862, 4076, 4092, 4126, 4167, 4201, 4251, 4332, 4417, 4430, 4446, 4480, 4602, 4668, 4775, 4790, 4826, 4849, 4951, 5018, 5124, 5137, 5209, 5235, 5248, 5472, 5487, 5521, 5547, 5649, 5666, 5824, 5846, 5852, 5858, 5953, 5994, 6101, 6174, 6197, 6232, 6286, 6502, 6528, 6541, 6557, 6583, 6648, 6702, 6866, 6880, 6903, 6918, 7002, 7051, 7218, 7233, 7260, 7271, 7315, 7351, 7399, 7559, 7573, 7614, 7684, 7703, 7753, 7921, 7927, 7945, 7958, 7964, 8008, 8099, 8264, 8278, 8303, 8317, 8398]",0.055,0.111
GrandMalSeizures2,[4550],"[1, 7, 14, 32, 38, 49, 67, 101, 167, 193, 217, 235, 348, 371, 391, 404, 434, 452, 502, 513, 527, 538, 554, 570, 639, 664, 691, 733, 748, 760, 799, 807, 822, 842, 907, 924, 939, 947, 995, 1040, 1053, 1063, 1077, 1128, 1144, 1167, 1174, 1211, 1225, 1235, 1266, 1278, 1321, 1383, 1390, 1435, 1443, 1469, 1482, 1497, 1531, 1551, 1574, 1590, 1596, 1623, 1634, 1649, 1719, 1726, 1753, 1774, 1789, 1833, 1868, 1909, 1929, 1935, 1993, 2000, 2015, 2056, 2108, 2123, 2197, 2259, 2293, 2382, 2389, 2410, 2438, 2532, 2561, 2583, 2629, 2663, 2691, 2697, 2725, 2830, 2840, 2847, 2883, 2889, 2906, 3009, 3052, 3074, 3144, 3174, 3217, 3252, 3265, 3320, 3391, 3442, 3467, 3473, 3562, 3579, 3624, 3633, 3665, 3671, 3817, 3869, 3875, 3901, 3924, 3972, 4022, 4065, 4128, 4181, 4187, 4200, 4260, 4267, 4330, 4392, 4457, 4556, 4562, 4782, 4834, 4889, 4922, 5081, 5087, 5187, 5201, 5281, 5292, 5332, 5383, 5420, 5536, 5543, 5564, 5584, 5590, 5622, 5671, 5714, 5752, 5789, 5841, 5887, 5937, 5952, 5967, 6066, 6072, 6098, 6180, 6186, 6258, 6353, 6414, 6426, 6450, 6515, 6530, 6599, 6612, 6632, 6691, 6721, 6759, 6805, 6811, 6918, 6924, 6950, 7035, 7178, 7203, 7225, 7365, 7400, 7408, 7462, 7568, 7611, 7661, 7759, 7765, 7887, 7934, 7961, 7975, 7986, 8201, 8212, 8227, 8334, 8354, 8370, 8376, 8382, 8480, 8486, 8595, 8683, 8700, 8739, 8753, 8802, 8870, 8876, 8893, 8994, 9052, 9110, 9116, 9198, 9262, 9277, 9337, 9343, 9366, 9483, 9489, 9523, 9555, 9581, 9614, 9708, 9747, 9794, 9836, 9911, 9917, 9938, 9972, 9978, 10015, 10218, 10233, 10239, 10260, 10406, 10419]","[0, 6, 13, 31, 37, 48, 66, 100, 166, 192, 216, 234, 347, 370, 390, 403, 433, 451, 501, 512, 526, 537, 553, 569, 638, 663, 690, 732, 747, 759, 798, 806, 821, 841, 906, 923, 938, 946, 994, 1039, 1052, 1062, 1076, 1127, 1143, 1166, 1173, 1210, 1224, 1234, 1265, 1277, 1320, 1382, 1389, 1434, 1442, 1468, 1481, 1496, 1530, 1550, 1573, 1589, 1595, 1622, 1633, 1648, 1718, 1725, 1752, 1773, 1788, 1832, 1867, 1908, 1928, 1934, 1992, 1999, 2014, 2055, 2107, 2122, 2196, 2258, 2292, 2381, 2388, 2409, 2437, 2531, 2560, 2582, 2628, 2662, 2690, 2696, 2724, 2829, 2839, 2846, 2882, 2888, 2905, 3008, 3051, 3073, 3143, 3173, 3216, 3251, 3264, 3319, 3390, 3441, 3466, 3472, 3561, 3578, 3623, 3632, 3664, 3670, 3816, 3868, 3874, 3900, 3923, 3971, 4021, 4064, 4127, 4180, 4186, 4199, 4259, 4266, 4329, 4391, 4456, 4555, 4561, 4781, 4833, 4888, 4921, 5080, 5086, 5186, 5200, 5280, 5291, 5331, 5382, 5419, 5535, 5542, 5563, 5583, 5589, 5621, 5670, 5713, 5751, 5788, 5840, 5886, 5936, 5951, 5966, 6065, 6071, 6097, 6179, 6185, 6257, 6352, 6413, 6425, 6449, 6514, 6529, 6598, 6611, 6631, 6690, 6720, 6758, 6804, 6810, 6917, 6923, 6949, 7034, 7177, 7202, 7224, 7364, 7399, 7407, 7461, 7567, 7610, 7660, 7758, 7764, 7886, 7933, 7960, 7974, 7985, 8200, 8211, 8226, 8333, 8353, 8369, 8375, 8381, 8479, 8485, 8594, 8682, 8699, 8738, 8752, 8801, 8869, 8875, 8892, 8993, 9051, 9109, 9115, 9197, 9261, 9276, 9336, 9342, 9365, 9482, 9488, 9522, 9554, 9580, 9613, 9707, 9746, 9793, 9835, 9910, 9916, 9937, 9971, 9977, 10014, 10217, 10232, 10238, 10259, 10405, 10418]",0.015,0.035
GreatBarbet1,"[1900, 3700]","[1, 7, 126, 192, 397, 495, 540, 593, 599, 664, 730, 860, 889, 1029, 1054, 1149, 1155, 1213, 1308, 1382, 1430, 1436, 1553, 1626, 1674, 1716, 1722, 1876, 1882, 2011, 2042, 2090, 2121, 2177, 2314, 2364, 2396, 2457, 2470, 2532, 2561, 2622, 2684, 2704, 2743, 2791, 2797, 2836, 2897, 2927, 2973, 3000, 3078, 3097, 3138, 3188, 3273, 3279, 3344, 3354, 3415, 3437, 3469, 3529, 3538, 3566, 3589, 3653, 3677, 3705, 3771, 3791, 3840, 3905, 3964, 3983, 4034, 4080, 4097, 4129, 4234, 4252, 4289, 4309, 4340, 4369, 4387, 4405, 4434, 4463, 4503, 4602, 4638, 4657, 4674]","[0, 6, 125, 191, 396, 494, 539, 592, 598, 663, 729, 859, 888, 1028, 1053, 1148, 1154, 1212, 1307, 1381, 1429, 1435, 1552, 1625, 1673, 1715, 1721, 1875, 1881, 2010, 2041, 2089, 2120, 2176, 2313, 2363, 2395, 2456, 2469, 2531, 2560, 2621, 2683, 2703, 2742, 2790, 2796, 2835, 2896, 2926, 2972, 2999, 3077, 3096, 3137, 3187, 3272, 3278, 3343, 3353, 3414, 3436, 3468, 3528, 3537, 3565, 3588, 3652, 3676, 3704, 3770, 3790, 3839, 3904, 3963, 3982, 4033, 4079, 4096, 4128, 4233, 4251, 4288, 4308, 4339, 4368, 4386, 4404, 4433, 4462, 4502, 4601, 4637, 4656, 4673]",0.061,0.095
Herring,[],"[1, 7, 34, 56, 127, 257, 354, 381, 512, 894, 991, 1405, 1792, 2175, 2534, 2688, 2888, 3457, 3552, 3711, 4481, 4607]","[0, 6, 33, 55, 126, 256, 353, 380, 511, 893, 990, 1404, 1791, 2174, 2533, 2687, 2887, 3456, 3551, 3710, 4480, 4606]",0.083,0.154
InlineSkate,"[1058, 2704]","[1, 7, 13, 65, 71, 225, 231, 318, 531, 652, 667, 673, 783, 789, 901, 1043, 1058, 1123, 1129, 1239, 1245, 1360, 1366, 1479, 1485, 1600, 1714, 1720, 1832, 1838, 1947, 1953, 2068, 2074, 2230, 2303, 2309, 2430, 2436, 2541, 2547, 2690, 2696, 2892, 2898, 3043, 3049, 3146, 3239, 3245, 3362, 3368, 3514, 3520, 3602, 3747, 3753, 3834, 3951, 3966, 3972, 4071, 4077, 4204, 4210, 4302, 4308, 4417, 4423, 4437, 4541, 4547, 4662, 4668, 4683, 4774, 4780]","[0, 6, 12, 64, 70, 224, 230, 317, 530, 651, 666, 672, 782, 788, 900, 1042, 1057, 1122, 1128, 1238, 1244, 1359, 1365, 1478, 1484, 1599, 1713, 1719, 1831, 1837, 1946, 1952, 2067, 2073, 2229, 2302, 2308, 2429, 2435, 2540, 2546, 2689, 2695, 2891, 2897, 3042, 3048, 3145, 3238, 3244, 3361, 3367, 3513, 3519, 3601, 3746, 3752, 3833, 3950, 3965, 3971, 4070, 4076, 4203, 4209, 4301, 4307, 4416, 4422, 4436, 4540, 4546, 4661, 4667, 4682, 4773, 4779]",0.074,0.115
InsectEPG1,[3802],"[1, 9, 146, 175, 241, 281, 300, 342, 349, 368, 406, 457, 465, 472, 510, 561, 583, 599, 606, 671, 679, 725, 783, 791, 811, 817, 848, 859, 871, 908, 937, 968, 1031, 1059, 1120, 1138, 1168, 1190, 1200, 1218, 1250, 1268, 1279, 1297, 1305, 1332, 1346, 1357, 1372, 1399, 1406, 1431, 1483, 1556, 1589, 1607, 1647, 1661, 1668, 1703, 1709, 1744, 1752, 1767, 1773, 1796, 1808, 1837, 1845, 1853, 1874, 1949, 1976, 2005, 2051, 2069, 2094, 2119, 2160, 2167, 2174, 2208, 2215, 2300, 2330, 2342, 2352, 2363, 2379, 2385, 2408, 2421, 2451, 2472, 2510, 2518, 2526, 2533, 2539, 2683, 2705, 2745, 2757, 2805, 2817, 2878, 2893, 2940, 2948, 2985, 3000, 3027, 3056, 3119, 3146, 3152, 3174, 3200, 3224, 3271, 3295, 3319, 3325, 3496, 3529, 3580, 3598, 3610, 3621, 3636, 3645, 3652, 3701, 3869, 3908, 4005, 4033, 4044, 4056, 4165, 4189, 4255, 4326, 4344, 4362, 4392, 4451, 4496, 4556, 4585, 4600, 4643, 4671, 4756, 4848, 4862, 4880, 4952, 4998, 5136, 5201, 5218, 5279, 5366, 5388, 5414, 5478, 5493, 5544, 5585, 5600, 5705, 5721, 5758, 5813, 5825, 6031, 6053, 6096, 6115, 6190, 6318, 6350, 6370, 6379, 6386, 6459, 6475, 6563, 6631, 6645, 6716, 6773, 6810, 6828, 6855, 6885, 6902, 6918, 6987, 7045, 7077, 7113, 7146, 7201, 7222, 7228, 7266, 7274, 7344, 7364, 7399, 7412, 7444, 7502, 7537, 7553, 7628, 7661, 7672, 7689, 7762, 7864, 7881, 7892, 7900, 7913, 7930, 7980, 8005, 8070, 8117, 8156, 8164, 8234, 8244, 8260, 8307, 8327, 8351, 8441, 8450, 8474, 8527, 8575, 8617, 8637, 8691, 8719, 8808, 8861, 8891, 8898, 8937, 8992, 9042, 9072, 9168, 9233, 9252, 9327, 9369, 9476, 9506, 9580, 9590, 9647, 9653, 9713, 9751, 9782, 9878, 9927, 9960, 10022, 10073, 10137, 10190, 10203, 10218, 10238, 10271, 10290, 10310, 10402, 10454, 10506, 10546, 10552, 10633, 10697, 10749, 10775, 10798, 10821, 10861, 10947, 10975, 11048, 11078, 11111, 11146, 11202, 11258, 11308, 11341, 11360, 11388, 11408, 11421, 11470, 11526, 11556, 11586, 11620, 11686, 11736, 11811, 11849, 11900, 11933, 12059, 12083, 12105, 12114, 12157, 12185, 12212, 12232, 12298, 12354, 12432, 12482, 12545, 12562, 12595, 12614, 12653, 12678, 12700, 12766, 12805, 12835, 12851, 12921, 12963, 12974, 13014, 13051, 13153, 13167, 13175, 13191, 13245, 13309, 13330, 13370, 13386, 13402, 13455, 13502, 13537, 13595, 13608, 13671, 13729, 13776, 13807, 13823, 13879, 13909, 13935, 13963, 14009, 14026, 14052, 14100, 14163, 14185, 14230, 14251, 14284, 14319, 14387, 14453, 14503, 14517, 14545, 14597, 14636, 14726, 14760, 14795, 14801, 14821, 14885, 14917, 14930, 14938, 14995, 15071, 15104, 15120, 15148, 15154, 15169, 15175, 15235, 15303, 15342, 15359, 15377, 15395, 15465, 15474, 15480, 15577, 15656, 15694, 15729, 15765, 15830, 15906, 15957, 15988, 16083, 16150, 16161, 16222, 16287, 16359, 16425, 16505, 16543, 16572, 16618, 16672, 16760, 16839, 16872, 16951]","[0, 8, 145, 174, 240, 280, 299, 341, 348, 367, 405, 456, 464, 471, 509, 560, 582, 598, 605, 670, 678, 724, 782, 790, 810, 816, 847, 858, 870, 907, 936, 967, 1030, 1058, 1119, 1137, 1167, 1189, 1199, 1217, 1249, 1267, 1278, 1296, 1304, 1331, 1345, 1356, 1371, 1398, 1405, 1430, 1482, 1555, 1588, 1606, 1646, 1660, 1667, 1702, 1708, 1743, 1751, 1766, 1772, 1795, 1807, 1836, 1844, 1852, 1873, 1948, 1975, 2004, 2050, 2068, 2093, 2118, 2159, 2166, 2173, 2207, 2214, 2299, 2329, 2341, 2351, 2362, 2378, 2384, 2407, 2420, 2450, 2471, 2509, 2517, 2525, 2532, 2538, 2682, 2704, 2744, 2756, 2804, 2816, 2877, 2892, 2939, 2947, 2984, 2999, 3026, 3055, 3118, 3145, 3151, 3173, 3199, 3223, 3270, 3294, 3318, 3324, 3495, 3528, 3579, 3597, 3609, 3620, 3635, 3644, 3651, 3700, 3868, 3907, 4004, 4032, 4043, 4055, 4164, 4188, 4254, 4325, 4343, 4361, 4391, 4450, 4495, 4555, 4584, 4599, 4642, 4670, 4755, 4847, 4861, 4879, 4951, 4997, 5135, 5200, 5217, 5278, 5365, 5387, 5413, 5477, 5492, 5543, 5584, 5599, 5704, 5720, 5757, 5812, 5824, 6030, 6052, 6095, 6114, 6189, 6317, 6349, 6369, 6378, 6385, 6458, 6474, 6562, 6630, 6644, 6715, 6772, 6809, 6827, 6854, 6884, 6901, 6917, 6986, 7044, 7076, 7112, 7145, 7200, 7221, 7227, 7265, 7273, 7343, 7363, 7398, 7411, 7443, 7501, 7536, 7552, 7627, 7660, 7671, 7688, 7761, 7863, 7880, 7891, 7899, 7912, 7929, 7979, 8004, 8069, 8116, 8155, 8163, 8233, 8243, 8259, 8306, 8326, 8350, 8440, 8449, 8473, 8526, 8574, 8616, 8636, 8690, 8718, 8807, 8860, 8890, 8897, 8936, 8991, 9041, 9071, 9167, 9232, 9251, 9326, 9368, 9475, 9505, 9579, 9589, 9646, 9652, 9712, 9750, 9781, 9877, 9926, 9959, 10021, 10072, 10136, 10189, 10202, 10217, 10237, 10270, 10289, 10309, 10401, 10453, 10505, 10545, 10551, 10632, 10696, 10748, 10774, 10797, 10820, 10860, 10946, 10974, 11047, 11077, 11110, 11145, 11201, 11257, 11307, 11340, 11359, 11387, 11407, 11420, 11469, 11525, 11555, 11585, 11619, 11685, 11735, 11810, 11848, 11899, 11932, 12058, 12082, 12104, 12113, 12156, 12184, 12211, 12231, 12297, 12353, 12431, 12481, 12544, 12561, 12594, 12613, 12652, 12677, 12699, 12765, 12804, 12834, 12850, 12920, 12962, 12973, 13013, 13050, 13152, 13166, 13174, 13190, 13244, 13308, 13329, 13369, 13385, 13401, 13454, 13501, 13536, 13594, 13607, 13670, 13728, 13775, 13806, 13822, 13878, 13908, 13934, 13962, 14008, 14025, 14051, 14099, 14162, 14184, 14229, 14250, 14283, 14318, 14386, 14452, 14502, 14516, 14544, 14596, 14635, 14725, 14759, 14794, 14800, 14820, 14884, 14916, 14929, 14937, 14994, 15070, 15103, 15119, 15147, 15153, 15168, 15174, 15234, 15302, 15341, 15358, 15376, 15394, 15464, 15473, 15479, 15576, 15655, 15693, 15728, 15764, 15829, 15905, 15956, 15987, 16082, 16149, 16160, 16221, 16286, 16358, 16424, 16504, 16542, 16571, 16617, 16671, 16759, 16838, 16871, 16950]",0.009,0.022
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[1, 10, 21, 136, 154, 508, 580, 652, 676, 784, 856, 892, 929, 952, 976, 1024, 1108, 1132, 1809, 1972, 2103, 2139, 2156, 2164, 2248, 2367, 2428, 2452, 2500, 2523, 2596, 2655, 2693, 2711, 2752, 2811, 2836, 2848, 2895, 2920, 2956, 3064, 3108, 3119, 3173, 3209, 3232, 3255, 3304, 3412, 3495, 3532, 3545, 3592, 3628, 3712, 3748, 3796, 3832, 3891, 3916, 3939, 4000, 4035, 4108, 4150, 4156, 4216, 4252, 4276, 4353, 4384, 4612, 4631, 4648, 4708, 4768, 4804, 4864]","[0, 9, 20, 135, 153, 507, 579, 651, 675, 783, 855, 891, 928, 951, 975, 1023, 1107, 1131, 1808, 1971, 2102, 2138, 2155, 2163, 2247, 2366, 2427, 2451, 2499, 2522, 2595, 2654, 2692, 2710, 2751, 2810, 2835, 2847, 2894, 2919, 2955, 3063, 3107, 3118, 3172, 3208, 3231, 3254, 3303, 3411, 3494, 3531, 3544, 3591, 3627, 3711, 3747, 3795, 3831, 3890, 3915, 3938, 3999, 4034, 4107, 4149, 4155, 4215, 4251, 4275, 4352, 4383, 4611, 4630, 4647, 4707, 4767, 4803, 4863]",0.161,0.341
