dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],[],[],1.0,1.0
EEGRat,[1000],"[378, 1112, 1448]","[1999, 1999, 1999]",0.333,0.556
EEGRat2,[1000],"[253, 1164]","[1999, 1999]",0.4,0.739
FaceFour,"[2800, 5600, 6650]","[2892, 6705]","[8399, 8399]",0.571,0.79
GrandMalSeizures2,[4550],"[1503, 2393, 3002, 3482, 4186]","[9999, 9999, 9999, 9999, 9999]",0.25,0.675
GreatBarbet1,"[1900, 3700]","[1906, 2452, 3728]","[4699, 4699, 4699]",0.857,0.871
Herring,[],[],[],1.0,1.0
InlineSkate,"[1058, 2704]",[1169],[4820],0.4,0.592
InsectEPG1,[3802],"[504, 4157, 5347, 6421, 8021, 9568, 10632]","[9999, 9999, 9999, 9999, 10284, 11574, 12894]",0.2,0.552
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[585, 859, 1160, 1515, 2035, 2602, 3200, 4044]","[4895, 4895, 4895, 4895, 4895, 4895, 4895, 4895]",0.875,0.838
NogunGun,[3000],"[516, 3076, 4407]","[7382, 7382, 7382]",0.333,0.731
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[264, 1734, 4125, 8152, 10361]","[9999, 9999, 9999, 9999, 11509]",0.833,0.806
ShapesAll,"[1280, 2560, 3840, 5120]","[348, 1323, 2609, 3873, 5146]","[6399, 6399, 6399, 6399, 6399]",0.909,0.901
TiltECG,[25000],[28260],[32179],0.5,0.846
ToeSegmentation1,[1385],[264],[2769],0.5,0.479
ToeSegmentation2,[1543],[1384],[3085],0.5,0.902
Trace,"[1443, 2955]","[1468, 2998]","[5085, 5085]",1.0,0.974
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[602, 1142, 2248]","[2817, 2817, 2817]",0.667,0.777
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[617, 1134, 2217]","[2817, 2817, 2817]",0.889,0.786
WordSynonyms,"[202, 2227]",[240],[2394],0.4,0.843
Yoga,[7295],[192],[9999],0.5,0.502
