dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[241, 1680]","[240, 1679]",0.5,0.514
EEGRat,[1000],"[338, 578]","[337, 577]",0.4,0.521
EEGRat2,[1000],"[199, 576, 1111]","[198, 575, 1110]",0.333,0.635
FaceFour,"[2800, 5600, 6650]","[218, 2669, 3169, 3876]","[217, 2668, 3168, 3875]",0.222,0.504
GrandMalSeizures2,[4550],"[121, 262, 424, 544, 740, 2569, 2893, 3253, 3674]","[120, 261, 423, 543, 739, 2568, 2892, 3252, 3673]",0.167,0.666
GreatBarbet1,"[1900, 3700]","[1151, 1952, 4227]","[1150, 1951, 4226]",0.286,0.633
Herring,[],"[129, 262, 714, 4177]","[128, 261, 713, 4176]",0.333,0.694
InlineSkate,"[1058, 2704]","[417, 1960]","[416, 1959]",0.333,0.546
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[117, 706, 4270]","[116, 705, 4269]",0.182,0.343
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[141, 297, 581]","[140, 296, 580]",0.2,0.181
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 386, 1339, 2624, 3272, 5147, 5295]","[128, 385, 1338, 2623, 3271, 5146, 5294]",0.615,0.726
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[329, 582, 1618]","[328, 581, 1617]",0.333,0.664
ToeSegmentation2,[1543],"[154, 1748]","[153, 1747]",0.4,0.831
Trace,"[1443, 2955]",[231],[230],0.4,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[724, 1000, 1713, 2712]","[723, 999, 1712, 2711]",0.2,0.601
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[289, 1571]","[288, 1570]",0.25,0.435
WordSynonyms,"[202, 2227]",[193],[192],0.8,0.863
Yoga,[7295],"[195, 11034]","[194, 11033]",0.4,0.603
