dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[226, 520, 811, 1071, 1670, 3110]","[225, 519, 810, 1070, 1669, 3109]",0.25,0.417
EEGRat,[1000],"[270, 565, 933]","[269, 564, 932]",0.333,0.653
EEGRat2,[1000],"[106, 215, 575, 872, 1094]","[105, 214, 574, 871, 1093]",0.25,0.633
FaceFour,"[2800, 5600, 6650]","[138, 263, 407, 565, 1058, 3168, 3871]","[137, 262, 406, 564, 1057, 3167, 3870]",0.167,0.396
GrandMalSeizures2,[4550],"[106, 241, 421, 536, 714, 908, 2124, 2691, 2894, 3258, 3673]","[105, 240, 420, 535, 713, 907, 2123, 2690, 2893, 3257, 3672]",0.143,0.607
GreatBarbet1,"[1900, 3700]","[1029, 1979, 4336]","[1028, 1978, 4335]",0.286,0.567
Herring,[],"[129, 258, 460, 649, 969, 4560]","[128, 257, 459, 648, 968, 4559]",0.25,0.719
InlineSkate,"[1058, 2704]","[122, 417, 1957]","[121, 416, 1956]",0.286,0.531
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[117, 442, 778, 1762]","[116, 441, 777, 1761]",0.167,0.331
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[110, 488, 1191]","[109, 487, 1190]",0.2,0.223
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 386, 516, 1284, 1596, 1975, 2336, 2622, 2762, 2890, 3277, 5145, 5280, 5415, 5546, 5677, 5939]","[128, 385, 515, 1283, 1595, 1974, 2335, 2621, 2761, 2889, 3276, 5144, 5279, 5414, 5545, 5676, 5938]",0.348,0.448
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[140, 352, 559, 1346, 1619]","[139, 351, 558, 1345, 1618]",0.25,0.7
ToeSegmentation2,[1543],"[150, 284, 488, 827, 1746]","[149, 283, 487, 826, 1745]",0.25,0.639
Trace,"[1443, 2955]","[143, 281, 427, 565, 1055]","[142, 280, 426, 564, 1054]",0.222,0.429
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[328, 655, 1680, 2063, 2254, 2663]","[327, 654, 1679, 2062, 2253, 2662]",0.333,0.574
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[225, 1154, 1473, 2289]","[224, 1153, 1472, 2288]",0.4,0.616
WordSynonyms,"[202, 2227]","[166, 327, 455]","[165, 326, 454]",0.286,0.759
Yoga,[7295],"[110, 226, 355, 4916, 11355]","[109, 225, 354, 4915, 11354]",0.25,0.575
