dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[231, 524, 1079, 3103]","[230, 523, 1078, 3102]",0.333,0.586
EEGRat,[1000],"[284, 809]","[283, 808]",0.4,0.682
EEGRat2,[1000],"[180, 389, 575, 872, 1112]","[179, 388, 574, 871, 1111]",0.25,0.592
FaceFour,"[2800, 5600, 6650]","[158, 323, 1111, 3163, 3875]","[157, 322, 1110, 3162, 3874]",0.2,0.39
GrandMalSeizures2,[4550],"[112, 246, 424, 544, 740, 2569, 2893, 3253, 3475, 3715]","[111, 245, 423, 543, 739, 2568, 2892, 3252, 3474, 3714]",0.154,0.669
GreatBarbet1,"[1900, 3700]","[1147, 1275, 1955, 3621, 4279]","[1146, 1274, 1954, 3620, 4278]",0.222,0.713
Herring,[],"[129, 260, 389, 966, 2763, 3409, 3534]","[128, 259, 388, 965, 2762, 3408, 3533]",0.222,0.36
InlineSkate,"[1058, 2704]","[241, 435]","[240, 434]",0.333,0.39
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[117, 478, 1762]","[116, 477, 1761]",0.182,0.337
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[141, 296, 439, 909]","[140, 295, 438, 908]",0.182,0.2
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 386, 520, 1977, 2410, 2627, 3786, 5148, 5290, 5424, 5683]","[128, 385, 519, 1976, 2409, 2626, 3785, 5147, 5289, 5423, 5682]",0.353,0.626
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[329, 471, 660, 1612]","[328, 470, 659, 1611]",0.286,0.643
ToeSegmentation2,[1543],"[152, 455, 1380]","[151, 454, 1379]",0.333,0.752
Trace,"[1443, 2955]","[149, 298]","[148, 297]",0.333,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[348, 1420, 1723, 2318]","[347, 1419, 1722, 2317]",0.2,0.602
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[289, 1541, 2289]","[288, 1540, 2288]",0.222,0.565
WordSynonyms,"[202, 2227]","[191, 1107, 1238]","[190, 1106, 1237]",0.571,0.471
Yoga,[7295],"[166, 592, 1078, 11355]","[165, 591, 1077, 11354]",0.286,0.539
