dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[237, 535, 1079, 3105]","[236, 534, 1078, 3104]",0.333,0.586
EEGRat,[1000],"[295, 531, 839]","[294, 530, 838]",0.333,0.585
EEGRat2,[1000],"[198, 576, 1095]","[197, 575, 1094]",0.333,0.646
FaceFour,"[2800, 5600, 6650]","[214, 1055, 1974, 3166, 3870]","[213, 1054, 1973, 3165, 3869]",0.2,0.322
GrandMalSeizures2,[4550],"[121, 246, 424, 544, 740, 2569, 2893, 3253, 3674]","[120, 245, 423, 543, 739, 2568, 2892, 3252, 3673]",0.167,0.666
GreatBarbet1,"[1900, 3700]","[1149, 1356, 1951, 4206]","[1148, 1355, 1950, 4205]",0.25,0.64
Herring,[],"[129, 261, 394, 973]","[128, 260, 393, 972]",0.333,0.805
InlineSkate,"[1058, 2704]","[415, 1553]","[414, 1552]",0.333,0.48
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[117, 706, 2157]","[116, 705, 2156]",0.182,0.369
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[141, 296, 578, 1190]","[140, 295, 577, 1189]",0.182,0.216
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 386, 775, 1338, 2338, 2627, 3787, 5154, 5546]","[128, 385, 774, 1337, 2337, 2626, 3786, 5153, 5545]",0.533,0.734
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[329, 558, 1612]","[328, 557, 1611]",0.333,0.675
ToeSegmentation2,[1543],"[153, 1745]","[152, 1744]",0.4,0.833
Trace,"[1443, 2955]",[225],[224],0.4,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[368, 1000, 1713, 2289]","[367, 999, 1712, 2288]",0.2,0.697
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[289, 1541, 2289]","[288, 1540, 2288]",0.222,0.565
WordSynonyms,"[202, 2227]","[192, 1678]","[191, 1677]",0.667,0.71
Yoga,[7295],"[176, 597, 11033]","[175, 596, 11032]",0.333,0.587
