dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[232, 1092]","[231, 1091]",0.5,0.684
EEGRat,[1000],"[290, 572]","[289, 571]",0.4,0.495
EEGRat2,[1000],"[180, 389, 575, 872, 1112]","[179, 388, 574, 871, 1111]",0.25,0.592
FaceFour,"[2800, 5600, 6650]","[158, 359, 1058, 3172, 3878]","[157, 358, 1057, 3171, 3877]",0.2,0.395
GrandMalSeizures2,[4550],"[112, 246, 424, 544, 740, 2569, 2893, 3253, 3674]","[111, 245, 423, 543, 739, 2568, 2892, 3252, 3673]",0.167,0.666
GreatBarbet1,"[1900, 3700]","[1147, 1276, 1983, 4362, 4549]","[1146, 1275, 1982, 4361, 4548]",0.222,0.563
Herring,[],"[129, 260, 389, 966, 2763, 3409, 3535, 4942]","[128, 259, 388, 965, 2762, 3408, 3534, 4941]",0.2,0.36
InlineSkate,"[1058, 2704]","[242, 430]","[241, 429]",0.333,0.39
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[117, 478, 1762]","[116, 477, 1761]",0.182,0.337
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[141, 296, 440, 628]","[140, 295, 439, 627]",0.182,0.174
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 386, 774, 1669, 2340, 2631, 5153, 5291, 5560]","[128, 385, 773, 1668, 2339, 2630, 5152, 5290, 5559]",0.267,0.491
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[329, 471, 661, 1619]","[328, 470, 660, 1618]",0.286,0.639
ToeSegmentation2,[1543],"[152, 455, 1380]","[151, 454, 1379]",0.333,0.752
Trace,"[1443, 2955]","[150, 300]","[149, 299]",0.333,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[348, 1420, 1723, 2318]","[347, 1419, 1722, 2317]",0.2,0.602
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[289, 1541, 2289]","[288, 1540, 2288]",0.222,0.565
WordSynonyms,"[202, 2227]","[191, 1107, 1238]","[190, 1106, 1237]",0.571,0.471
Yoga,[7295],"[167, 333, 1075, 1449, 9516]","[166, 332, 1074, 1448, 9515]",0.25,0.685
