dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[226, 520, 810, 1072, 1671, 3110]","[225, 519, 809, 1071, 1670, 3109]",0.25,0.416
EEGRat,[1000],"[269, 564, 933]","[268, 563, 932]",0.333,0.653
EEGRat2,[1000],"[106, 215, 556, 1077, 1185]","[105, 214, 555, 1076, 1184]",0.25,0.614
FaceFour,"[2800, 5600, 6650]","[136, 263, 407, 565, 1057, 3164, 3421, 3869]","[135, 262, 406, 564, 1056, 3163, 3420, 3868]",0.154,0.396
GrandMalSeizures2,[4550],"[106, 241, 349, 480, 581, 739, 1590, 2125, 2691, 2894, 3254, 3475, 3715]","[105, 240, 348, 479, 580, 738, 1589, 2124, 2690, 2893, 3253, 3474, 3714]",0.125,0.575
GreatBarbet1,"[1900, 3700]","[1027, 1982, 4361, 4471, 4586]","[1026, 1981, 4360, 4470, 4585]",0.222,0.538
Herring,[],"[129, 258, 393, 970]","[128, 257, 392, 969]",0.333,0.806
InlineSkate,"[1058, 2704]","[122, 416, 1621, 1960]","[121, 415, 1620, 1959]",0.25,0.496
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[117, 442, 778, 1762]","[116, 441, 777, 1761]",0.167,0.331
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[109, 253]","[108, 252]",0.222,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 386, 516, 1284, 1596, 1928, 2183, 2337, 2621, 2886, 3144, 3272, 3407, 3791, 5147, 5283, 5415, 5545, 5674, 5805, 5940]","[128, 385, 515, 1283, 1595, 1927, 2182, 2336, 2620, 2885, 3143, 3271, 3406, 3790, 5146, 5282, 5414, 5544, 5673, 5804, 5939]",0.37,0.492
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[140, 351, 558, 1346, 1619]","[139, 350, 557, 1345, 1618]",0.25,0.7
ToeSegmentation2,[1543],"[150, 284, 456, 792, 1297, 1746]","[149, 283, 455, 791, 1296, 1745]",0.222,0.598
Trace,"[1443, 2955]","[142, 286, 428, 566, 1054]","[141, 285, 427, 565, 1053]",0.222,0.429
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[328, 640, 1000, 1346, 1748, 2195, 2339, 2658]","[327, 639, 999, 1345, 1747, 2194, 2338, 2657]",0.286,0.606
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[225, 1154, 1473, 2289]","[224, 1153, 1472, 2288]",0.4,0.616
WordSynonyms,"[202, 2227]","[125, 397, 1002, 1677]","[124, 396, 1001, 1676]",0.25,0.35
Yoga,[7295],"[109, 218, 354, 1077, 2679, 6190, 11356]","[108, 217, 353, 1076, 2678, 6189, 11355]",0.2,0.509
