dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[228, 531, 1087]","[227, 530, 1086]",0.4,0.685
EEGRat,[1000],"[271, 807]","[270, 806]",0.4,0.687
EEGRat2,[1000],"[162, 429, 618, 1093]","[161, 428, 617, 1092]",0.286,0.628
FaceFour,"[2800, 5600, 6650]","[154, 268, 3163, 3872]","[153, 267, 3162, 3871]",0.222,0.479
GrandMalSeizures2,[4550],"[107, 244, 361, 478, 586, 739, 1590, 2333, 2749, 2892, 3162, 3287, 3472, 3628, 3910, 4254]","[106, 243, 360, 477, 585, 738, 1589, 2332, 2748, 2891, 3161, 3286, 3471, 3627, 3909, 4253]",0.105,0.618
GreatBarbet1,"[1900, 3700]","[1146, 1311, 1943, 3653, 4208]","[1145, 1310, 1942, 3652, 4207]",0.667,0.712
Herring,[],"[129, 259, 710, 902, 1104, 1351, 2768]","[128, 258, 709, 901, 1103, 1350, 2767]",0.222,0.446
InlineSkate,"[1058, 2704]","[126, 421]","[125, 420]",0.333,0.4
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[117, 442, 778, 1810]","[116, 441, 777, 1809]",0.167,0.339
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[112],[111],0.25,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 386, 518, 1977, 2409, 2627, 3411, 5149, 5289, 5427, 5938]","[128, 385, 517, 1976, 2408, 2626, 3410, 5148, 5288, 5426, 5937]",0.235,0.495
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[329, 471, 604, 1645]","[328, 470, 603, 1644]",0.286,0.644
ToeSegmentation2,[1543],"[151, 320, 1745]","[150, 319, 1744]",0.333,0.785
Trace,"[1443, 2955]","[146, 288, 430, 843, 1331]","[145, 287, 429, 842, 1330]",0.222,0.453
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[328, 655, 1704, 2195, 2343]","[327, 654, 1703, 2194, 2342]",0.364,0.631
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[289, 1536, 2225]","[288, 1535, 2224]",0.222,0.599
WordSynonyms,"[202, 2227]","[189, 397, 1137]","[188, 396, 1136]",0.571,0.509
Yoga,[7295],"[112, 250, 357, 11355]","[111, 249, 356, 11354]",0.286,0.568
