dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[228, 531, 1093, 3127]","[227, 530, 1092, 3126]",0.333,0.589
EEGRat,[1000],"[272, 803]","[271, 802]",0.4,0.683
EEGRat2,[1000],"[163, 389, 575, 872, 1111]","[162, 388, 574, 871, 1110]",0.25,0.593
FaceFour,"[2800, 5600, 6650]","[155, 266, 1058, 3170, 3875]","[154, 265, 1057, 3169, 3874]",0.2,0.395
GrandMalSeizures2,[4550],"[107, 246, 424, 544, 739, 1590, 2333, 2749, 2901, 3164, 3288, 3473, 3673]","[106, 245, 423, 543, 738, 1589, 2332, 2748, 2900, 3163, 3287, 3472, 3672]",0.125,0.572
GreatBarbet1,"[1900, 3700]","[1146, 1311, 1943, 3653, 4208]","[1145, 1310, 1942, 3652, 4207]",0.667,0.712
Herring,[],"[129, 259, 711, 974]","[128, 258, 710, 973]",0.333,0.805
InlineSkate,"[1058, 2704]","[128, 428]","[127, 427]",0.333,0.402
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[117, 442, 778]","[116, 441, 777]",0.182,0.244
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[141, 296, 439, 909]","[140, 295, 438, 908]",0.182,0.2
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 386, 518, 1978, 2343, 2633, 5146, 5283, 5416, 5550, 5936, 6323]","[128, 385, 517, 1977, 2342, 2632, 5145, 5282, 5415, 5549, 5935, 6322]",0.222,0.401
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[329, 471, 660, 1611]","[328, 470, 659, 1610]",0.286,0.643
ToeSegmentation2,[1543],"[151, 349, 489, 1745]","[150, 348, 488, 1744]",0.286,0.737
Trace,"[1443, 2955]","[147, 291, 982]","[146, 290, 981]",0.286,0.463
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[328, 655, 1704, 2195, 2343]","[327, 654, 1703, 2194, 2342]",0.364,0.631
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[289, 1536, 2225]","[288, 1535, 2224]",0.222,0.599
WordSynonyms,"[202, 2227]","[189, 397, 1167]","[188, 396, 1166]",0.571,0.497
Yoga,[7295],"[113, 999, 2115]","[112, 998, 2114]",0.333,0.488
