dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[239, 1085, 3126]","[238, 1084, 3125]",0.4,0.591
EEGRat,[1000],"[334, 566]","[333, 565]",0.4,0.516
EEGRat2,[1000],"[199, 576, 1111]","[198, 575, 1110]",0.333,0.635
FaceFour,"[2800, 5600, 6650]","[217, 1058, 3177, 3888]","[216, 1057, 3176, 3887]",0.222,0.395
GrandMalSeizures2,[4550],"[121, 262, 424, 544, 740, 2569, 2893, 3253, 3674]","[120, 261, 423, 543, 739, 2568, 2892, 3252, 3673]",0.167,0.666
GreatBarbet1,"[1900, 3700]","[1150, 1973, 4340]","[1149, 1972, 4339]",0.286,0.592
Herring,[],"[129, 262, 714, 4177]","[128, 261, 713, 4176]",0.333,0.694
InlineSkate,"[1058, 2704]","[417, 1959]","[416, 1958]",0.333,0.546
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[117, 706, 4270]","[116, 705, 4269]",0.182,0.343
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[141, 297, 581]","[140, 296, 580]",0.2,0.181
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 386, 1338, 2340, 3153, 3277, 5149, 5424]","[128, 385, 1337, 2339, 3152, 3276, 5148, 5423]",0.429,0.659
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[329, 582, 1618]","[328, 581, 1617]",0.333,0.664
ToeSegmentation2,[1543],"[153, 1745]","[152, 1744]",0.4,0.833
Trace,"[1443, 2955]",[230],[229],0.4,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[724, 1000, 1713, 2712]","[723, 999, 1712, 2711]",0.2,0.601
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[289, 1571]","[288, 1570]",0.25,0.435
WordSynonyms,"[202, 2227]",[193],[192],0.8,0.863
Yoga,[7295],"[194, 4915]","[193, 4914]",0.4,0.722
