dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[243, 825, 1988]","[242, 824, 1987]",0.4,0.425
EEGRat,[1000],"[339, 572]","[338, 571]",0.4,0.52
EEGRat2,[1000],"[216, 1077]","[215, 1076]",0.4,0.825
FaceFour,"[2800, 5600, 6650]","[219, 1111, 3164, 3873]","[218, 1110, 3163, 3872]",0.222,0.39
GrandMalSeizures2,[4550],"[121, 262, 424, 544, 740, 2569, 2893, 3253, 3674]","[120, 261, 423, 543, 739, 2568, 2892, 3252, 3673]",0.167,0.666
GreatBarbet1,"[1900, 3700]","[1151, 1952, 4227]","[1150, 1951, 4226]",0.286,0.633
Herring,[],"[129, 263, 970]","[128, 262, 969]",0.4,0.806
InlineSkate,"[1058, 2704]","[418, 1959]","[417, 1958]",0.333,0.546
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[117, 706, 4270]","[116, 705, 4269]",0.182,0.343
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[155, 346, 1660]","[154, 345, 1659]",0.4,0.28
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 386, 1543, 2342, 3408, 5160, 5813]","[128, 385, 1542, 2341, 3407, 5159, 5812]",0.308,0.602
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[329, 604]","[328, 603]",0.4,0.461
ToeSegmentation2,[1543],"[154, 2130, 2885]","[153, 2129, 2884]",0.333,0.571
Trace,"[1443, 2955]","[276, 434]","[275, 433]",0.333,0.345
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[724, 1108, 1980]","[723, 1107, 1979]",0.444,0.647
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[289, 1571]","[288, 1570]",0.25,0.435
WordSynonyms,"[202, 2227]",[193],[192],0.8,0.863
Yoga,[7295],"[195, 11034]","[194, 11033]",0.4,0.603
