dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[225, 520, 809, 1072, 1669, 1992, 3103]","[224, 519, 808, 1071, 1668, 1991, 3102]",0.222,0.321
EEGRat,[1000],"[268, 548, 857]","[267, 547, 856]",0.333,0.592
EEGRat2,[1000],"[106, 215, 473, 618, 1077, 1185]","[105, 214, 472, 617, 1076, 1184]",0.222,0.585
FaceFour,"[2800, 5600, 6650]","[133, 263, 406, 558, 666, 1056, 2720, 3163, 3422, 3868]","[132, 262, 405, 557, 665, 1055, 2719, 3162, 3421, 3867]",0.267,0.411
GrandMalSeizures2,[4550],"[106, 241, 349, 480, 581, 739, 1590, 2125, 2691, 2894, 3254, 3475, 3715]","[105, 240, 348, 479, 580, 738, 1589, 2124, 2690, 2893, 3253, 3474, 3714]",0.125,0.575
GreatBarbet1,"[1900, 3700]","[876, 2010, 3528]","[875, 2009, 3527]",0.286,0.71
Herring,[],"[129, 258, 390, 716, 968, 4302]","[128, 257, 389, 715, 967, 4301]",0.25,0.668
InlineSkate,"[1058, 2704]","[120, 414, 1152, 1959]","[119, 413, 1151, 1958]",0.25,0.615
InsectEPG1,[3802],[4226],[4225],0.5,0.953
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[106, 214, 2192]","[105, 213, 2191]",0.182,0.288
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[109, 252, 581, 1003]","[108, 251, 580, 1002]",0.182,0.198
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 263, 1336, 1980, 2338, 2621, 2765, 2894, 3278, 5146, 5281, 5416, 5545, 5673, 5804, 5937, 6070, 6326]","[128, 262, 1335, 1979, 2337, 2620, 2764, 2893, 3277, 5145, 5280, 5415, 5544, 5672, 5803, 5936, 6069, 6325]",0.333,0.49
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[112, 558, 1346, 1618]","[111, 557, 1345, 1617]",0.286,0.7
ToeSegmentation2,[1543],"[149, 284, 455, 828, 1745]","[148, 283, 454, 827, 1744]",0.25,0.639
Trace,"[1443, 2955]","[141, 283, 425, 565, 773, 1055]","[140, 282, 424, 564, 772, 1054]",0.2,0.388
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[328, 640, 960, 1641, 1887, 2063, 2245, 2358]","[327, 639, 959, 1640, 1886, 2062, 2244, 2357]",0.286,0.611
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[225, 1154, 1321, 2555]","[224, 1153, 1320, 2554]",0.4,0.424
WordSynonyms,"[202, 2227]","[124, 299, 456, 1168]","[123, 298, 455, 1167]",0.25,0.47
Yoga,[7295],"[108, 218, 334, 596, 1080, 11034]","[107, 217, 333, 595, 1079, 11033]",0.222,0.566
