dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[229, 530, 830, 1095]","[228, 529, 829, 1094]",0.333,0.683
EEGRat,[1000],"[272, 804]","[271, 803]",0.4,0.684
EEGRat2,[1000],"[163, 389, 575, 872, 1112]","[162, 388, 574, 871, 1111]",0.25,0.592
FaceFour,"[2800, 5600, 6650]","[156, 264, 564, 1056, 3163, 3873, 4079]","[155, 263, 563, 1055, 3162, 3872, 4078]",0.167,0.389
GrandMalSeizures2,[4550],"[107, 246, 424, 544, 740, 2335, 2892, 3162, 3287, 3472, 3628, 3910]","[106, 245, 423, 543, 739, 2334, 2891, 3161, 3286, 3471, 3627, 3909]",0.133,0.661
GreatBarbet1,"[1900, 3700]","[1146, 1312, 1974, 4338]","[1145, 1311, 1973, 4337]",0.25,0.592
Herring,[],"[129, 259, 711, 1106, 1996]","[128, 258, 710, 1105, 1995]",0.286,0.6
InlineSkate,"[1058, 2704]","[240, 418, 1624]","[239, 417, 1623]",0.286,0.475
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[117, 478, 1762]","[116, 477, 1761]",0.182,0.337
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[141, 296, 439, 909]","[140, 295, 438, 908]",0.182,0.2
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 386, 519, 1336, 2335, 2622, 2764, 3272, 5143, 5287, 5551, 5938]","[128, 385, 518, 1335, 2334, 2621, 2763, 3271, 5142, 5286, 5550, 5937]",0.444,0.558
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[329, 471, 660, 1612]","[328, 470, 659, 1611]",0.286,0.643
ToeSegmentation2,[1543],"[152, 455, 1380]","[151, 454, 1379]",0.333,0.752
Trace,"[1443, 2955]","[148, 294]","[147, 293]",0.333,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[328, 680, 1478, 1911, 2382, 2712]","[327, 679, 1477, 1910, 2381, 2711]",0.167,0.47
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[289, 1541, 2289]","[288, 1540, 2288]",0.222,0.565
WordSynonyms,"[202, 2227]","[189, 398, 1511, 1677]","[188, 397, 1510, 1676]",0.5,0.56
Yoga,[7295],"[114, 597, 3903]","[113, 596, 3902]",0.333,0.598
