dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[226, 520, 810, 1072, 1670, 3107]","[225, 519, 809, 1071, 1669, 3106]",0.25,0.416
EEGRat,[1000],"[269, 551, 916]","[268, 550, 915]",0.333,0.644
EEGRat2,[1000],"[106, 215, 555, 852, 960, 1094]","[105, 214, 554, 851, 959, 1093]",0.222,0.623
FaceFour,"[2800, 5600, 6650]","[133, 263, 406, 559, 665, 1057, 3164, 3421, 3869]","[132, 262, 405, 558, 664, 1056, 3163, 3420, 3868]",0.143,0.396
GrandMalSeizures2,[4550],"[106, 241, 349, 480, 581, 739, 1590, 2125, 2691, 2894, 3254, 3475, 3715]","[105, 240, 348, 479, 580, 738, 1589, 2124, 2690, 2893, 3253, 3474, 3714]",0.125,0.575
GreatBarbet1,"[1900, 3700]","[954, 1980, 4339, 4453, 4573]","[953, 1979, 4338, 4452, 4572]",0.222,0.523
Herring,[],"[129, 258, 392, 717, 973]","[128, 257, 391, 716, 972]",0.286,0.805
InlineSkate,"[1058, 2704]","[121, 412, 1148, 1378, 1621, 1960]","[120, 411, 1147, 1377, 1620, 1959]",0.2,0.519
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[117, 442, 778, 1630]","[116, 441, 777, 1629]",0.167,0.311
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[109, 252, 676]","[108, 251, 675]",0.2,0.193
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 386, 516, 1284, 1596, 1927, 2056, 2338, 2621, 2886, 3144, 3272, 3407, 3791, 5146, 5281, 5416, 5546, 5675, 5811]","[128, 385, 515, 1283, 1595, 1926, 2055, 2337, 2620, 2885, 3143, 3271, 3406, 3790, 5145, 5280, 5415, 5545, 5674, 5810]",0.385,0.512
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[140, 351, 558, 1346, 1618]","[139, 350, 557, 1345, 1617]",0.25,0.7
ToeSegmentation2,[1543],"[150, 284, 455, 828, 1745]","[149, 283, 454, 827, 1744]",0.25,0.639
Trace,"[1443, 2955]","[142, 285, 427, 564, 773, 1259]","[141, 284, 426, 563, 772, 1258]",0.2,0.446
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[328, 640, 960, 1655, 1757, 1911, 2245, 2358]","[327, 639, 959, 1654, 1756, 1910, 2244, 2357]",0.286,0.623
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[225, 1154, 1340]","[224, 1153, 1339]",0.444,0.418
WordSynonyms,"[202, 2227]","[124, 300, 455]","[123, 299, 454]",0.286,0.741
Yoga,[7295],"[109, 218, 354, 1077, 2678, 6190, 11355]","[108, 217, 353, 1076, 2677, 6189, 11354]",0.2,0.509
