dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[226, 521, 825, 1085, 1681]","[225, 520, 824, 1084, 1680]",0.286,0.514
EEGRat,[1000],"[270, 573]","[269, 572]",0.4,0.502
EEGRat2,[1000],"[107, 216, 576, 1094]","[106, 215, 575, 1093]",0.286,0.647
FaceFour,"[2800, 5600, 6650]","[151, 268, 1113, 3163, 3870]","[150, 267, 1112, 3162, 3869]",0.2,0.39
GrandMalSeizures2,[4550],"[106, 241, 421, 536, 714, 908, 2124, 2691, 2925, 3254, 3673]","[105, 240, 420, 535, 713, 907, 2123, 2690, 2924, 3253, 3672]",0.143,0.607
GreatBarbet1,"[1900, 3700]","[1031, 1981, 4343, 4448, 4573]","[1030, 1980, 4342, 4447, 4572]",0.222,0.539
Herring,[],"[129, 258, 460, 650, 967, 2767, 4303, 4945]","[128, 257, 459, 649, 966, 2766, 4302, 4944]",0.2,0.361
InlineSkate,"[1058, 2704]","[123, 424]","[122, 423]",0.333,0.402
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[117, 442, 778, 1762]","[116, 441, 777, 1761]",0.167,0.331
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[110, 534, 1190]","[109, 533, 1189]",0.2,0.219
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 386, 516, 1284, 1597, 1977, 2342, 2626, 2891, 3410, 5149, 5287, 5427, 5938]","[128, 385, 515, 1283, 1596, 1976, 2341, 2625, 2890, 3409, 5148, 5286, 5426, 5937]",0.3,0.487
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[329, 471, 581, 1612]","[328, 470, 580, 1611]",0.286,0.667
ToeSegmentation2,[1543],"[151, 318, 490, 2544]","[150, 317, 489, 2543]",0.286,0.4
Trace,"[1443, 2955]","[144, 283, 429, 568, 1262]","[143, 282, 428, 567, 1261]",0.222,0.487
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[328, 655, 1704, 1954, 2269, 2663]","[327, 654, 1703, 1953, 2268, 2662]",0.167,0.518
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[225, 1154, 1473, 2333]","[224, 1153, 1472, 2332]",0.4,0.594
WordSynonyms,"[202, 2227]","[188, 328, 1039, 1238]","[187, 327, 1038, 1237]",0.5,0.47
Yoga,[7295],"[110, 227, 355, 4916, 11356]","[109, 226, 354, 4915, 11355]",0.25,0.575
