dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[225, 517, 808, 1069, 1664, 1968, 2252, 2545, 3101]","[224, 516, 807, 1068, 1663, 1967, 2251, 2544, 3100]",0.182,0.172
EEGRat,[1000],"[267, 379, 564, 932]","[266, 378, 563, 931]",0.286,0.652
EEGRat2,[1000],"[106, 214, 388, 555, 707, 1077, 1185]","[105, 213, 387, 554, 706, 1076, 1184]",0.2,0.544
FaceFour,"[2800, 5600, 6650]","[132, 261, 403, 505, 618, 764, 1055, 1464, 1672, 1974, 3163, 3420, 3868]","[131, 260, 402, 504, 617, 763, 1054, 1463, 1671, 1973, 3162, 3419, 3867]",0.111,0.3
GrandMalSeizures2,[4550],"[106, 241, 349, 480, 581, 739, 1590, 2125, 2691, 2894, 3254, 3475, 3715]","[105, 240, 348, 479, 580, 738, 1589, 2124, 2690, 2893, 3253, 3474, 3714]",0.125,0.575
GreatBarbet1,"[1900, 3700]","[126, 247, 370, 2052, 3406]","[125, 246, 369, 2051, 3405]",0.222,0.754
Herring,[],"[129, 258, 389, 521, 649, 966, 1351, 1487, 1998, 4302, 4559]","[128, 257, 388, 520, 648, 965, 1350, 1486, 1997, 4301, 4558]",0.154,0.462
InlineSkate,"[1058, 2704]","[119, 239, 413, 1148, 1377, 1621, 1958]","[118, 238, 412, 1147, 1376, 1620, 1957]",0.182,0.518
InsectEPG1,[3802],[3588],[3587],0.5,0.975
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[106, 214, 2192]","[105, 213, 2191]",0.182,0.288
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[108, 250, 392, 580, 769, 910]","[107, 249, 391, 579, 768, 909]",0.154,0.178
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 260, 389, 519, 1335, 1543, 1978, 2335, 2616, 2726, 2883, 3027, 3142, 3268, 3398, 3536, 3663, 3785, 5141, 5277, 5404, 5534, 5663, 5792, 5925, 6056, 6189, 6312]","[128, 259, 388, 518, 1334, 1542, 1977, 2334, 2615, 2725, 2882, 3026, 3141, 3267, 3397, 3535, 3662, 3784, 5140, 5276, 5403, 5533, 5662, 5791, 5924, 6055, 6188, 6311]",0.294,0.417
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[111, 557, 660, 1327, 1617, 1985]","[110, 556, 659, 1326, 1616, 1984]",0.222,0.524
ToeSegmentation2,[1543],"[121, 317, 488, 827, 1298, 1745, 2886]","[120, 316, 487, 826, 1297, 1744, 2885]",0.2,0.522
Trace,"[1443, 2955]","[140, 279, 418, 556, 695, 834, 973, 1112, 1252, 1390]","[139, 278, 417, 555, 694, 833, 972, 1111, 1251, 1389]",0.143,0.391
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[230, 601, 857, 1346, 1665, 2029, 2195, 2299, 2525]","[229, 600, 856, 1345, 1664, 2028, 2194, 2298, 2524]",0.533,0.561
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[141, 450, 1154, 1321, 2333]","[140, 449, 1153, 1320, 2332]",0.364,0.586
WordSynonyms,"[202, 2227]","[112, 298, 454, 667, 1137, 1238]","[111, 297, 453, 666, 1136, 1237]",0.2,0.438
Yoga,[7295],"[108, 217, 326, 441, 595, 1077, 1768, 5578, 6189, 11034, 11355]","[107, 216, 325, 440, 594, 1076, 1767, 5577, 6188, 11033, 11354]",0.143,0.528
