dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[228, 529, 819, 1085, 3112]","[227, 528, 818, 1084, 3111]",0.286,0.587
EEGRat,[1000],"[271, 573]","[270, 572]",0.4,0.501
EEGRat2,[1000],"[107, 216, 576, 1094]","[106, 215, 575, 1093]",0.286,0.647
FaceFour,"[2800, 5600, 6650]","[152, 268, 1113, 3163, 3871]","[151, 267, 1112, 3162, 3870]",0.2,0.39
GrandMalSeizures2,[4550],"[106, 241, 421, 536, 714, 908, 2124, 2691, 2925, 3258, 3673]","[105, 240, 420, 535, 713, 907, 2123, 2690, 2924, 3257, 3672]",0.143,0.607
GreatBarbet1,"[1900, 3700]","[1033, 2002, 4453, 4593]","[1032, 2001, 4452, 4592]",0.25,0.534
Herring,[],"[129, 259, 710, 901, 1102, 1483, 2514, 4302]","[128, 258, 709, 900, 1101, 1482, 2513, 4301]",0.2,0.358
InlineSkate,"[1058, 2704]","[124, 419, 1958]","[123, 418, 1957]",0.286,0.531
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[117, 442, 778, 1762]","[116, 441, 777, 1761]",0.167,0.331
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[111, 582]","[110, 581]",0.222,0.196
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 386, 517, 904, 1338, 1985, 2346, 2624, 2893, 3281, 5150, 5290, 5424, 5558]","[128, 385, 516, 903, 1337, 1984, 2345, 2623, 2892, 3280, 5149, 5289, 5423, 5557]",0.4,0.491
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[329, 471, 582, 1612]","[328, 470, 581, 1611]",0.286,0.667
ToeSegmentation2,[1543],"[151, 319, 1745]","[150, 318, 1744]",0.333,0.785
Trace,"[1443, 2955]","[144, 284, 429, 913, 1052, 1260]","[143, 283, 428, 912, 1051, 1259]",0.2,0.446
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[328, 655, 1704, 1954, 2333, 2604]","[327, 654, 1703, 1953, 2332, 2603]",0.167,0.474
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[289, 1207, 1964]","[288, 1206, 1963]",0.222,0.533
WordSynonyms,"[202, 2227]","[188, 328, 1039, 1238]","[187, 327, 1038, 1237]",0.5,0.47
Yoga,[7295],"[111, 281, 412, 1108, 1448, 4916]","[110, 280, 411, 1107, 1447, 4915]",0.222,0.644
