dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[230, 542, 2270, 3112]","[229, 541, 2269, 3111]",0.333,0.5
EEGRat,[1000],"[273, 826]","[272, 825]",0.4,0.702
EEGRat2,[1000],"[180, 389, 575, 872, 1112]","[179, 388, 574, 871, 1111]",0.25,0.592
FaceFour,"[2800, 5600, 6650]","[157, 357, 1464, 1973, 3167, 3871]","[156, 356, 1463, 1972, 3166, 3870]",0.182,0.344
GrandMalSeizures2,[4550],"[107, 246, 424, 544, 740, 2335, 2893, 3253, 3475, 3715]","[106, 245, 423, 543, 739, 2334, 2892, 3252, 3474, 3714]",0.154,0.647
GreatBarbet1,"[1900, 3700]","[1147, 1275, 1955, 3621, 4266]","[1146, 1274, 1954, 3620, 4265]",0.222,0.71
Herring,[],"[129, 259, 711, 1231, 1486, 4302]","[128, 258, 710, 1230, 1485, 4301]",0.25,0.564
InlineSkate,"[1058, 2704]","[241, 433]","[240, 432]",0.333,0.39
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[117, 478, 1762]","[116, 477, 1761]",0.182,0.337
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[141, 296, 439, 909]","[140, 295, 438, 908]",0.182,0.2
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 386, 519, 1336, 2335, 2622, 2764, 3273, 5144, 5278, 5410, 5545, 5811]","[128, 385, 518, 1335, 2334, 2621, 2763, 3272, 5143, 5277, 5409, 5544, 5810]",0.421,0.578
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[329, 471, 660, 1612]","[328, 470, 659, 1611]",0.286,0.643
ToeSegmentation2,[1543],"[152, 455, 1380]","[151, 454, 1379]",0.333,0.752
Trace,"[1443, 2955]","[149, 297]","[148, 296]",0.333,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[348, 1168, 1944, 2195, 2358]","[347, 1167, 1943, 2194, 2357]",0.364,0.607
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[289, 1541, 2289]","[288, 1540, 2288]",0.222,0.565
WordSynonyms,"[202, 2227]","[191, 1107, 1237]","[190, 1106, 1236]",0.571,0.472
Yoga,[7295],"[165, 354, 1079, 11034]","[164, 353, 1078, 11033]",0.286,0.567
