dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[225, 517, 808, 1069, 1664, 1968, 2252, 2543, 3100]","[224, 516, 807, 1068, 1663, 1967, 2251, 2542, 3099]",0.182,0.172
EEGRat,[1000],"[266, 372, 544, 854]","[265, 371, 543, 853]",0.286,0.591
EEGRat2,[1000],"[106, 214, 388, 555, 707, 1077, 1185]","[105, 213, 387, 554, 706, 1076, 1184]",0.2,0.544
FaceFour,"[2800, 5600, 6650]","[132, 261, 403, 505, 618, 763, 924, 1055, 1464, 1672, 1973, 3162, 3420, 3868, 4079]","[131, 260, 402, 504, 617, 762, 923, 1054, 1463, 1671, 1972, 3161, 3419, 3867, 4078]",0.1,0.292
GrandMalSeizures2,[4550],"[106, 241, 349, 480, 581, 739, 1590, 2125, 2691, 2894, 3254, 3475, 3715]","[105, 240, 348, 479, 580, 738, 1589, 2124, 2690, 2893, 3253, 3474, 3714]",0.125,0.575
GreatBarbet1,"[1900, 3700]","[123, 246, 368, 545, 2050, 2163, 2275, 2376, 2502, 2611, 2713]","[122, 245, 367, 544, 2049, 2162, 2274, 2375, 2501, 2610, 2712]",0.133,0.509
Herring,[],"[129, 258, 388, 518, 647, 776, 906, 1104, 1234, 1351, 1486, 1996, 2766, 4303, 4944]","[128, 257, 387, 517, 646, 775, 905, 1103, 1233, 1350, 1485, 1995, 2765, 4302, 4943]",0.118,0.308
InlineSkate,"[1058, 2704]","[119, 239, 412, 1147, 1376, 1549, 1957]","[118, 238, 411, 1146, 1375, 1548, 1956]",0.182,0.533
InsectEPG1,[3802],"[2525, 3611]","[2524, 3610]",0.4,0.914
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[106, 214, 2192]","[105, 213, 2191]",0.182,0.288
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[107, 249, 390, 532, 673, 814, 956, 1144, 1660]","[106, 248, 389, 531, 672, 813, 955, 1143, 1659]",0.25,0.215
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 259, 388, 517, 647, 905, 1336, 1977, 2335, 2616, 2725, 2883, 3027, 3142, 3267, 3397, 3535, 3662, 3783, 5139, 5274, 5400, 5529, 5661, 5788, 5922, 6053, 6187, 6310]","[128, 258, 387, 516, 646, 904, 1335, 1976, 2334, 2615, 2724, 2882, 3026, 3141, 3266, 3396, 3534, 3661, 3782, 5138, 5273, 5399, 5528, 5660, 5787, 5921, 6052, 6186, 6309]",0.286,0.391
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[111, 472, 580, 1326, 1463, 1612, 1985]","[110, 471, 579, 1325, 1462, 1611, 1984]",0.2,0.553
ToeSegmentation2,[1543],"[120, 251, 385, 488, 827, 1297, 1528, 1745, 2886]","[119, 250, 384, 487, 826, 1296, 1527, 1744, 2885]",0.333,0.522
Trace,"[1443, 2955]","[139, 278, 417, 556, 695, 834, 973, 1112, 1251, 1389]","[138, 277, 416, 555, 694, 833, 972, 1111, 1250, 1388]",0.143,0.39
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[149, 270, 680, 1103, 1655, 1757, 1911, 2211, 2358]","[148, 269, 679, 1102, 1654, 1756, 1910, 2210, 2357]",0.533,0.688
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[141, 333, 611, 753, 1014, 1138, 1321, 1964]","[140, 332, 610, 752, 1013, 1137, 1320, 1963]",0.429,0.49
WordSynonyms,"[202, 2227]","[112, 269, 396, 667, 1039, 1207, 1676, 2151]","[111, 268, 395, 666, 1038, 1206, 1675, 2150]",0.167,0.293
Yoga,[7295],"[108, 217, 325, 441, 595, 1077, 1768, 3903, 6190, 11035, 11357]","[107, 216, 324, 440, 594, 1076, 1767, 3902, 6189, 11034, 11356]",0.143,0.432
