dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[225, 520, 809, 1071, 1669, 1992, 3103]","[224, 519, 808, 1070, 1668, 1991, 3102]",0.222,0.321
EEGRat,[1000],"[268, 389, 577, 939]","[267, 388, 576, 938]",0.286,0.652
EEGRat2,[1000],"[106, 215, 472, 612, 872, 1094]","[105, 214, 471, 611, 871, 1093]",0.222,0.583
FaceFour,"[2800, 5600, 6650]","[133, 263, 406, 558, 665, 1056, 1976, 3165, 3423, 3870]","[132, 262, 405, 557, 664, 1055, 1975, 3164, 3422, 3869]",0.133,0.322
GrandMalSeizures2,[4550],"[106, 241, 349, 480, 581, 739, 1590, 2125, 2691, 2894, 3254, 3475, 3715]","[105, 240, 348, 479, 580, 738, 1589, 2124, 2690, 2893, 3253, 3474, 3714]",0.125,0.575
GreatBarbet1,"[1900, 3700]","[131, 246, 375, 2070, 3384]","[130, 245, 374, 2069, 3383]",0.222,0.739
Herring,[],"[129, 258, 389, 648, 965, 1235, 1352, 2766, 4305]","[128, 257, 388, 647, 964, 1234, 1351, 2765, 4304]",0.182,0.308
InlineSkate,"[1058, 2704]","[120, 413, 1149, 1621, 1959]","[119, 412, 1148, 1620, 1958]",0.222,0.546
InsectEPG1,[3802],[3913],[3912],1.0,0.987
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[106, 214, 2192]","[105, 213, 2191]",0.182,0.288
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[108, 250, 392, 580, 769, 910]","[107, 249, 391, 579, 768, 909]",0.154,0.178
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 261, 390, 904, 1336, 1979, 2335, 2617, 2731, 2886, 3144, 3270, 3401, 3539, 3786, 5143, 5279, 5410, 5539, 5669, 5798, 5933, 6064, 6319]","[128, 260, 389, 903, 1335, 1978, 2334, 2616, 2730, 2885, 3143, 3269, 3400, 3538, 3785, 5142, 5278, 5409, 5538, 5668, 5797, 5932, 6063, 6318]",0.333,0.45
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[112, 558, 1327, 1618]","[111, 557, 1326, 1617]",0.286,0.694
ToeSegmentation2,[1543],"[148, 284, 388, 489, 1744, 2543]","[147, 283, 387, 488, 1743, 2542]",0.222,0.561
Trace,"[1443, 2955]","[140, 280, 422, 561, 700, 842, 981, 1259]","[139, 279, 421, 560, 699, 841, 980, 1258]",0.167,0.405
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[270, 699, 1103, 1665, 2029, 2220]","[269, 698, 1102, 1664, 2028, 2219]",0.667,0.757
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[225, 1154, 1321, 2368]","[224, 1153, 1320, 2367]",0.4,0.506
WordSynonyms,"[202, 2227]","[124, 299, 455, 1238]","[123, 298, 454, 1237]",0.25,0.443
Yoga,[7295],"[108, 218, 334, 443, 1077, 1769, 6190, 11036]","[107, 217, 333, 442, 1076, 1768, 6189, 11035]",0.182,0.586
