dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[238, 533, 3106]","[237, 532, 3105]",0.4,0.745
EEGRat,[1000],"[300, 551, 933]","[299, 550, 932]",0.333,0.66
EEGRat2,[1000],"[198, 576, 1111]","[197, 575, 1110]",0.333,0.635
FaceFour,"[2800, 5600, 6650]","[216, 1976, 3173, 3884]","[215, 1975, 3172, 3883]",0.222,0.421
GrandMalSeizures2,[4550],"[121, 260, 424, 544, 740, 2569, 2893, 3253, 3674]","[120, 259, 423, 543, 739, 2568, 2892, 3252, 3673]",0.167,0.666
GreatBarbet1,"[1900, 3700]","[1150, 1973, 4339]","[1149, 1972, 4338]",0.286,0.593
Herring,[],"[129, 261, 971]","[128, 260, 970]",0.4,0.805
InlineSkate,"[1058, 2704]","[416, 1960]","[415, 1959]",0.333,0.546
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[117, 706, 2192]","[116, 705, 2191]",0.182,0.366
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[141, 297, 581]","[140, 296, 580]",0.2,0.181
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 386, 777, 1980, 2408, 2631, 5158, 5552, 5679]","[128, 385, 776, 1979, 2407, 2630, 5157, 5551, 5678]",0.267,0.447
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[329, 581, 1623]","[328, 580, 1622]",0.333,0.662
ToeSegmentation2,[1543],"[153, 1745]","[152, 1744]",0.4,0.833
Trace,"[1443, 2955]",[228],[227],0.4,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[724, 1000, 1713, 2712]","[723, 999, 1712, 2711]",0.2,0.601
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[289, 1571]","[288, 1570]",0.25,0.435
WordSynonyms,"[202, 2227]",[193],[192],0.8,0.863
Yoga,[7295],"[194, 4915]","[193, 4914]",0.4,0.722
