dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[243, 825, 1988]","[242, 824, 1987]",0.4,0.425
EEGRat,[1000],[375],[374],0.5,0.495
EEGRat2,[1000],"[216, 1077]","[215, 1076]",0.4,0.825
FaceFour,"[2800, 5600, 6650]","[221, 1057, 3171, 3880]","[220, 1056, 3170, 3879]",0.222,0.395
GrandMalSeizures2,[4550],"[121, 262, 424, 544, 740, 2569, 2893, 3253, 3674]","[120, 261, 423, 543, 739, 2568, 2892, 3252, 3673]",0.167,0.666
GreatBarbet1,"[1900, 3700]","[1152, 2004, 4573]","[1151, 2003, 4572]",0.286,0.557
Herring,[],"[129, 263, 971]","[128, 262, 970]",0.4,0.805
InlineSkate,"[1058, 2704]","[419, 1958]","[418, 1957]",0.333,0.546
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[117, 706, 4270]","[116, 705, 4269]",0.182,0.343
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[155, 347]","[154, 346]",0.222,0.17
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 386, 1667, 1977, 2621, 2890, 5145, 5286, 5426]","[128, 385, 1666, 1976, 2620, 2889, 5144, 5285, 5425]",0.4,0.533
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[329, 604]","[328, 603]",0.4,0.461
ToeSegmentation2,[1543],"[154, 2130, 2885]","[153, 2129, 2884]",0.333,0.571
Trace,"[1443, 2955]","[276, 435]","[275, 434]",0.333,0.345
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[724, 1108, 1980]","[723, 1107, 1979]",0.444,0.647
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[289, 1571]","[288, 1570]",0.25,0.435
WordSynonyms,"[202, 2227]",[455],[454],0.4,0.727
Yoga,[7295],"[196, 6190]","[195, 6189]",0.4,0.857
