dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[237, 535, 1079, 3105]","[236, 534, 1078, 3104]",0.333,0.586
EEGRat,[1000],"[297, 540, 856]","[296, 539, 855]",0.333,0.595
EEGRat2,[1000],"[198, 576, 1095]","[197, 575, 1094]",0.333,0.646
FaceFour,"[2800, 5600, 6650]","[215, 623, 1108, 3164, 3424, 3877]","[214, 622, 1107, 3163, 3423, 3876]",0.182,0.39
GrandMalSeizures2,[4550],"[121, 246, 424, 544, 740, 2569, 2893, 3253, 3674]","[120, 245, 423, 543, 739, 2568, 2892, 3252, 3673]",0.167,0.666
GreatBarbet1,"[1900, 3700]","[1149, 1356, 1951, 4206]","[1148, 1355, 1950, 4205]",0.25,0.64
Herring,[],"[129, 261, 970]","[128, 260, 969]",0.4,0.806
InlineSkate,"[1058, 2704]","[415, 1621]","[414, 1620]",0.333,0.476
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[117, 706, 2192]","[116, 705, 2191]",0.182,0.366
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[141, 297, 580, 769]","[140, 296, 579, 768]",0.182,0.183
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 386, 775, 1338, 2339, 2630, 3790, 5160, 5680]","[128, 385, 774, 1337, 2338, 2629, 3789, 5159, 5679]",0.533,0.713
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[329, 559, 1610, 1984]","[328, 558, 1609, 1983]",0.286,0.54
ToeSegmentation2,[1543],"[153, 1745]","[152, 1744]",0.4,0.833
Trace,"[1443, 2955]",[226],[225],0.4,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[680, 1586, 1723, 2540]","[679, 1585, 1722, 2539]",0.2,0.561
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[289, 1541, 2289]","[288, 1540, 2288]",0.222,0.565
WordSynonyms,"[202, 2227]","[192, 2151]","[191, 2150]",0.667,0.938
Yoga,[7295],"[194, 4914, 11034]","[193, 4913, 11033]",0.333,0.605
