dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[232, 1095]","[231, 1094]",0.5,0.683
EEGRat,[1000],"[291, 569, 938]","[290, 568, 937]",0.333,0.655
EEGRat2,[1000],"[181, 472, 618, 1093]","[180, 471, 617, 1092]",0.286,0.628
FaceFour,"[2800, 5600, 6650]","[159, 562, 1109, 3166, 3870]","[158, 561, 1108, 3165, 3869]",0.2,0.39
GrandMalSeizures2,[4550],"[112, 246, 424, 544, 740, 2569, 2893, 3253, 3674]","[111, 245, 423, 543, 739, 2568, 2892, 3252, 3673]",0.167,0.666
GreatBarbet1,"[1900, 3700]","[1148, 1268, 1973, 4304, 4458, 4573]","[1147, 1267, 1972, 4303, 4457, 4572]",0.2,0.567
Herring,[],"[129, 260, 389, 966, 2763, 3409, 3535, 4942]","[128, 259, 388, 965, 2762, 3408, 3534, 4941]",0.2,0.36
InlineSkate,"[1058, 2704]","[243, 426]","[242, 425]",0.333,0.39
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[117, 706, 2156]","[116, 705, 2155]",0.182,0.369
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[141, 296, 440, 628]","[140, 295, 439, 627]",0.182,0.174
ShapesAll,"[1280, 2560, 3840, 5120]","[129, 386, 774, 1669, 2341, 2638, 5152, 5287, 5552, 5677, 5943]","[128, 385, 773, 1668, 2340, 2637, 5151, 5286, 5551, 5676, 5942]",0.235,0.432
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],"[329, 471, 661, 1619]","[328, 470, 660, 1618]",0.286,0.639
ToeSegmentation2,[1543],"[152, 455, 1380]","[151, 454, 1379]",0.333,0.752
Trace,"[1443, 2955]","[151, 773, 1262]","[150, 772, 1261]",0.286,0.473
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[348, 1420, 1723, 2358]","[347, 1419, 1722, 2357]",0.2,0.58
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]","[289, 1541, 2289]","[288, 1540, 2288]",0.222,0.565
WordSynonyms,"[202, 2227]","[192, 1677]","[191, 1676]",0.667,0.709
Yoga,[7295],"[174, 1079, 11034]","[173, 1078, 11033]",0.333,0.567
