dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[1, 7, 1051, 1293, 1299, 2185, 2423, 2463, 2469, 3088, 3275, 3338]","[0, 6, 1050, 1292, 1298, 2184, 2422, 2462, 2468, 3087, 3274, 3337]",0.143,0.302
EEGRat,[1000],"[1, 7, 1032, 1060, 1123, 1253, 1259]","[0, 6, 1031, 1059, 1122, 1252, 1258]",0.2,0.852
EEGRat2,[1000],"[1, 7, 32, 38, 1129, 1485, 1561, 1802, 1808]","[0, 6, 31, 37, 1128, 1484, 1560, 1801, 1807]",0.167,0.604
FaceFour,"[2800, 5600, 6650]","[1, 7, 610, 628, 978, 984, 1037, 1043, 1391, 1397, 1409, 2032, 2378, 2384, 2440, 2446, 2802, 3140, 3148, 3493, 3792, 3798, 4191, 4198, 4785, 4791, 4848, 4909, 5243, 5545, 5647, 5862, 5951, 5957, 6556, 6563, 6569, 6581, 6587, 6595, 6641, 7280, 7568, 7623, 7968, 7974, 8048, 8060, 8066, 8326, 8398]","[0, 6, 609, 627, 977, 983, 1036, 1042, 1390, 1396, 1408, 2031, 2377, 2383, 2439, 2445, 2801, 3139, 3147, 3492, 3791, 3797, 4190, 4197, 4784, 4790, 4847, 4908, 5242, 5544, 5646, 5861, 5950, 5956, 6555, 6562, 6568, 6580, 6586, 6594, 6640, 7279, 7567, 7622, 7967, 7973, 8047, 8059, 8065, 8325, 8397]",0.143,0.29
GrandMalSeizures2,[4550],"[1, 7, 13, 2062, 2260, 2560, 2766, 3214, 3468, 3623, 3956, 4268, 4396, 4449, 4462, 4520, 4782, 5290, 5518, 5538, 5558, 5567, 5788, 5810, 6039, 6257, 6382, 6388, 6805, 6812, 6826, 7200, 7206, 7782, 7788, 7798, 7954, 8200, 8379, 8569, 8597, 9168, 9277, 9427, 9747, 9917, 9923, 9930]","[0, 6, 12, 2061, 2259, 2559, 2765, 3213, 3467, 3622, 3955, 4267, 4395, 4448, 4461, 4519, 4781, 5289, 5517, 5537, 5557, 5566, 5787, 5809, 6038, 6256, 6381, 6387, 6804, 6811, 6825, 7199, 7205, 7781, 7787, 7797, 7953, 8199, 8378, 8568, 8596, 9167, 9276, 9426, 9746, 9916, 9922, 9929]",0.078,0.252
GreatBarbet1,"[1900, 3700]","[1, 7, 1211, 1385, 1506, 1512, 1912, 1918, 3229, 3405, 3436, 3528, 3534, 3590]","[0, 6, 1210, 1384, 1505, 1511, 1911, 1917, 3228, 3404, 3435, 3527, 3533, 3589]",0.222,0.727
Herring,[],"[1, 7, 1602, 2497, 3394, 3521, 3527, 3648, 4926]","[0, 6, 1601, 2496, 3393, 3520, 3526, 3647, 4925]",0.182,0.32
InlineSkate,"[1058, 2704]","[1, 7, 119, 236, 242, 354, 360, 471, 942, 1055, 1064, 1714, 1831, 1882, 1888, 2000, 2229, 2235, 2241, 2705, 2711, 3058, 3064, 3361, 3528, 3534, 3763, 4234, 4240, 4540, 4678]","[0, 6, 118, 235, 241, 353, 359, 470, 941, 1054, 1063, 1713, 1830, 1881, 1887, 1999, 2228, 2234, 2240, 2704, 2710, 3057, 3063, 3360, 3527, 3533, 3762, 4233, 4239, 4539, 4677]",0.171,0.33
InsectEPG1,[3802],"[1, 7, 1770, 1844, 2507, 2534, 3301, 3321, 4983, 5248, 5732, 5922, 6714, 6920, 6926, 7063, 7928, 7979, 8279, 8325, 8638, 8789, 9046, 9092, 9351, 9357, 9611, 9617, 9688, 9897, 9929, 9935, 10407, 10413, 10536, 10542, 10720, 10950, 11258, 11327, 11361, 11367, 11491, 11792, 11958, 11964, 12008, 12184, 12298, 12571, 12803, 12809, 13122, 13402, 13755, 14101, 14251, 14283, 14414, 14817, 15205, 15477, 15533, 15746, 15830, 15836, 15897, 16163, 16221, 16229, 16287, 16872]","[0, 6, 1769, 1843, 2506, 2533, 3300, 3320, 4982, 5247, 5731, 5921, 6713, 6919, 6925, 7062, 7927, 7978, 8278, 8324, 8637, 8788, 9045, 9091, 9350, 9356, 9610, 9616, 9687, 9896, 9928, 9934, 10406, 10412, 10535, 10541, 10719, 10949, 11257, 11326, 11360, 11366, 11490, 11791, 11957, 11963, 12007, 12183, 12297, 12570, 12802, 12808, 13121, 13401, 13754, 14100, 14250, 14282, 14413, 14816, 15204, 15476, 15532, 15745, 15829, 15835, 15896, 16162, 16220, 16228, 16286, 16871]",0.027,0.171
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[1, 7, 13, 2023, 2096]","[0, 6, 12, 2022, 2095]",0.308,0.296
