dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[1, 7, 13, 141, 1051, 1057, 1254, 1284, 1290, 1298, 1580, 1586, 1669, 1675, 1890, 1925, 2185, 2414, 2422, 2428, 2463, 2469, 2712, 2737, 2746, 3088, 3275, 3281, 3332, 3338, 3344]","[0, 6, 12, 140, 1050, 1056, 1253, 1283, 1289, 1297, 1579, 1585, 1668, 1674, 1889, 1924, 2184, 2413, 2421, 2427, 2462, 2468, 2711, 2736, 2745, 3087, 3274, 3280, 3331, 3337, 3343]",0.061,0.263
EEGRat,[1000],"[1, 7, 13, 37, 43, 881, 1032, 1038, 1060, 1066, 1123, 1129, 1159, 1165, 1251, 1258, 1288, 1513, 1519, 1727, 1850, 1871, 2000]","[0, 6, 12, 36, 42, 880, 1031, 1037, 1059, 1065, 1122, 1128, 1158, 1164, 1250, 1257, 1287, 1512, 1518, 1726, 1849, 1870, 1999]",0.077,0.532
EEGRat2,[1000],"[1, 7, 15, 32, 38, 60, 253, 1000, 1129, 1485, 1491, 1561, 1706, 1752, 1758, 1777, 1802, 1808, 1826, 1977]","[0, 6, 14, 31, 37, 59, 252, 999, 1128, 1484, 1490, 1560, 1705, 1751, 1757, 1776, 1801, 1807, 1825, 1976]",0.174,0.552
FaceFour,"[2800, 5600, 6650]","[1, 7, 607, 615, 623, 976, 983, 1037, 1043, 1060, 1066, 1324, 1391, 1397, 1409, 1415, 1989, 1999, 2005, 2018, 2032, 2038, 2328, 2334, 2344, 2350, 2378, 2384, 2440, 2446, 2802, 2808, 3081, 3140, 3146, 3493, 3499, 3625, 3752, 3792, 3798, 3805, 3895, 4191, 4197, 4492, 4498, 4671, 4785, 4791, 4847, 4854, 4906, 4914, 5243, 5249, 5543, 5550, 5647, 5653, 5663, 5669, 5860, 5867, 5951, 5957, 5993, 5999, 6006, 6238, 6283, 6304, 6555, 6561, 6568, 6580, 6586, 6595, 6641, 6647, 6926, 7254, 7270, 7277, 7287, 7568, 7574, 7609, 7623, 7629, 7957, 7968, 7974, 8046, 8053, 8060, 8066, 8326, 8340, 8346, 8396]","[0, 6, 606, 614, 622, 975, 982, 1036, 1042, 1059, 1065, 1323, 1390, 1396, 1408, 1414, 1988, 1998, 2004, 2017, 2031, 2037, 2327, 2333, 2343, 2349, 2377, 2383, 2439, 2445, 2801, 2807, 3080, 3139, 3145, 3492, 3498, 3624, 3751, 3791, 3797, 3804, 3894, 4190, 4196, 4491, 4497, 4670, 4784, 4790, 4846, 4853, 4905, 4913, 5242, 5248, 5542, 5549, 5646, 5652, 5662, 5668, 5859, 5866, 5950, 5956, 5992, 5998, 6005, 6237, 6282, 6303, 6554, 6560, 6567, 6579, 6585, 6594, 6640, 6646, 6925, 7253, 7269, 7276, 7286, 7567, 7573, 7608, 7622, 7628, 7956, 7967, 7973, 8045, 8052, 8059, 8065, 8325, 8339, 8345, 8395]",0.075,0.182
GrandMalSeizures2,[4550],"[1, 7, 13, 34, 1082, 1145, 1151, 1908, 1914, 1936, 2062, 2068, 2098, 2260, 2266, 2291, 2502, 2560, 2566, 2662, 2766, 2772, 3067, 3073, 3136, 3213, 3309, 3438, 3468, 3507, 3578, 3622, 3709, 3956, 3962, 4267, 4273, 4396, 4402, 4449, 4455, 4462, 4468, 4520, 4782, 4788, 5249, 5269, 5290, 5296, 5518, 5538, 5549, 5557, 5563, 5762, 5768, 5788, 5810, 5816, 6039, 6045, 6071, 6257, 6382, 6388, 6453, 6624, 6805, 6812, 6818, 6826, 6832, 7051, 7058, 7200, 7206, 7398, 7404, 7418, 7602, 7780, 7787, 7798, 7953, 7959, 8200, 8378, 8384, 8569, 8575, 8587, 8593, 8602, 8764, 9084, 9167, 9174, 9277, 9283, 9427, 9433, 9626, 9747, 9753, 9840, 9910, 9917, 9923, 9930, 9936, 10225, 10239, 10245]","[0, 6, 12, 33, 1081, 1144, 1150, 1907, 1913, 1935, 2061, 2067, 2097, 2259, 2265, 2290, 2501, 2559, 2565, 2661, 2765, 2771, 3066, 3072, 3135, 3212, 3308, 3437, 3467, 3506, 3577, 3621, 3708, 3955, 3961, 4266, 4272, 4395, 4401, 4448, 4454, 4461, 4467, 4519, 4781, 4787, 5248, 5268, 5289, 5295, 5517, 5537, 5548, 5556, 5562, 5761, 5767, 5787, 5809, 5815, 6038, 6044, 6070, 6256, 6381, 6387, 6452, 6623, 6804, 6811, 6817, 6825, 6831, 7050, 7057, 7199, 7205, 7397, 7403, 7417, 7601, 7779, 7786, 7797, 7952, 7958, 8199, 8377, 8383, 8568, 8574, 8586, 8592, 8601, 8763, 9083, 9166, 9173, 9276, 9282, 9426, 9432, 9625, 9746, 9752, 9839, 9909, 9916, 9922, 9929, 9935, 10224, 10238, 10244]",0.034,0.145
GreatBarbet1,"[1900, 3700]","[1, 7, 775, 1211, 1261, 1267, 1382, 1388, 1506, 1512, 1624, 1830, 1836, 1912, 1918, 2093, 2099, 2184, 2214, 2367, 2611, 2672, 2711, 2732, 2824, 2923, 3098, 3104, 3137, 3221, 3229, 3405, 3411, 3436, 3442, 3528, 3534, 3590, 3596, 4652, 4690]","[0, 6, 774, 1210, 1260, 1266, 1381, 1387, 1505, 1511, 1623, 1829, 1835, 1911, 1917, 2092, 2098, 2183, 2213, 2366, 2610, 2671, 2710, 2731, 2823, 2922, 3097, 3103, 3136, 3220, 3228, 3404, 3410, 3435, 3441, 3527, 3533, 3589, 3595, 4651, 4689]",0.089,0.399
Herring,[],"[1, 7, 1281, 1602, 1608, 1728, 1862, 1982, 1988, 2136, 2142, 2196, 2477, 2497, 2503, 2519, 2627, 2817, 2823, 2961, 3032, 3135, 3141, 3393, 3417, 3423, 3521, 3527, 3648, 3654, 3904, 3910, 4162, 4168, 4289, 4334, 4544, 4926]","[0, 6, 1280, 1601, 1607, 1727, 1861, 1981, 1987, 2135, 2141, 2195, 2476, 2496, 2502, 2518, 2626, 2816, 2822, 2960, 3031, 3134, 3140, 3392, 3416, 3422, 3520, 3526, 3647, 3653, 3903, 3909, 4161, 4167, 4288, 4333, 4543, 4925]",0.05,0.255
InlineSkate,"[1058, 2704]","[1, 7, 66, 118, 124, 236, 242, 354, 360, 471, 942, 948, 1054, 1060, 1713, 1831, 1882, 1888, 1947, 2000, 2006, 2067, 2229, 2235, 2241, 2540, 2705, 2711, 2890, 3058, 3064, 3253, 3360, 3518, 3528, 3534, 3763, 3769, 3964, 3999, 4234, 4240, 4302, 4539, 4677, 4773]","[0, 6, 65, 117, 123, 235, 241, 353, 359, 470, 941, 947, 1053, 1059, 1712, 1830, 1881, 1887, 1946, 1999, 2005, 2066, 2228, 2234, 2240, 2539, 2704, 2710, 2889, 3057, 3063, 3252, 3359, 3517, 3527, 3533, 3762, 3768, 3963, 3998, 4233, 4239, 4301, 4538, 4676, 4772]",0.12,0.282
InsectEPG1,[3802],"[1, 7, 13, 968, 1770, 1844, 1871, 2421, 2501, 2507, 2514, 2534, 3150, 3156, 3200, 3301, 3315, 3321, 4125, 4393, 4422, 4454, 4983, 4989, 5013, 5199, 5248, 5254, 5294, 5386, 5572, 5578, 5688, 5732, 5738, 5794, 5800, 5842, 5922, 5928, 5951, 5957, 6081, 6175, 6384, 6415, 6447, 6504, 6714, 6720, 6730, 6736, 6807, 6813, 6920, 6926, 7063, 7070, 7220, 7229, 7362, 7545, 7554, 7605, 7611, 7764, 7790, 7797, 7803, 7928, 7934, 7956, 7979, 7985, 8279, 8285, 8325, 8331, 8402, 8547, 8596, 8637, 8643, 8789, 8795, 9046, 9052, 9073, 9092, 9098, 9351, 9357, 9461, 9611, 9617, 9688, 9694, 9896, 9902, 9929, 9935, 10159, 10165, 10291, 10403, 10412, 10505, 10536, 10542, 10720, 10726, 10832, 10882, 10915, 10921, 10950, 10956, 11246, 11252, 11258, 11327, 11333, 11361, 11367, 11491, 11497, 11524, 11530, 11791, 11797, 11958, 11964, 12005, 12012, 12184, 12190, 12297, 12467, 12473, 12562, 12568, 12576, 12699, 12803, 12809, 12865, 12871, 13122, 13128, 13386, 13401, 13454, 13510, 13700, 13706, 13728, 13734, 13755, 13761, 13877, 13962, 14009, 14101, 14107, 14251, 14283, 14289, 14388, 14414, 14420, 14452, 14793, 14817, 14823, 14896, 14971, 15167, 15205, 15211, 15303, 15398, 15461, 15472, 15532, 15704, 15746, 15752, 15830, 15836, 15897, 15903, 16163, 16221, 16229, 16286, 16292, 16303, 16505, 16581, 16617, 16623, 16872, 16878, 16913, 16946, 16952]","[0, 6, 12, 967, 1769, 1843, 1870, 2420, 2500, 2506, 2513, 2533, 3149, 3155, 3199, 3300, 3314, 3320, 4124, 4392, 4421, 4453, 4982, 4988, 5012, 5198, 5247, 5253, 5293, 5385, 5571, 5577, 5687, 5731, 5737, 5793, 5799, 5841, 5921, 5927, 5950, 5956, 6080, 6174, 6383, 6414, 6446, 6503, 6713, 6719, 6729, 6735, 6806, 6812, 6919, 6925, 7062, 7069, 7219, 7228, 7361, 7544, 7553, 7604, 7610, 7763, 7789, 7796, 7802, 7927, 7933, 7955, 7978, 7984, 8278, 8284, 8324, 8330, 8401, 8546, 8595, 8636, 8642, 8788, 8794, 9045, 9051, 9072, 9091, 9097, 9350, 9356, 9460, 9610, 9616, 9687, 9693, 9895, 9901, 9928, 9934, 10158, 10164, 10290, 10402, 10411, 10504, 10535, 10541, 10719, 10725, 10831, 10881, 10914, 10920, 10949, 10955, 11245, 11251, 11257, 11326, 11332, 11360, 11366, 11490, 11496, 11523, 11529, 11790, 11796, 11957, 11963, 12004, 12011, 12183, 12189, 12296, 12466, 12472, 12561, 12567, 12575, 12698, 12802, 12808, 12864, 12870, 13121, 13127, 13385, 13400, 13453, 13509, 13699, 13705, 13727, 13733, 13754, 13760, 13876, 13961, 14008, 14100, 14106, 14250, 14282, 14288, 14387, 14413, 14419, 14451, 14792, 14816, 14822, 14895, 14970, 15166, 15204, 15210, 15302, 15397, 15460, 15471, 15531, 15703, 15745, 15751, 15829, 15835, 15896, 15902, 16162, 16220, 16228, 16285, 16291, 16302, 16504, 16580, 16616, 16622, 16871, 16877, 16912, 16945, 16951]",0.01,0.087
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[1, 7, 13, 19, 25, 595, 2023, 2084, 2096, 2637, 3109, 3115]","[0, 6, 12, 18, 24, 594, 2022, 2083, 2095, 2636, 3108, 3114]",0.4,0.623
