dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[1, 7, 1293, 2463, 2469, 3275, 3338]","[0, 6, 1292, 2462, 2468, 3274, 3337]",0.222,0.372
EEGRat,[1000],"[1, 7, 1032, 1060, 1123, 1253]","[0, 6, 1031, 1059, 1122, 1252]",0.222,0.855
EEGRat2,[1000],"[1, 7, 32, 1129, 1485, 1561, 1802]","[0, 6, 31, 1128, 1484, 1560, 1801]",0.2,0.607
FaceFour,"[2800, 5600, 6650]","[1, 7, 978, 1037, 1043, 1391, 1397, 1409, 2378, 2440, 2446, 2802, 3140, 3148, 3792, 3798, 4191, 4785, 4848, 4909, 5243, 5951, 6556, 6563, 6581, 6587, 6641, 7623, 7968, 8060, 8066, 8398]","[0, 6, 977, 1036, 1042, 1390, 1396, 1408, 2377, 2439, 2445, 2801, 3139, 3147, 3791, 3797, 4190, 4784, 4847, 4908, 5242, 5950, 6555, 6562, 6580, 6586, 6640, 7622, 7967, 8059, 8065, 8397]",0.162,0.38
GrandMalSeizures2,[4550],"[1, 7, 2063, 2260, 2561, 2766, 3468, 4451, 4783, 5290, 5558, 5810, 6039, 6257, 6382, 6805, 6812, 6826, 7200, 7206, 7782, 7788, 7799, 8200, 8597, 9169, 9277, 9917, 9923, 9930]","[0, 6, 2062, 2259, 2560, 2765, 3467, 4450, 4782, 5289, 5557, 5809, 6038, 6256, 6381, 6804, 6811, 6825, 7199, 7205, 7781, 7787, 7798, 8199, 8596, 9168, 9276, 9916, 9922, 9929]",0.121,0.258
GreatBarbet1,"[1900, 3700]","[1, 7, 1506, 1912, 1918, 3405, 3436, 3528, 3590]","[0, 6, 1505, 1911, 1917, 3404, 3435, 3527, 3589]",0.308,0.827
Herring,[],"[1, 7, 1602, 3521, 4927]","[0, 6, 1601, 3520, 4926]",0.286,0.384
InlineSkate,"[1058, 2704]","[1, 7, 354, 1056, 1064, 1715, 1832, 1882, 1888, 2000, 2229, 2235, 2241, 2705, 2711, 3058, 3064, 3528, 3534, 3764, 4234, 4240, 4541, 4678]","[0, 6, 353, 1055, 1063, 1714, 1831, 1881, 1887, 1999, 2228, 2234, 2240, 2704, 2710, 3057, 3063, 3527, 3533, 3763, 4233, 4239, 4540, 4677]",0.214,0.378
InsectEPG1,[3802],"[1, 7, 1770, 2534, 3321, 6714, 7064, 7979, 8279, 9046, 9092, 9351, 9611, 9897, 9929, 10407, 10536, 10721, 11361, 11792, 11958, 12803, 13122, 13402, 14101, 14283, 14414, 15209, 15830, 16224, 16287, 16872]","[0, 6, 1769, 2533, 3320, 6713, 7063, 7978, 8278, 9045, 9091, 9350, 9610, 9896, 9928, 10406, 10535, 10720, 11360, 11791, 11957, 12802, 13121, 13401, 14100, 14282, 14413, 15208, 15829, 16223, 16286, 16871]",0.057,0.269
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[1, 7, 2024]","[0, 6, 2023]",0.364,0.295
NogunGun,[3000],"[1, 7, 974, 1126, 1273, 1429, 1573, 1579, 1875, 1881, 2174, 2180, 2324, 2627, 2633, 3833, 3985, 4132, 4282, 4432, 4582, 4740, 4893, 5037, 5185, 5334, 5483, 5639, 6232, 6384, 6390, 6736, 6880]","[0, 6, 973, 1125, 1272, 1428, 1572, 1578, 1874, 1880, 2173, 2179, 2323, 2626, 2632, 3832, 3984, 4131, 4281, 4431, 4581, 4739, 4892, 5036, 5184, 5333, 5482, 5638, 6231, 6383, 6389, 6735, 6879]",0.056,0.235
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[1, 1127, 1361, 1408, 1455, 2814, 3892, 4126, 4407, 4454, 4501, 4782, 4829, 4877, 5157, 5251, 5532, 5579, 5626, 5907, 5954, 6001, 6469, 6657, 6844, 6891, 6938, 6985, 7266, 7313, 7641, 7688, 7735, 8766, 8813, 9188, 9938, 10688, 11485, 11766, 12189]","[0, 1126, 1360, 1407, 1454, 2813, 3891, 4125, 4406, 4453, 4500, 4781, 4828, 4876, 5156, 5250, 5531, 5578, 5625, 5906, 5953, 6000, 6468, 6656, 6843, 6890, 6937, 6984, 7265, 7312, 7640, 7687, 7734, 8765, 8812, 9187, 9937, 10687, 11484, 11765, 12188]",0.083,0.351
ShapesAll,"[1280, 2560, 3840, 5120]","[1, 7, 1282, 1288, 1409, 1415, 1537, 1921, 1927, 2050, 2178, 2184, 2305, 2311, 2433, 2439, 3329, 3457, 3463, 3806, 3841, 3847, 3969, 4737, 4743, 4866, 5249, 5255, 5761, 6231, 6273, 6279]","[0, 6, 1281, 1287, 1408, 1414, 1536, 1920, 1926, 2049, 2177, 2183, 2304, 2310, 2432, 2438, 3328, 3456, 3462, 3805, 3840, 3846, 3968, 4736, 4742, 4865, 5248, 5254, 5760, 6230, 6272, 6278]",0.158,0.567
