dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[1, 7, 1293, 1299, 2423, 2463, 2469, 3275, 3338]","[0, 6, 1292, 1298, 2422, 2462, 2468, 3274, 3337]",0.182,0.372
EEGRat,[1000],"[1, 7, 1032, 1060, 1123, 1253, 1259]","[0, 6, 1031, 1059, 1122, 1252, 1258]",0.2,0.852
EEGRat2,[1000],"[1, 7, 32, 1129, 1485, 1561, 1802]","[0, 6, 31, 1128, 1484, 1560, 1801]",0.2,0.607
FaceFour,"[2800, 5600, 6650]","[1, 7, 610, 628, 978, 1037, 1043, 1391, 1397, 1409, 2033, 2378, 2440, 2446, 2802, 3140, 3148, 3792, 3798, 4191, 4785, 4848, 4909, 5243, 5863, 5951, 6556, 6563, 6581, 6587, 6641, 7568, 7623, 7968, 8060, 8066, 8326, 8398]","[0, 6, 609, 627, 977, 1036, 1042, 1390, 1396, 1408, 2032, 2377, 2439, 2445, 2801, 3139, 3147, 3791, 3797, 4190, 4784, 4847, 4908, 5242, 5862, 5950, 6555, 6562, 6580, 6586, 6640, 7567, 7622, 7967, 8059, 8065, 8325, 8397]",0.14,0.332
GrandMalSeizures2,[4550],"[1, 7, 2062, 2260, 2560, 2766, 3468, 4449, 4463, 4520, 4782, 5290, 5518, 5538, 5558, 5810, 6039, 6257, 6382, 6388, 6805, 6812, 6826, 7200, 7206, 7782, 7788, 7799, 8200, 8569, 8597, 9169, 9277, 9747, 9917, 9923, 9930]","[0, 6, 2061, 2259, 2559, 2765, 3467, 4448, 4462, 4519, 4781, 5289, 5517, 5537, 5557, 5809, 6038, 6256, 6381, 6387, 6804, 6811, 6825, 7199, 7205, 7781, 7787, 7798, 8199, 8568, 8596, 9168, 9276, 9746, 9916, 9922, 9929]",0.1,0.252
GreatBarbet1,"[1900, 3700]","[1, 7, 1385, 1506, 1912, 1918, 3405, 3436, 3528, 3590]","[0, 6, 1384, 1505, 1911, 1917, 3404, 3435, 3527, 3589]",0.286,0.801
Herring,[],"[1, 7, 1602, 2497, 3394, 3521, 4926]","[0, 6, 1601, 2496, 3393, 3520, 4925]",0.222,0.32
InlineSkate,"[1058, 2704]","[1, 7, 236, 354, 360, 942, 1056, 1064, 1714, 1831, 1882, 1888, 2000, 2229, 2235, 2241, 2705, 2711, 3058, 3064, 3528, 3534, 3764, 4234, 4240, 4541, 4678]","[0, 6, 235, 353, 359, 941, 1055, 1063, 1713, 1830, 1881, 1887, 1999, 2228, 2234, 2240, 2704, 2710, 3057, 3063, 3527, 3533, 3763, 4233, 4239, 4540, 4677]",0.194,0.353
InsectEPG1,[3802],"[1, 7, 1770, 2534, 3321, 5249, 6714, 6920, 7063, 7979, 8279, 8789, 9046, 9092, 9351, 9357, 9611, 9897, 9929, 9935, 10407, 10413, 10536, 10720, 10950, 11327, 11361, 11491, 11792, 11958, 12184, 12803, 13122, 13402, 14101, 14283, 14414, 15205, 15746, 15830, 15836, 16221, 16287, 16872]","[0, 6, 1769, 2533, 3320, 5248, 6713, 6919, 7062, 7978, 8278, 8788, 9045, 9091, 9350, 9356, 9610, 9896, 9928, 9934, 10406, 10412, 10535, 10719, 10949, 11326, 11360, 11490, 11791, 11957, 12183, 12802, 13121, 13401, 14100, 14282, 14413, 15204, 15745, 15829, 15835, 16220, 16286, 16871]",0.043,0.19
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[1, 7, 2024]","[0, 6, 2023]",0.364,0.295
NogunGun,[3000],"[1, 7, 974, 1126, 1273, 1429, 1573, 1579, 1875, 1881, 2174, 2180, 2324, 2330, 2627, 2633, 3833, 3985, 4131, 4282, 4432, 4582, 4740, 4893, 5037, 5185, 5333, 5483, 5639, 5940, 6232, 6238, 6384, 6390, 6736, 6880]","[0, 6, 973, 1125, 1272, 1428, 1572, 1578, 1874, 1880, 2173, 2179, 2323, 2329, 2626, 2632, 3832, 3984, 4130, 4281, 4431, 4581, 4739, 4892, 5036, 5184, 5332, 5482, 5638, 5939, 6231, 6237, 6383, 6389, 6735, 6879]",0.051,0.235
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[1, 7, 1127, 1361, 1408, 1455, 1502, 1736, 2814, 3189, 3564, 3892, 3939, 4126, 4360, 4407, 4454, 4501, 4782, 4829, 4876, 5110, 5157, 5204, 5251, 5532, 5579, 5626, 5860, 5907, 5954, 6001, 6235, 6469, 6516, 6563, 6657, 6844, 6891, 6938, 6985, 7266, 7313, 7547, 7641, 7688, 7735, 7782, 7969, 8063, 8391, 8438, 8485, 8766, 8813, 9188, 9516, 9563, 9610, 9892, 9938, 9985, 10266, 10313, 10641, 10688, 11063, 11485, 11766, 12141, 12188]","[0, 6, 1126, 1360, 1407, 1454, 1501, 1735, 2813, 3188, 3563, 3891, 3938, 4125, 4359, 4406, 4453, 4500, 4781, 4828, 4875, 5109, 5156, 5203, 5250, 5531, 5578, 5625, 5859, 5906, 5953, 6000, 6234, 6468, 6515, 6562, 6656, 6843, 6890, 6937, 6984, 7265, 7312, 7546, 7640, 7687, 7734, 7781, 7968, 8062, 8390, 8437, 8484, 8765, 8812, 9187, 9515, 9562, 9609, 9891, 9937, 9984, 10265, 10312, 10640, 10687, 11062, 11484, 11765, 12140, 12187]",0.154,0.286
ShapesAll,"[1280, 2560, 3840, 5120]","[1, 7, 1282, 1288, 1409, 1415, 1537, 1921, 1927, 2050, 2056, 2178, 2184, 2305, 2311, 2433, 2439, 3329, 3335, 3457, 3463, 3805, 3841, 3847, 3969, 3976, 4610, 4737, 4743, 4866, 5122, 5249, 5255, 5761, 5890, 6231, 6239, 6273, 6279]","[0, 6, 1281, 1287, 1408, 1414, 1536, 1920, 1926, 2049, 2055, 2177, 2183, 2304, 2310, 2432, 2438, 3328, 3334, 3456, 3462, 3804, 3840, 3846, 3968, 3975, 4609, 4736, 4742, 4865, 5121, 5248, 5254, 5760, 5889, 6230, 6238, 6272, 6278]",0.178,0.546
