dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[1, 7, 1051, 1057, 1290, 1298, 2185, 2423, 2463, 2469, 3088, 3275, 3338, 3344]","[0, 6, 1050, 1056, 1289, 1297, 2184, 2422, 2462, 2468, 3087, 3274, 3337, 3343]",0.125,0.302
EEGRat,[1000],"[1, 7, 13, 1032, 1060, 1123, 1129, 1159, 1251, 1258, 1291]","[0, 6, 12, 1031, 1059, 1122, 1128, 1158, 1250, 1257, 1290]",0.143,0.833
EEGRat2,[1000],"[1, 7, 16, 32, 38, 1001, 1129, 1485, 1491, 1561, 1778, 1802, 1808]","[0, 6, 15, 31, 37, 1000, 1128, 1484, 1490, 1560, 1777, 1801, 1807]",0.25,0.659
FaceFour,"[2800, 5600, 6650]","[1, 7, 610, 627, 976, 983, 1037, 1043, 1324, 1391, 1397, 1409, 1415, 2018, 2032, 2344, 2378, 2384, 2440, 2446, 2802, 3082, 3140, 3148, 3493, 3792, 3798, 3805, 4191, 4198, 4492, 4785, 4791, 4847, 4909, 4915, 5243, 5252, 5545, 5647, 5860, 5951, 5957, 6001, 6555, 6563, 6569, 6581, 6587, 6595, 6641, 7280, 7568, 7574, 7623, 7629, 7968, 7974, 8048, 8060, 8066, 8326, 8340, 8398]","[0, 6, 609, 626, 975, 982, 1036, 1042, 1323, 1390, 1396, 1408, 1414, 2017, 2031, 2343, 2377, 2383, 2439, 2445, 2801, 3081, 3139, 3147, 3492, 3791, 3797, 3804, 4190, 4197, 4491, 4784, 4790, 4846, 4908, 4914, 5242, 5251, 5544, 5646, 5859, 5950, 5956, 6000, 6554, 6562, 6568, 6580, 6586, 6594, 6640, 7279, 7567, 7573, 7622, 7628, 7967, 7973, 8047, 8059, 8065, 8325, 8339, 8397]",0.116,0.258
GrandMalSeizures2,[4550],"[1, 7, 13, 1145, 2062, 2260, 2560, 2766, 3136, 3214, 3468, 3623, 3709, 3956, 4268, 4396, 4449, 4462, 4520, 4782, 4788, 5249, 5290, 5518, 5538, 5557, 5567, 5788, 5810, 6039, 6257, 6382, 6388, 6805, 6812, 6818, 6826, 6832, 7200, 7206, 7398, 7782, 7788, 7798, 7953, 8200, 8378, 8569, 8588, 8597, 8765, 9168, 9277, 9427, 9626, 9747, 9911, 9917, 9923, 9930, 10239]","[0, 6, 12, 1144, 2061, 2259, 2559, 2765, 3135, 3213, 3467, 3622, 3708, 3955, 4267, 4395, 4448, 4461, 4519, 4781, 4787, 5248, 5289, 5517, 5537, 5556, 5566, 5787, 5809, 6038, 6256, 6381, 6387, 6804, 6811, 6817, 6825, 6831, 7199, 7205, 7397, 7781, 7787, 7797, 7952, 8199, 8377, 8568, 8587, 8596, 8764, 9167, 9276, 9426, 9625, 9746, 9910, 9916, 9922, 9929, 10238]",0.062,0.153
GreatBarbet1,"[1900, 3700]","[1, 7, 1211, 1384, 1506, 1512, 1912, 1918, 2093, 3098, 3229, 3405, 3436, 3528, 3534, 3590, 3596]","[0, 6, 1210, 1383, 1505, 1511, 1911, 1917, 2092, 3097, 3228, 3404, 3435, 3527, 3533, 3589, 3595]",0.19,0.663
Herring,[],"[1, 7, 1282, 1602, 1982, 2136, 2497, 3135, 3394, 3521, 3527, 3648, 3904, 4926]","[0, 6, 1281, 1601, 1981, 2135, 2496, 3134, 3393, 3520, 3526, 3647, 3903, 4925]",0.125,0.255
InlineSkate,"[1058, 2704]","[1, 7, 119, 236, 242, 354, 360, 471, 942, 948, 1055, 1064, 1714, 1831, 1882, 1888, 2000, 2006, 2067, 2229, 2235, 2241, 2705, 2711, 2891, 3058, 3064, 3361, 3518, 3528, 3534, 3763, 4234, 4240, 4540, 4677]","[0, 6, 118, 235, 241, 353, 359, 470, 941, 947, 1054, 1063, 1713, 1830, 1881, 1887, 1999, 2005, 2066, 2228, 2234, 2240, 2704, 2710, 2890, 3057, 3063, 3360, 3517, 3527, 3533, 3762, 4233, 4239, 4539, 4676]",0.15,0.33
InsectEPG1,[3802],"[1, 7, 1770, 1844, 2507, 2534, 3200, 3301, 3315, 3321, 4983, 5200, 5248, 5294, 5386, 5572, 5732, 5794, 5922, 5951, 6415, 6714, 6720, 6920, 6926, 7063, 7071, 7220, 7605, 7928, 7979, 7985, 8279, 8285, 8325, 8598, 8637, 8789, 8795, 9046, 9092, 9098, 9351, 9357, 9611, 9617, 9688, 9897, 9903, 9929, 9935, 10407, 10413, 10536, 10542, 10720, 10915, 10950, 11258, 11327, 11361, 11367, 11491, 11791, 11958, 11964, 12007, 12184, 12297, 12467, 12562, 12571, 12803, 12809, 12865, 13122, 13402, 13511, 13729, 13755, 13877, 14010, 14101, 14251, 14283, 14289, 14414, 14817, 15205, 15477, 15533, 15746, 15830, 15836, 15897, 15903, 16163, 16221, 16229, 16286, 16617, 16872]","[0, 6, 1769, 1843, 2506, 2533, 3199, 3300, 3314, 3320, 4982, 5199, 5247, 5293, 5385, 5571, 5731, 5793, 5921, 5950, 6414, 6713, 6719, 6919, 6925, 7062, 7070, 7219, 7604, 7927, 7978, 7984, 8278, 8284, 8324, 8597, 8636, 8788, 8794, 9045, 9091, 9097, 9350, 9356, 9610, 9616, 9687, 9896, 9902, 9928, 9934, 10406, 10412, 10535, 10541, 10719, 10914, 10949, 11257, 11326, 11360, 11366, 11490, 11790, 11957, 11963, 12006, 12183, 12296, 12466, 12561, 12570, 12802, 12808, 12864, 13121, 13401, 13510, 13728, 13754, 13876, 14009, 14100, 14250, 14282, 14288, 14413, 14816, 15204, 15476, 15532, 15745, 15829, 15835, 15896, 15902, 16162, 16220, 16228, 16285, 16616, 16871]",0.019,0.171
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[1, 7, 13, 2023, 2084, 2096, 3109]","[0, 6, 12, 2022, 2083, 2095, 3108]",0.267,0.423
