dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[1, 7, 1293, 2463, 2469, 3275, 3338]","[0, 6, 1292, 2462, 2468, 3274, 3337]",0.222,0.372
EEGRat,[1000],"[1, 7, 1032, 1060, 1253]","[0, 6, 1031, 1059, 1252]",0.25,0.855
EEGRat2,[1000],"[1, 7, 32, 1130, 1485, 1561, 1802]","[0, 6, 31, 1129, 1484, 1560, 1801]",0.2,0.606
FaceFour,"[2800, 5600, 6650]","[1, 7, 978, 1037, 1391, 1397, 1409, 2378, 2440, 2446, 2802, 3140, 3148, 3792, 3798, 4191, 4785, 4910, 5243, 5951, 6556, 6563, 6581, 6587, 7623, 7968, 8060, 8066, 8398]","[0, 6, 977, 1036, 1390, 1396, 1408, 2377, 2439, 2445, 2801, 3139, 3147, 3791, 3797, 4190, 4784, 4909, 5242, 5950, 6555, 6562, 6580, 6586, 7622, 7967, 8059, 8065, 8397]",0.176,0.376
GrandMalSeizures2,[4550],"[1, 7, 2260, 4451, 4783, 5290, 5558, 6040, 6257, 6805, 6812, 6826, 7200, 7782, 8597, 9169, 9277, 9917, 9930]","[0, 6, 2259, 4450, 4782, 5289, 5557, 6039, 6256, 6804, 6811, 6825, 7199, 7781, 8596, 9168, 9276, 9916, 9929]",0.182,0.294
GreatBarbet1,"[1900, 3700]","[1, 7, 1506, 1912, 1918, 3528, 3590]","[0, 6, 1505, 1911, 1917, 3527, 3589]",0.364,0.853
Herring,[],"[1, 7, 4927]","[0, 6, 4926]",0.4,0.986
InlineSkate,"[1058, 2704]","[1, 7, 354, 1056, 1064, 1832, 1882, 2000, 2229, 2235, 2241, 2705, 2711, 3058, 3064, 3528, 3534, 3764, 4234, 4240, 4541]","[0, 6, 353, 1055, 1063, 1831, 1881, 1999, 2228, 2234, 2240, 2704, 2710, 3057, 3063, 3527, 3533, 3763, 4233, 4239, 4540]",0.24,0.402
InsectEPG1,[3802],"[1, 7, 2535, 3322, 6714, 7065, 7979, 9046, 9092, 9351, 9611, 9897, 9929, 10408, 10536, 10721, 11361, 11792, 11958, 12803, 13123, 13402, 14101, 14283, 14415, 15209, 15830, 16224, 16287, 16872]","[0, 6, 2534, 3321, 6713, 7064, 7978, 9045, 9091, 9350, 9610, 9896, 9928, 10407, 10535, 10720, 11360, 11791, 11957, 12802, 13122, 13401, 14100, 14282, 14414, 15208, 15829, 16223, 16286, 16871]",0.061,0.314
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[1, 7, 2024]","[0, 6, 2023]",0.364,0.295
NogunGun,[3000],"[1, 7, 974, 1126, 1273, 1429, 1573, 1579, 1875, 1881, 2174, 2180, 2324, 2627, 2633, 3833, 3985, 4132, 4283, 4432, 4583, 4740, 4894, 5037, 5186, 5334, 5483, 5639, 6232, 6384, 6390, 6880]","[0, 6, 973, 1125, 1272, 1428, 1572, 1578, 1874, 1880, 2173, 2179, 2323, 2626, 2632, 3832, 3984, 4131, 4282, 4431, 4582, 4739, 4893, 5036, 5185, 5333, 5482, 5638, 6231, 6383, 6389, 6879]",0.057,0.235
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[1, 1408, 1456, 4126, 4407, 4454, 4501, 4782, 4829, 5157, 5907, 6001, 6469, 6657, 7266, 7641, 7688, 8766, 8813]","[0, 1407, 1455, 4125, 4406, 4453, 4500, 4781, 4828, 5156, 5906, 6000, 6468, 6656, 7265, 7640, 7687, 8765, 8812]",0.154,0.562
ShapesAll,"[1280, 2560, 3840, 5120]","[1, 7, 1282, 1288, 1409, 1537, 1921, 1927, 2050, 2178, 2305, 2311, 2433, 3329, 3457, 3463, 3841, 3847, 3969, 4737, 4743, 4866, 5249, 5255, 5761, 6235, 6273]","[0, 6, 1281, 1287, 1408, 1536, 1920, 1926, 2049, 2177, 2304, 2310, 2432, 3328, 3456, 3462, 3840, 3846, 3968, 4736, 4742, 4865, 5248, 5254, 5760, 6234, 6272]",0.182,0.567
TiltECG,[25000],"[1, 7, 553, 756, 762, 960, 1163, 1357, 1557, 1763, 1769, 1964, 2157, 2357, 2363, 2557, 2763, 2975, 2981, 3184, 3395, 3401, 3605, 3807, 4015, 4228, 4237, 4446, 4452, 4653, 4861, 5073, 5081, 5287, 5492, 5700, 5706, 5906, 5912, 6114, 6120, 6313, 6517, 6523, 6720, 6922, 6928, 7117, 7310, 7509, 7705, 7899, 8090, 8099, 8289, 8295, 8486, 8492, 8678, 8867, 8875, 9063, 9259, 9265, 9456, 9645, 9838, 9844, 10033, 10039, 10228, 10417, 10610, 10618, 10809, 10815, 11006, 11012, 11200, 11390, 11589, 11595, 11785, 11981, 11987, 12169, 12367, 12373, 12563, 12758, 12945, 13137, 13335, 13531, 13537, 13719, 13910, 13918, 14109, 14115, 14303, 14309, 14496, 14684, 14692, 14883, 15079, 15276, 15282, 15465, 15661, 15856, 15862, 16050, 16239, 16434, 16630, 16636, 16828, 16834, 17028, 17220, 17228, 17420, 17620, 17822, 18015, 18215, 18223, 18422, 18428, 18626, 18632, 18823, 19028, 19235, 19241, 19439, 19638, 19831, 19837, 20024, 20030, 20215, 20403, 20409, 20589, 20595, 20778, 20958, 21146, 21341, 21347, 21534, 21731, 21737, 21921, 22117, 22321, 22526, 22532, 22733, 22934, 22942, 23143, 23350, 23356, 23556, 23562, 23754, 23958, 24172, 24178, 24376, 24577, 24585, 24784, 25182, 25381, 25581, 25783, 25981, 26182, 26374, 26570, 26762, 26949, 27135, 27520, 27711, 27902, 28096, 28291, 28481, 28674, 28871, 29073, 29081, 29266, 29457, 29653, 29850, 30043, 30241, 30442, 30640, 30834, 31031, 31229, 31425, 31618, 31814, 32012, 32210, 32402, 32597, 32794, 32802, 32990, 33356, 33537, 33543, 33900, 34083, 34091, 34263, 34272, 34443, 34452, 34631, 34639, 34821, 35011, 35208, 35396, 35581, 35769, 35963, 36160, 36358, 36551, 36753, 36761, 36958, 37161, 37365, 37570, 37769, 37969, 38172, 38380, 38585, 38783, 38985, 39187, 39384, 39584, 39784, 39980]","[0, 6, 552, 755, 761, 959, 1162, 1356, 1556, 1762, 1768, 1963, 2156, 2356, 2362, 2556, 2762, 2974, 2980, 3183, 3394, 3400, 3604, 3806, 4014, 4227, 4236, 4445, 4451, 4652, 4860, 5072, 5080, 5286, 5491, 5699, 5705, 5905, 5911, 6113, 6119, 6312, 6516, 6522, 6719, 6921, 6927, 7116, 7309, 7508, 7704, 7898, 8089, 8098, 8288, 8294, 8485, 8491, 8677, 8866, 8874, 9062, 9258, 9264, 9455, 9644, 9837, 9843, 10032, 10038, 10227, 10416, 10609, 10617, 10808, 10814, 11005, 11011, 11199, 11389, 11588, 11594, 11784, 11980, 11986, 12168, 12366, 12372, 12562, 12757, 12944, 13136, 13334, 13530, 13536, 13718, 13909, 13917, 14108, 14114, 14302, 14308, 14495, 14683, 14691, 14882, 15078, 15275, 15281, 15464, 15660, 15855, 15861, 16049, 16238, 16433, 16629, 16635, 16827, 16833, 17027, 17219, 17227, 17419, 17619, 17821, 18014, 18214, 18222, 18421, 18427, 18625, 18631, 18822, 19027, 19234, 19240, 19438, 19637, 19830, 19836, 20023, 20029, 20214, 20402, 20408, 20588, 20594, 20777, 20957, 21145, 21340, 21346, 21533, 21730, 21736, 21920, 22116, 22320, 22525, 22531, 22732, 22933, 22941, 23142, 23349, 23355, 23555, 23561, 23753, 23957, 24171, 24177, 24375, 24576, 24584, 24783, 25181, 25380, 25580, 25782, 25980, 26181, 26373, 26569, 26761, 26948, 27134, 27519, 27710, 27901, 28095, 28290, 28480, 28673, 28870, 29072, 29080, 29265, 29456, 29652, 29849, 30042, 30240, 30441, 30639, 30833, 31030, 31228, 31424, 31617, 31813, 32011, 32209, 32401, 32596, 32793, 32801, 32989, 33355, 33536, 33542, 33899, 34082, 34090, 34262, 34271, 34442, 34451, 34630, 34638, 34820, 35010, 35207, 35395, 35580, 35768, 35962, 36159, 36357, 36550, 36752, 36760, 36957, 37160, 37364, 37569, 37768, 37968, 38171, 38379, 38584, 38782, 38984, 39186, 39383, 39583, 39783, 39979]",0.015,0.023
ToeSegmentation1,[1385],"[1, 7, 1545, 2209, 2217, 2648, 2654, 2765]","[0, 6, 1544, 2208, 2216, 2647, 2653, 2764]",0.182,0.686
ToeSegmentation2,[1543],"[1, 1459, 1887, 1973, 2244, 2744, 2750, 2995]","[0, 1458, 1886, 1972, 2243, 2743, 2749, 2994]",0.182,0.634
Trace,"[1443, 2955]","[1, 7, 28, 34, 917, 923, 1119, 1125, 1189, 1332, 1444, 1650, 1719, 1925, 1994, 2000, 2200, 2269, 2475, 2544, 2750, 2819, 2825, 2888, 2956, 3231, 3237, 3437, 3506, 3712, 3781, 3787, 3987, 4125, 4331, 4337, 4537, 4606, 4612, 4812, 4881]","[0, 6, 27, 33, 916, 922, 1118, 1124, 1188, 1331, 1443, 1649, 1718, 1924, 1993, 1999, 2199, 2268, 2474, 2543, 2749, 2818, 2824, 2887, 2955, 3230, 3236, 3436, 3505, 3711, 3780, 3786, 3986, 4124, 4330, 4336, 4536, 4605, 4611, 4811, 4880]",0.133,0.268
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]","[1, 1103, 2568]","[0, 1102, 2567]",0.444,0.425
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[1],[0],0.286,0.201
