dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[1, 1293]","[0, 1292]",0.5,0.626
EEGRat,[1000],"[1, 1254]","[0, 1253]",0.4,0.771
EEGRat2,[1000],[1],[0],0.5,0.5
FaceFour,"[2800, 5600, 6650]","[1, 1037, 2440, 3140, 3792, 4191, 5246, 6581, 8398]","[0, 1036, 2439, 3139, 3791, 4190, 5245, 6580, 8397]",0.286,0.58
GrandMalSeizures2,[4550],"[1, 9278, 9917]","[0, 9277, 9916]",0.333,0.469
GreatBarbet1,"[1900, 3700]","[1, 1912]","[0, 1911]",0.667,0.722
Herring,[],[1],[0],0.667,1.0
InlineSkate,"[1058, 2704]","[1, 1058, 2235, 2241, 2705, 3058, 3528, 4234]","[0, 1057, 2234, 2240, 2704, 3057, 3527, 4233]",0.5,0.61
InsectEPG1,[3802],"[1, 9897]","[0, 9896]",0.4,0.504
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[1],[0],0.222,0.149
NogunGun,[3000],"[1, 1274, 1573, 1875, 2174, 2627, 4284, 4741, 6384, 6880]","[0, 1273, 1572, 1874, 2173, 2626, 4283, 4740, 6383, 6879]",0.154,0.395
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[1],[0],0.25,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[1, 1538, 2305, 3970, 4737, 5249, 6274]","[0, 1537, 2304, 3969, 4736, 5248, 6273]",0.154,0.72
TiltECG,[25000],"[1, 756, 960, 1163, 1561, 1763, 1964, 2357, 2764, 2975, 3395, 3605, 4019, 4232, 4446, 5076, 5288, 5495, 5700, 5906, 6114, 6517, 6720, 6922, 7313, 7509, 7706, 8094, 8289, 8486, 8870, 9064, 9259, 9645, 9838, 10033, 10613, 10809, 11006, 11393, 11589, 11981, 12172, 12367, 12564, 12759, 13140, 13335, 13531, 13913, 14109, 14303, 14687, 15080, 15276, 15856, 16434, 16630, 16828, 17223, 17620, 17822, 18218, 18422, 18626, 19235, 19440, 19831, 20024, 20215, 20403, 20589, 21149, 21341, 21534, 21731, 22122, 22322, 22526, 22734, 22937, 23143, 23350, 23556, 23963, 24172, 24580, 25183, 25582, 25783, 25982, 26375, 26570, 26763, 27711, 28291, 28481, 28872, 29076, 29266, 29851, 30044, 30442, 30641, 31032, 31234, 31426, 32016, 32211, 32403, 32602, 32797, 33537, 34268, 34447, 34635, 35011, 35581, 35967, 36164, 36358, 36756, 37164, 37369, 37571, 38175, 38383, 38784, 39385]","[0, 755, 959, 1162, 1560, 1762, 1963, 2356, 2763, 2974, 3394, 3604, 4018, 4231, 4445, 5075, 5287, 5494, 5699, 5905, 6113, 6516, 6719, 6921, 7312, 7508, 7705, 8093, 8288, 8485, 8869, 9063, 9258, 9644, 9837, 10032, 10612, 10808, 11005, 11392, 11588, 11980, 12171, 12366, 12563, 12758, 13139, 13334, 13530, 13912, 14108, 14302, 14686, 15079, 15275, 15855, 16433, 16629, 16827, 17222, 17619, 17821, 18217, 18421, 18625, 19234, 19439, 19830, 20023, 20214, 20402, 20588, 21148, 21340, 21533, 21730, 22121, 22321, 22525, 22733, 22936, 23142, 23349, 23555, 23962, 24171, 24579, 25182, 25581, 25782, 25981, 26374, 26569, 26762, 27710, 28290, 28480, 28871, 29075, 29265, 29850, 30043, 30441, 30640, 31031, 31233, 31425, 32015, 32210, 32402, 32601, 32796, 33536, 34267, 34446, 34634, 35010, 35580, 35966, 36163, 36357, 36755, 37163, 37368, 37570, 38174, 38382, 38783, 39384]",0.03,0.043
ToeSegmentation1,[1385],[1],[0],0.5,0.5
ToeSegmentation2,[1543],"[1, 1459, 1974, 2245, 2744]","[0, 1458, 1973, 2244, 2743]",0.25,0.634
Trace,"[1443, 2955]","[1, 3231, 3781, 4331]","[0, 3230, 3780, 4330]",0.25,0.414
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[1],[0],0.286,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[1],[0],0.286,0.201
WordSynonyms,"[202, 2227]","[1, 1373, 2235]","[0, 1372, 2234]",0.571,0.524
Yoga,[7295],"[1, 853, 2291, 3197, 3888, 4688, 4900, 5753, 5913, 6179, 6391, 7191, 7457, 7882, 8148, 8787, 9214, 9800, 10278, 10757, 11344, 11396, 12710, 13286, 13473, 14964, 15177]","[0, 852, 2290, 3196, 3887, 4687, 4899, 5752, 5912, 6178, 6390, 7190, 7456, 7881, 8147, 8786, 9213, 9799, 10277, 10756, 11343, 11395, 12709, 13285, 13472, 14963, 15176]",0.133,0.183
