dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[1, 7, 1293, 2463, 2469, 3276, 3338]","[0, 6, 1292, 2462, 2468, 3275, 3337]",0.222,0.372
EEGRat,[1000],"[1, 7, 1060, 1253]","[0, 6, 1059, 1252]",0.286,0.842
EEGRat2,[1000],"[1, 7, 32, 1485, 1561, 1802]","[0, 6, 31, 1484, 1560, 1801]",0.222,0.449
FaceFour,"[2800, 5600, 6650]","[1, 7, 978, 1037, 1391, 1409, 2378, 2440, 2446, 2802, 3140, 3148, 3792, 3798, 4191, 5243, 5951, 6556, 6563, 6581, 7623, 7968, 8060, 8398]","[0, 6, 977, 1036, 1390, 1408, 2377, 2439, 2445, 2801, 3139, 3147, 3791, 3797, 4190, 5242, 5950, 6555, 6562, 6580, 7622, 7967, 8059, 8397]",0.207,0.424
GrandMalSeizures2,[4550],"[1, 4451, 5290, 6826, 7200, 7782, 8598, 9169, 9277, 9917]","[0, 4450, 5289, 6825, 7199, 7781, 8597, 9168, 9276, 9916]",0.308,0.574
GreatBarbet1,"[1900, 3700]","[1, 7, 1506, 1912, 1918, 3528, 3590]","[0, 6, 1505, 1911, 1917, 3527, 3589]",0.364,0.853
Herring,[],"[1, 7]","[0, 6]",0.5,0.999
InlineSkate,"[1058, 2704]","[1, 7, 354, 1056, 1064, 1832, 1883, 2000, 2230, 2236, 2705, 2711, 3058, 3064, 3528, 3534, 3764, 4234, 4240]","[0, 6, 353, 1055, 1063, 1831, 1882, 1999, 2229, 2235, 2704, 2710, 3057, 3063, 3527, 3533, 3763, 4233, 4239]",0.261,0.425
InsectEPG1,[3802],"[1, 7, 2535, 3322, 6715, 7065, 9046, 9092, 9351, 9611, 9897, 9929, 10721, 11361, 11792, 11958, 12803, 13402, 15209, 15830, 16224, 16872]","[0, 6, 2534, 3321, 6714, 7064, 9045, 9091, 9350, 9610, 9896, 9928, 10720, 11360, 11791, 11957, 12802, 13401, 15208, 15829, 16223, 16871]",0.08,0.314
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[1, 7, 2024]","[0, 6, 2023]",0.364,0.295
NogunGun,[3000],"[1, 7, 974, 1126, 1273, 1429, 1573, 1579, 1875, 1881, 2174, 2180, 2324, 2627, 2633, 3833, 3986, 4132, 4283, 4432, 4583, 4740, 4894, 5037, 5186, 5484, 5639, 6233, 6384, 6390, 6880]","[0, 6, 973, 1125, 1272, 1428, 1572, 1578, 1874, 1880, 2173, 2179, 2323, 2626, 2632, 3832, 3985, 4131, 4282, 4431, 4582, 4739, 4893, 5036, 5185, 5483, 5638, 6232, 6383, 6389, 6879]",0.059,0.235
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]","[1, 4126, 4829, 5157, 6469]","[0, 4125, 4828, 5156, 6468]",0.333,0.415
ShapesAll,"[1280, 2560, 3840, 5120]","[1, 7, 1282, 1288, 1409, 1537, 1921, 1927, 2178, 2305, 2311, 2433, 3329, 3457, 3463, 3841, 3969, 4737, 4743, 5249, 5255, 6235, 6273]","[0, 6, 1281, 1287, 1408, 1536, 1920, 1926, 2177, 2304, 2310, 2432, 3328, 3456, 3462, 3840, 3968, 4736, 4742, 5248, 5254, 6234, 6272]",0.207,0.641
