dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[1, 7, 1293, 2463, 3276]","[0, 6, 1292, 2462, 3275]",0.286,0.372
EEGRat,[1000],"[1, 1253]","[0, 1252]",0.4,0.772
EEGRat2,[1000],"[1, 7, 1802]","[0, 6, 1801]",0.333,0.477
FaceFour,"[2800, 5600, 6650]","[1, 7, 978, 1037, 1391, 1409, 2379, 2440, 3140, 3792, 3798, 4191, 5245, 5951, 6581, 7623, 7968, 8398]","[0, 6, 977, 1036, 1390, 1408, 2378, 2439, 3139, 3791, 3797, 4190, 5244, 5950, 6580, 7622, 7967, 8397]",0.174,0.428
GrandMalSeizures2,[4550],"[1, 5291, 6826, 7200, 7782, 9169, 9278, 9917]","[0, 5290, 6825, 7199, 7781, 9168, 9277, 9916]",0.182,0.522
GreatBarbet1,"[1900, 3700]","[1, 7, 1506, 1912, 3528, 3590]","[0, 6, 1505, 1911, 3527, 3589]",0.4,0.854
Herring,[],"[1, 7]","[0, 6]",0.5,0.999
InlineSkate,"[1058, 2704]","[1, 7, 1057, 1064, 1832, 2230, 2236, 2705, 2711, 3058, 3528, 3534, 3764, 4234, 4240]","[0, 6, 1056, 1063, 1831, 2229, 2235, 2704, 2710, 3057, 3527, 3533, 3763, 4233, 4239]",0.316,0.498
InsectEPG1,[3802],"[1, 7, 2535, 3322, 6715, 7065, 9047, 9351, 9897, 9929, 11361, 13402, 15210, 15830, 16224, 16872]","[0, 6, 2534, 3321, 6714, 7064, 9046, 9350, 9896, 9928, 11360, 13401, 15209, 15829, 16223, 16871]",0.105,0.314
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]","[1, 7]","[0, 6]",0.2,0.149
NogunGun,[3000],"[1, 7, 975, 1126, 1273, 1430, 1573, 1579, 1875, 2174, 2324, 2627, 3833, 3986, 4133, 4283, 4583, 4740, 5038, 5186, 5484, 5639, 6234, 6384, 6390, 6880]","[0, 6, 974, 1125, 1272, 1429, 1572, 1578, 1874, 2173, 2323, 2626, 3832, 3985, 4132, 4282, 4582, 4739, 5037, 5185, 5483, 5638, 6233, 6383, 6389, 6879]",0.069,0.235
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[1],[0],0.25,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[1, 7, 1282, 1409, 1537, 1921, 2179, 2305, 2311, 2433, 3457, 3841, 3970, 4737, 5249, 6273]","[0, 6, 1281, 1408, 1536, 1920, 2178, 2304, 2310, 2432, 3456, 3840, 3969, 4736, 5248, 6272]",0.273,0.666
