dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 205, 306, 407, 508, 639, 740, 841, 942, 1063, 1164, 1265, 1366, 1467, 1568, 1669, 1787, 1888, 1989, 2090, 2221, 2322, 2423, 2524, 2653, 2754, 2855, 2956, 3083, 3184, 3285]","[199, 304, 405, 506, 607, 738, 839, 940, 1041, 1162, 1263, 1364, 1465, 1566, 1667, 1768, 1886, 1987, 2088, 2189, 2320, 2421, 2522, 2623, 2752, 2853, 2954, 3055, 3182, 3283, 3384]",0.061,0.049
EEGRat,[1000],"[85, 163, 219, 272, 465, 516, 570, 657, 754, 929]","[134, 212, 268, 321, 514, 565, 619, 706, 803, 978]",0.154,0.563
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[4569, 4620, 4903, 4954, 5906, 6193, 6343, 6512, 6598, 6649, 7021, 7072, 7215, 7573, 7634, 8086, 8358, 8409, 8460, 8511, 8564, 8877, 8928, 8979, 9351, 9737, 9984, 10038, 10220, 10377]","[4618, 4669, 4952, 5003, 5955, 6242, 6392, 6561, 6647, 6698, 7070, 7121, 7264, 7622, 7683, 8135, 8407, 8458, 8509, 8560, 8613, 8926, 8977, 9028, 9400, 9786, 10033, 10087, 10269, 10426]",0.121,0.526
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[180, 560, 1583, 1839, 2222, 2863, 2990]","[229, 609, 1632, 1888, 2271, 2912, 3039]",0.222,0.401
InlineSkate,"[1058, 2704]","[50, 101, 156, 208, 259, 310, 376, 427, 531, 583, 644, 699, 759, 814, 878, 929, 980, 1058, 1109, 1160, 1211, 1274, 1325, 1376, 1437, 1509, 1584, 1635, 1686, 1737, 1810, 1871, 1957, 2024, 2086, 2140, 2234, 2285, 2336, 2390, 2450, 2520, 2577, 2666, 2717, 2768, 2819, 2875, 2932, 2983, 3034, 3085, 3136, 3187, 3240, 3291, 3342, 3394, 3527, 3578, 3629, 3680, 3816, 3873, 3946, 3998, 4049, 4100, 4151, 4202, 4253, 4326, 4377, 4428, 4479, 4530, 4581, 4668, 4719, 4770]","[99, 150, 205, 257, 308, 359, 425, 476, 580, 632, 693, 748, 808, 863, 927, 978, 1029, 1107, 1158, 1209, 1260, 1323, 1374, 1425, 1486, 1558, 1633, 1684, 1735, 1786, 1859, 1920, 2006, 2073, 2135, 2189, 2283, 2334, 2385, 2439, 2499, 2569, 2626, 2715, 2766, 2817, 2868, 2924, 2981, 3032, 3083, 3134, 3185, 3236, 3289, 3340, 3391, 3443, 3576, 3627, 3678, 3729, 3865, 3922, 3995, 4047, 4098, 4149, 4200, 4251, 4302, 4375, 4426, 4477, 4528, 4579, 4630, 4717, 4768, 4819]",0.071,0.069
InsectEPG1,[3802],[4870],[5119],0.5,0.888
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[136, 268, 394, 521, 651, 735, 1031, 1449, 2284, 2336, 2459, 2537, 2627, 2678, 3143, 3269, 3320, 3391, 3698, 3781, 3923, 4070, 4128, 4179, 4251, 4307, 4438, 4498, 4559, 4618, 4691, 4742, 4801, 4946, 5080, 5142, 5224, 5284, 5356, 5415, 5481, 5539, 5607, 5666, 5738, 5796, 5863, 5923, 5996, 6054, 6122, 6182, 6248, 6307]","[185, 317, 443, 570, 700, 784, 1080, 1498, 2333, 2385, 2508, 2586, 2676, 2727, 3192, 3318, 3369, 3440, 3747, 3830, 3972, 4119, 4177, 4228, 4300, 4356, 4487, 4547, 4608, 4667, 4740, 4791, 4850, 4995, 5129, 5191, 5273, 5333, 5405, 5464, 5530, 5588, 5656, 5715, 5787, 5845, 5912, 5972, 6045, 6103, 6171, 6231, 6297, 6356]",0.133,0.287
TiltECG,[25000],"[24567, 26562, 33055, 34056]","[25566, 27561, 34054, 35055]",0.286,0.776
ToeSegmentation1,[1385],"[1511, 1907]","[1560, 1956]",0.4,0.77
ToeSegmentation2,[1543],"[1003, 1054, 1105, 1156, 1527, 1578, 1746, 2349, 2542, 2600, 2886]","[1052, 1103, 1154, 1205, 1576, 1627, 1795, 2398, 2591, 2649, 2935]",0.286,0.52
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
