dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 201, 302, 403, 504, 605, 706, 807, 916, 1017, 1118, 1219, 1320, 1421, 1522, 1630, 1731, 1832, 1933, 2034, 2135, 2236, 2343, 2444, 2545, 2646, 2747, 2848, 2949, 3050, 3151, 3252]","[199, 300, 401, 502, 603, 704, 805, 906, 1015, 1116, 1217, 1318, 1419, 1520, 1621, 1729, 1830, 1931, 2032, 2133, 2234, 2335, 2442, 2543, 2644, 2745, 2846, 2947, 3048, 3149, 3250, 3351]",0.059,0.059
EEGRat,[1000],"[59, 110, 161, 212, 269, 332, 383, 434, 485, 536, 587, 638, 689, 740, 805, 856, 907, 958, 1009, 1060, 1111, 1199, 1250, 1301, 1359, 1410, 1463, 1517, 1570, 1621, 1729, 1938]","[108, 159, 210, 261, 318, 381, 432, 483, 534, 585, 636, 687, 738, 789, 854, 905, 956, 1007, 1058, 1109, 1160, 1248, 1299, 1350, 1408, 1459, 1512, 1566, 1619, 1670, 1778, 1987]",0.114,0.137
EEGRat2,[1000],"[60, 111, 199, 250, 301, 359, 410, 463, 517, 570, 621, 729, 938, 998, 1049, 1113, 1237, 1288, 1410, 1461, 1535, 1603, 1654, 1757, 1917]","[109, 160, 248, 299, 350, 408, 459, 512, 566, 619, 670, 778, 987, 1047, 1098, 1162, 1286, 1337, 1459, 1510, 1584, 1652, 1703, 1806, 1966]",0.143,0.184
FaceFour,"[2800, 5600, 6650]","[250, 582, 910, 1264, 1642, 1956, 2295, 2653, 2964, 3215, 3466, 3717, 3968, 4230, 4552, 4852, 5103, 5498, 5846, 6289, 6540, 6860, 7235, 7604, 7935]","[499, 831, 1159, 1513, 1891, 2205, 2544, 2902, 3213, 3464, 3715, 3966, 4217, 4479, 4801, 5101, 5352, 5747, 6095, 6538, 6789, 7109, 7484, 7853, 8184]",0.067,0.2
GrandMalSeizures2,[4550],"[203, 463, 664, 715, 821, 896, 1135, 1221, 1550, 1793, 1939, 1990, 2145, 2239, 2292, 2370, 2441, 2552, 2685, 2766, 2817, 2868, 2919, 2970, 3091, 3160, 3211, 3262, 3324, 3377, 3428, 3514, 3565, 3616, 3754, 3850, 4004, 4124, 4175, 4251, 4314, 4379, 4446, 4497, 4548, 4599, 4650, 4701, 4752, 4803, 4854, 4905, 4956, 5019, 5070, 5158, 5242, 5310, 5361, 5412, 5463, 5514, 5565, 5616, 5727, 5811, 5862, 5913, 5996, 6069, 6125, 6176, 6242, 6293, 6344, 6395, 6446, 6497, 6548, 6599, 6650, 6701, 6752, 6803, 6854, 6911, 6998, 7053, 7104, 7155, 7206, 7257, 7308, 7359, 7413, 7464, 7520, 7571, 7624, 7675, 7726, 7790, 7852, 7910, 7961, 8012, 8063, 8126, 8177, 8228, 8321, 8372, 8423, 8474, 8525, 8576, 8627, 8678, 8729, 8780, 8831, 8882, 8933, 8984, 9035, 9097, 9148, 9199, 9254, 9305, 9356, 9407, 9461, 9512, 9578, 9637, 9688, 9739, 9790, 9854, 9905, 9956, 10007, 10058, 10133, 10184, 10235, 10286, 10343]","[252, 512, 713, 764, 870, 945, 1184, 1270, 1599, 1842, 1988, 2039, 2194, 2288, 2341, 2419, 2490, 2601, 2734, 2815, 2866, 2917, 2968, 3019, 3140, 3209, 3260, 3311, 3373, 3426, 3477, 3563, 3614, 3665, 3803, 3899, 4053, 4173, 4224, 4300, 4363, 4428, 4495, 4546, 4597, 4648, 4699, 4750, 4801, 4852, 4903, 4954, 5005, 5068, 5119, 5207, 5291, 5359, 5410, 5461, 5512, 5563, 5614, 5665, 5776, 5860, 5911, 5962, 6045, 6118, 6174, 6225, 6291, 6342, 6393, 6444, 6495, 6546, 6597, 6648, 6699, 6750, 6801, 6852, 6903, 6960, 7047, 7102, 7153, 7204, 7255, 7306, 7357, 7408, 7462, 7513, 7569, 7620, 7673, 7724, 7775, 7839, 7901, 7959, 8010, 8061, 8112, 8175, 8226, 8277, 8370, 8421, 8472, 8523, 8574, 8625, 8676, 8727, 8778, 8829, 8880, 8931, 8982, 9033, 9084, 9146, 9197, 9248, 9303, 9354, 9405, 9456, 9510, 9561, 9627, 9686, 9737, 9788, 9839, 9903, 9954, 10005, 10056, 10107, 10182, 10233, 10284, 10335, 10392]",0.026,0.042
GreatBarbet1,"[1900, 3700]","[1816, 2143]","[2065, 2392]",0.333,0.683
Herring,[],"[50, 110, 161, 212, 263, 314, 365, 420, 471, 522, 573, 641, 692, 758, 809, 860, 911, 962, 1013, 1064, 1115, 1166, 1225, 1282, 1344, 1395, 1446, 1497, 1548, 1599, 1665, 1716, 1792, 1843, 1921, 1972, 2029, 2080, 2131, 2182, 2233, 2302, 2353, 2433, 2484, 2561, 2612, 2689, 2740, 2807, 2858, 2909, 2963, 3021, 3073, 3124, 3189, 3240, 3291, 3342, 3401, 3457, 3508, 3565, 3620, 3671, 3722, 3773, 3841, 3892, 3969, 4020, 4082, 4135, 4186, 4237, 4288, 4354, 4405, 4482, 4533, 4591, 4642, 4693, 4744, 4795, 4864, 4915]","[99, 159, 210, 261, 312, 363, 414, 469, 520, 571, 622, 690, 741, 807, 858, 909, 960, 1011, 1062, 1113, 1164, 1215, 1274, 1331, 1393, 1444, 1495, 1546, 1597, 1648, 1714, 1765, 1841, 1892, 1970, 2021, 2078, 2129, 2180, 2231, 2282, 2351, 2402, 2482, 2533, 2610, 2661, 2738, 2789, 2856, 2907, 2958, 3012, 3070, 3122, 3173, 3238, 3289, 3340, 3391, 3450, 3506, 3557, 3614, 3669, 3720, 3771, 3822, 3890, 3941, 4018, 4069, 4131, 4184, 4235, 4286, 4337, 4403, 4454, 4531, 4582, 4640, 4691, 4742, 4793, 4844, 4913, 4964]",0.022,0.016
InlineSkate,"[1058, 2704]","[50, 101, 152, 203, 254, 305, 356, 411, 462, 513, 564, 615, 666, 717, 768, 819, 870, 921, 972, 1023, 1074, 1125, 1176, 1227, 1278, 1329, 1380, 1431, 1482, 1533, 1584, 1635, 1686, 1737, 1788, 1839, 1890, 1941, 1992, 2043, 2094, 2145, 2196, 2247, 2298, 2349, 2400, 2451, 2502, 2553, 2604, 2655, 2706, 2757, 2808, 2859, 2910, 2961, 3012, 3063, 3114, 3165, 3216, 3267, 3318, 3369, 3420, 3471, 3522, 3573, 3624, 3675, 3726, 3777, 3828, 3879, 3930, 3981, 4032, 4083, 4134, 4185, 4236, 4287, 4338, 4389, 4440, 4491, 4542, 4593, 4644, 4695, 4746]","[99, 150, 201, 252, 303, 354, 405, 460, 511, 562, 613, 664, 715, 766, 817, 868, 919, 970, 1021, 1072, 1123, 1174, 1225, 1276, 1327, 1378, 1429, 1480, 1531, 1582, 1633, 1684, 1735, 1786, 1837, 1888, 1939, 1990, 2041, 2092, 2143, 2194, 2245, 2296, 2347, 2398, 2449, 2500, 2551, 2602, 2653, 2704, 2755, 2806, 2857, 2908, 2959, 3010, 3061, 3112, 3163, 3214, 3265, 3316, 3367, 3418, 3469, 3520, 3571, 3622, 3673, 3724, 3775, 3826, 3877, 3928, 3979, 4030, 4081, 4132, 4183, 4234, 4285, 4336, 4387, 4438, 4489, 4540, 4591, 4642, 4693, 4744, 4795]",0.062,0.038
InsectEPG1,[3802],"[438, 737, 1379, 1636, 1986, 2291, 2693, 3106, 3411, 3662, 3971, 4299, 4550, 4801, 5052, 5303, 6077, 6366, 7941, 8771, 9068, 9577, 11225, 11876, 16148, 16449]","[687, 986, 1628, 1885, 2235, 2540, 2942, 3355, 3660, 3911, 4220, 4548, 4799, 5050, 5301, 5552, 6326, 6615, 8190, 9020, 9317, 9826, 11474, 12125, 16397, 16698]",0.138,0.289
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
