dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 201, 302, 403, 504, 605, 706, 807, 916, 1017, 1118, 1219, 1320, 1421, 1522, 1630, 1731, 1832, 1933, 2034, 2135, 2236, 2337, 2438, 2539, 2643, 2744, 2845, 2946, 3047, 3148, 3249]","[199, 300, 401, 502, 603, 704, 805, 906, 1015, 1116, 1217, 1318, 1419, 1520, 1621, 1729, 1830, 1931, 2032, 2133, 2234, 2335, 2436, 2537, 2638, 2742, 2843, 2944, 3045, 3146, 3247, 3348]",0.059,0.06
EEGRat,[1000],"[63, 114, 165, 216, 267, 350, 401, 452, 503, 561, 612, 663, 714, 765, 826, 877, 928, 979, 1030, 1081, 1149, 1216, 1294, 1357, 1414, 1465, 1516, 1577, 1640, 1705, 1778, 1851, 1902]","[112, 163, 214, 265, 316, 399, 450, 501, 552, 610, 661, 712, 763, 814, 875, 926, 977, 1028, 1079, 1130, 1198, 1265, 1343, 1406, 1463, 1514, 1565, 1626, 1689, 1754, 1827, 1900, 1951]",0.056,0.09
EEGRat2,[1000],"[50, 101, 152, 216, 294, 357, 414, 465, 516, 577, 640, 705, 778, 851, 902, 953, 1004, 1095, 1235, 1473, 1534, 1585, 1656, 1707, 1760, 1858, 1921]","[99, 150, 201, 265, 343, 406, 463, 514, 565, 626, 689, 754, 827, 900, 951, 1002, 1053, 1144, 1284, 1522, 1583, 1634, 1705, 1756, 1809, 1907, 1970]",0.133,0.158
FaceFour,"[2800, 5600, 6650]","[1058, 1622, 1975, 2688, 2939, 3190, 3441, 3866, 4139, 6510, 6873, 7911]","[1307, 1871, 2224, 2937, 3188, 3439, 3690, 4115, 4388, 6759, 7122, 8160]",0.118,0.426
GrandMalSeizures2,[4550],"[665, 2194, 2328, 2383, 2439, 2534, 2635, 2689, 2763, 2824, 2875, 2926, 2977, 3040, 3091, 3161, 3212, 3263, 3314, 3374, 3433, 3548, 3636, 3687, 4182, 4246, 4310, 4373, 4440, 4517, 4568, 4619, 4670, 4721, 4772, 4823, 4874, 4925, 4976, 5027, 5078, 5202, 5257, 5321, 5372, 5434, 5622, 5687, 5739, 5840, 5892, 5953, 6074, 6125, 6185, 6276, 6329, 6389, 6440, 6491, 6542, 6593, 6644, 6695, 6746, 6797, 6849, 6900, 6958, 7009, 7060, 7111, 7165, 7216, 7267, 7326, 7385, 7436, 7487, 7549, 7600, 7651, 7702, 7753, 7804, 7890, 7941, 8007, 8063, 8126, 8190, 8259, 8310, 8361, 8412, 8463, 8514, 8565, 8653, 8715, 8766, 8817, 8869, 8920, 8971, 9023, 9074, 9125, 9176, 9251, 9302, 9353, 9447, 9498, 9583, 9634, 9685, 9736, 9787, 9852, 9919, 9978, 10029, 10142, 10211, 10262, 10343]","[714, 2243, 2377, 2432, 2488, 2583, 2684, 2738, 2812, 2873, 2924, 2975, 3026, 3089, 3140, 3210, 3261, 3312, 3363, 3423, 3482, 3597, 3685, 3736, 4231, 4295, 4359, 4422, 4489, 4566, 4617, 4668, 4719, 4770, 4821, 4872, 4923, 4974, 5025, 5076, 5127, 5251, 5306, 5370, 5421, 5483, 5671, 5736, 5788, 5889, 5941, 6002, 6123, 6174, 6234, 6325, 6378, 6438, 6489, 6540, 6591, 6642, 6693, 6744, 6795, 6846, 6898, 6949, 7007, 7058, 7109, 7160, 7214, 7265, 7316, 7375, 7434, 7485, 7536, 7598, 7649, 7700, 7751, 7802, 7853, 7939, 7990, 8056, 8112, 8175, 8239, 8308, 8359, 8410, 8461, 8512, 8563, 8614, 8702, 8764, 8815, 8866, 8918, 8969, 9020, 9072, 9123, 9174, 9225, 9300, 9351, 9402, 9496, 9547, 9632, 9683, 9734, 9785, 9836, 9901, 9968, 10027, 10078, 10191, 10260, 10311, 10392]",0.031,0.165
GreatBarbet1,"[1900, 3700]","[256, 1776, 2105, 3255, 3588]","[505, 2025, 2354, 3504, 3837]",0.222,0.759
Herring,[],"[63, 114, 167, 218, 297, 361, 425, 476, 545, 648, 707, 758, 809, 875, 934, 985, 1061, 1112, 1189, 1240, 1319, 1381, 1447, 1498, 1571, 1622, 1701, 1752, 1829, 1880, 1957, 2025, 2085, 2136, 2187, 2238, 2299, 2350, 2401, 2472, 2523, 2598, 2649, 2726, 2777, 2828, 2879, 2942, 2993, 3044, 3106, 3157, 3209, 3271, 3369, 3436, 3495, 3546, 3622, 3691, 3750, 3801, 3874, 3925, 3980, 4038, 4104, 4155, 4260, 4311, 4389, 4440, 4519, 4570, 4646, 4697, 4748, 4808, 4900]","[112, 163, 216, 267, 346, 410, 474, 525, 594, 697, 756, 807, 858, 924, 983, 1034, 1110, 1161, 1238, 1289, 1368, 1430, 1496, 1547, 1620, 1671, 1750, 1801, 1878, 1929, 2006, 2074, 2134, 2185, 2236, 2287, 2348, 2399, 2450, 2521, 2572, 2647, 2698, 2775, 2826, 2877, 2928, 2991, 3042, 3093, 3155, 3206, 3258, 3320, 3418, 3485, 3544, 3595, 3671, 3740, 3799, 3850, 3923, 3974, 4029, 4087, 4153, 4204, 4309, 4360, 4438, 4489, 4568, 4619, 4695, 4746, 4797, 4857, 4949]",0.025,0.021
InlineSkate,"[1058, 2704]","[50, 101, 152, 203, 254, 305, 356, 409, 498, 549, 600, 651, 702, 755, 806, 857, 908, 959, 1010, 1061, 1112, 1163, 1214, 1265, 1316, 1368, 1419, 1470, 1521, 1572, 1623, 1674, 1726, 1777, 1828, 1879, 1930, 1981, 2032, 2083, 2135, 2192, 2243, 2294, 2345, 2396, 2447, 2513, 2571, 2634, 2685, 2736, 2791, 2842, 2893, 2944, 3016, 3067, 3118, 3169, 3230, 3281, 3332, 3385, 3436, 3511, 3562, 3613, 3665, 3737, 3806, 3857, 3908, 3959, 4010, 4061, 4112, 4163, 4220, 4271, 4323, 4374, 4425, 4476, 4527, 4578, 4629, 4680, 4734]","[99, 150, 201, 252, 303, 354, 405, 458, 547, 598, 649, 700, 751, 804, 855, 906, 957, 1008, 1059, 1110, 1161, 1212, 1263, 1314, 1365, 1417, 1468, 1519, 1570, 1621, 1672, 1723, 1775, 1826, 1877, 1928, 1979, 2030, 2081, 2132, 2184, 2241, 2292, 2343, 2394, 2445, 2496, 2562, 2620, 2683, 2734, 2785, 2840, 2891, 2942, 2993, 3065, 3116, 3167, 3218, 3279, 3330, 3381, 3434, 3485, 3560, 3611, 3662, 3714, 3786, 3855, 3906, 3957, 4008, 4059, 4110, 4161, 4212, 4269, 4320, 4372, 4423, 4474, 4525, 4576, 4627, 4678, 4729, 4783]",0.065,0.05
InsectEPG1,[3802],"[410, 757, 1384, 1647, 2050, 2301, 2672, 3216, 3467, 3956, 4250, 4501, 4752, 5003, 5254, 5967, 6339, 6919, 7502, 7936, 8576, 8827, 9078, 9329, 9580, 10381, 11212, 11844, 13373, 14732]","[659, 1006, 1633, 1896, 2299, 2550, 2921, 3465, 3716, 4205, 4499, 4750, 5001, 5252, 5503, 6216, 6588, 7168, 7751, 8185, 8825, 9076, 9327, 9578, 9829, 10630, 11461, 12093, 13622, 14981]",0.121,0.17
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
