dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 209, 310, 411, 512, 640, 784, 932, 1063, 1164, 1265, 1369, 1511, 1644, 1745, 1846, 1947, 2089, 2221, 2370, 2510, 2611, 2712, 2813, 2947, 3082, 3183, 3284]","[199, 308, 409, 510, 611, 739, 883, 1031, 1162, 1263, 1364, 1468, 1610, 1743, 1844, 1945, 2046, 2188, 2320, 2469, 2609, 2710, 2811, 2912, 3046, 3181, 3282, 3383]",0.067,0.05
EEGRat,[1000],"[111, 163, 219, 465, 516, 573, 657, 731, 878, 930, 993]","[160, 212, 268, 514, 565, 622, 706, 780, 927, 979, 1042]",0.286,0.62
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[3200],[3449],0.333,0.53
GrandMalSeizures2,[4550],"[50, 101, 152, 203, 254, 305, 356, 407, 458, 509, 560, 611, 662, 713, 764, 815, 866, 917, 968, 1019, 1070, 1122, 1173, 1224, 1276, 1327, 1378, 1429, 1480, 1531, 1582, 1633, 1684, 1735, 1786, 1837, 1888, 1939, 1991, 2042, 2093, 2144, 2195, 2246, 2297, 2348, 2399, 2450, 2501, 2552, 2603, 2654, 2705, 2756, 2807, 2858, 2909, 2960, 3011, 3062, 3113, 3164, 3215, 3266, 3317, 3368, 3419, 3471, 3522, 3573, 3624, 3675, 3726, 3777, 3829, 3880, 3931, 3982, 4033, 4084, 4135, 4186, 4237, 4288, 4339, 4390, 4441, 4492, 4543, 4594, 4645, 4696, 4747, 4798, 4849, 4900, 4951, 5002, 5053, 5104, 5155, 5206, 5257, 5308, 5359, 5410, 5461, 5512, 5563, 5614, 5665, 5716, 5767, 5819, 5870, 5921, 5972, 6023, 6074, 6125, 6176, 6227, 6278, 6329, 6380, 6431, 6482, 6533, 6584, 6635, 6687, 6738, 6789, 6840, 6891, 6942, 6993, 7044, 7095, 7152, 7203, 7254, 7305, 7356, 7409, 7460, 7512, 7563, 7614, 7665, 7716, 7767, 7818, 7869, 7920, 7971, 8022, 8073, 8125, 8176, 8227, 8279, 8331, 8382, 8433, 8484, 8535, 8586, 8640, 8691, 8742, 8793, 8852, 8903, 8957, 9008, 9059, 9110, 9169, 9221, 9272, 9323, 9374, 9425, 9476, 9537, 9588, 9639, 9690, 9741, 9792, 9844, 9895, 9946, 9997, 10048, 10102, 10153, 10204, 10256, 10307, 10358]","[99, 150, 201, 252, 303, 354, 405, 456, 507, 558, 609, 660, 711, 762, 813, 864, 915, 966, 1017, 1068, 1119, 1171, 1222, 1273, 1325, 1376, 1427, 1478, 1529, 1580, 1631, 1682, 1733, 1784, 1835, 1886, 1937, 1988, 2040, 2091, 2142, 2193, 2244, 2295, 2346, 2397, 2448, 2499, 2550, 2601, 2652, 2703, 2754, 2805, 2856, 2907, 2958, 3009, 3060, 3111, 3162, 3213, 3264, 3315, 3366, 3417, 3468, 3520, 3571, 3622, 3673, 3724, 3775, 3826, 3878, 3929, 3980, 4031, 4082, 4133, 4184, 4235, 4286, 4337, 4388, 4439, 4490, 4541, 4592, 4643, 4694, 4745, 4796, 4847, 4898, 4949, 5000, 5051, 5102, 5153, 5204, 5255, 5306, 5357, 5408, 5459, 5510, 5561, 5612, 5663, 5714, 5765, 5816, 5868, 5919, 5970, 6021, 6072, 6123, 6174, 6225, 6276, 6327, 6378, 6429, 6480, 6531, 6582, 6633, 6684, 6736, 6787, 6838, 6889, 6940, 6991, 7042, 7093, 7144, 7201, 7252, 7303, 7354, 7405, 7458, 7509, 7561, 7612, 7663, 7714, 7765, 7816, 7867, 7918, 7969, 8020, 8071, 8122, 8174, 8225, 8276, 8328, 8380, 8431, 8482, 8533, 8584, 8635, 8689, 8740, 8791, 8842, 8901, 8952, 9006, 9057, 9108, 9159, 9218, 9270, 9321, 9372, 9423, 9474, 9525, 9586, 9637, 9688, 9739, 9790, 9841, 9893, 9944, 9995, 10046, 10097, 10151, 10202, 10253, 10305, 10356, 10407]",0.02,0.012
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[179, 557, 1581, 1837, 2220, 2862, 2988, 4403]","[228, 606, 1630, 1886, 2269, 2911, 3037, 4452]",0.2,0.283
InlineSkate,"[1058, 2704]","[50, 101, 205, 256, 307, 377, 428, 529, 581, 642, 698, 756, 813, 876, 927, 978, 1057, 1108, 1159, 1210, 1272, 1323, 1374, 1439, 1510, 1582, 1633, 1684, 1735, 1803, 1870, 1921, 1972, 2024, 2084, 2146, 2233, 2284, 2335, 2391, 2449, 2516, 2576, 2652, 2703, 2754, 2805, 2872, 2931, 3015, 3068, 3122, 3179, 3238, 3289, 3340, 3391, 3477, 3528, 3579, 3630, 3712, 3763, 3814, 3870, 3944, 3995, 4046, 4097, 4166, 4226, 4277, 4328, 4415, 4466, 4517, 4578, 4665, 4716, 4767]","[99, 150, 254, 305, 356, 426, 477, 578, 630, 691, 747, 805, 862, 925, 976, 1027, 1106, 1157, 1208, 1259, 1321, 1372, 1423, 1488, 1559, 1631, 1682, 1733, 1784, 1852, 1919, 1970, 2021, 2073, 2133, 2195, 2282, 2333, 2384, 2440, 2498, 2565, 2625, 2701, 2752, 2803, 2854, 2921, 2980, 3064, 3117, 3171, 3228, 3287, 3338, 3389, 3440, 3526, 3577, 3628, 3679, 3761, 3812, 3863, 3919, 3993, 4044, 4095, 4146, 4215, 4275, 4326, 4377, 4464, 4515, 4566, 4627, 4714, 4765, 4816]",0.071,0.058
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
