dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 218, 363, 506, 646, 791, 940, 1066, 1220, 1384, 1516, 1650, 1797, 1943, 2098, 2228, 2376, 2517, 2660, 2809, 2957, 3086, 3237]","[199, 317, 462, 605, 745, 890, 1039, 1165, 1319, 1483, 1615, 1749, 1896, 2042, 2197, 2327, 2475, 2616, 2759, 2908, 3056, 3185, 3336]",0.08,0.063
EEGRat,[1000],"[184, 467, 518, 578, 662, 755, 933, 1010]","[233, 516, 567, 627, 711, 804, 982, 1059]",0.364,0.636
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[50, 101, 152, 203, 254, 305, 356, 407, 458, 509, 560, 611, 662, 713, 764, 815, 868, 919, 970, 1021, 1072, 1123, 1174, 1225, 1276, 1327, 1378, 1429, 1480, 1531, 1582, 1633, 1684, 1735, 1786, 1837, 1888, 1939, 1991, 2042, 2093, 2144, 2195, 2246, 2297, 2348, 2399, 2450, 2501, 2552, 2603, 2654, 2705, 2756, 2807, 2858, 2909, 2960, 3011, 3062, 3113, 3164, 3215, 3266, 3317, 3368, 3419, 3471, 3522, 3573, 3624, 3675, 3727, 3778, 3829, 3880, 3931, 3982, 4033, 4084, 4135, 4186, 4237, 4288, 4339, 4390, 4441, 4492, 4543, 4594, 4645, 4696, 4747, 4798, 4849, 4900, 4951, 5002, 5056, 5107, 5158, 5209, 5260, 5311, 5362, 5413, 5464, 5515, 5566, 5621, 5674, 5725, 5776, 5827, 5878, 5929, 5980, 6031, 6082, 6133, 6184, 6235, 6286, 6337, 6388, 6439, 6490, 6541, 6592, 6643, 6694, 6745, 6796, 6847, 6898, 6949, 7000, 7051, 7102, 7153, 7204, 7255, 7306, 7357, 7410, 7461, 7512, 7563, 7614, 7665, 7716, 7768, 7831, 7882, 7933, 7984, 8035, 8086, 8137, 8189, 8240, 8291, 8342, 8393, 8444, 8495, 8546, 8597, 8648, 8703, 8757, 8809, 8860, 8911, 8962, 9014, 9065, 9116, 9169, 9222, 9273, 9324, 9375, 9426, 9477, 9537, 9588, 9639, 9690, 9741, 9792, 9845, 9896, 9947, 9998, 10049, 10103, 10154, 10205, 10256, 10308, 10359]","[99, 150, 201, 252, 303, 354, 405, 456, 507, 558, 609, 660, 711, 762, 813, 864, 917, 968, 1019, 1070, 1121, 1172, 1223, 1274, 1325, 1376, 1427, 1478, 1529, 1580, 1631, 1682, 1733, 1784, 1835, 1886, 1937, 1988, 2040, 2091, 2142, 2193, 2244, 2295, 2346, 2397, 2448, 2499, 2550, 2601, 2652, 2703, 2754, 2805, 2856, 2907, 2958, 3009, 3060, 3111, 3162, 3213, 3264, 3315, 3366, 3417, 3468, 3520, 3571, 3622, 3673, 3724, 3776, 3827, 3878, 3929, 3980, 4031, 4082, 4133, 4184, 4235, 4286, 4337, 4388, 4439, 4490, 4541, 4592, 4643, 4694, 4745, 4796, 4847, 4898, 4949, 5000, 5051, 5105, 5156, 5207, 5258, 5309, 5360, 5411, 5462, 5513, 5564, 5615, 5670, 5723, 5774, 5825, 5876, 5927, 5978, 6029, 6080, 6131, 6182, 6233, 6284, 6335, 6386, 6437, 6488, 6539, 6590, 6641, 6692, 6743, 6794, 6845, 6896, 6947, 6998, 7049, 7100, 7151, 7202, 7253, 7304, 7355, 7406, 7459, 7510, 7561, 7612, 7663, 7714, 7765, 7817, 7880, 7931, 7982, 8033, 8084, 8135, 8186, 8238, 8289, 8340, 8391, 8442, 8493, 8544, 8595, 8646, 8697, 8752, 8806, 8858, 8909, 8960, 9011, 9063, 9114, 9165, 9218, 9271, 9322, 9373, 9424, 9475, 9526, 9586, 9637, 9688, 9739, 9790, 9841, 9894, 9945, 9996, 10047, 10098, 10152, 10203, 10254, 10305, 10357, 10408]",0.02,0.012
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],[2224],[2273],0.667,0.554
InlineSkate,"[1058, 2704]","[50, 210, 261, 312, 380, 431, 532, 586, 646, 702, 760, 818, 880, 931, 982, 1058, 1109, 1160, 1217, 1277, 1328, 1379, 1445, 1535, 1586, 1637, 1688, 1739, 1815, 1875, 1959, 2028, 2089, 2154, 2282, 2333, 2395, 2452, 2523, 2580, 2673, 2724, 2803, 2877, 2936, 3025, 3076, 3127, 3183, 3241, 3292, 3343, 3401, 3527, 3578, 3629, 3820, 3948, 4006, 4057, 4108, 4175, 4228, 4279, 4334, 4418, 4470, 4523, 4669, 4753]","[99, 259, 310, 361, 429, 480, 581, 635, 695, 751, 809, 867, 929, 980, 1031, 1107, 1158, 1209, 1266, 1326, 1377, 1428, 1494, 1584, 1635, 1686, 1737, 1788, 1864, 1924, 2008, 2077, 2138, 2203, 2331, 2382, 2444, 2501, 2572, 2629, 2722, 2773, 2852, 2926, 2985, 3074, 3125, 3176, 3232, 3290, 3341, 3392, 3450, 3576, 3627, 3678, 3869, 3997, 4055, 4106, 4157, 4224, 4277, 4328, 4383, 4467, 4519, 4572, 4718, 4802]",0.081,0.099
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
