dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 217, 367, 508, 648, 791, 934, 1067, 1222, 1386, 1517, 1652, 1796, 1942, 2092, 2230, 2376, 2519, 2662, 2807, 2945, 3087, 3239]","[199, 316, 466, 607, 747, 890, 1033, 1166, 1321, 1485, 1616, 1751, 1895, 2041, 2191, 2329, 2475, 2618, 2761, 2906, 3044, 3186, 3338]",0.08,0.063
EEGRat,[1000],"[189, 467, 518, 578, 761, 934]","[238, 516, 567, 627, 810, 983]",0.222,0.608
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[7653, 8409, 8460, 8511]","[7702, 8458, 8509, 8560]",0.286,0.444
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],[2226],[2275],0.667,0.554
InlineSkate,"[1058, 2704]","[157, 297, 379, 431, 533, 586, 650, 702, 766, 819, 883, 934, 985, 1107, 1158, 1225, 1279, 1330, 1381, 1461, 1542, 1672, 1736, 1818, 1875, 1961, 2031, 2106, 2157, 2291, 2342, 2394, 2464, 2526, 2581, 2674, 2754, 2805, 2878, 2934, 3028, 3079, 3130, 3181, 3242, 3293, 3347, 3402, 3572, 3623, 3674, 3896, 3958, 4089, 4147, 4238, 4289, 4341, 4420, 4471, 4530]","[206, 346, 428, 480, 582, 635, 699, 751, 815, 868, 932, 983, 1034, 1156, 1207, 1274, 1328, 1379, 1430, 1510, 1591, 1721, 1785, 1867, 1924, 2010, 2080, 2155, 2206, 2340, 2391, 2443, 2513, 2575, 2630, 2723, 2803, 2854, 2927, 2983, 3077, 3128, 3179, 3230, 3291, 3342, 3396, 3451, 3621, 3672, 3723, 3945, 4007, 4138, 4196, 4287, 4338, 4390, 4469, 4520, 4579]",0.062,0.121
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[2464, 2541, 4183, 4270, 4449, 4518, 4569, 4696, 4748, 4807, 5089, 5144, 5233, 5287, 5360, 5418, 5484, 5544, 5610, 5669, 5743, 5798, 5867, 5927, 6000, 6058, 6125, 6187, 6252, 6311]","[2513, 2590, 4232, 4319, 4498, 4567, 4618, 4745, 4797, 4856, 5138, 5193, 5282, 5336, 5409, 5467, 5533, 5593, 5659, 5718, 5792, 5847, 5916, 5976, 6049, 6107, 6174, 6236, 6301, 6360]",0.167,0.41
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],"[1053, 2608]","[1102, 2657]",0.4,0.603
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
