dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 201, 302, 403, 504, 605, 706, 807, 923, 1024, 1125, 1226, 1354, 1455, 1556, 1657, 1758, 1859, 1960, 2080, 2181, 2282, 2383, 2499, 2600, 2701, 2802, 2903, 3004, 3105, 3221, 3322]","[199, 300, 401, 502, 603, 704, 805, 906, 1022, 1123, 1224, 1325, 1453, 1554, 1655, 1756, 1857, 1958, 2059, 2179, 2280, 2381, 2482, 2598, 2699, 2800, 2901, 3002, 3103, 3204, 3320, 3421]",0.059,0.039
EEGRat,[1000],"[77, 130, 181, 232, 283, 391, 451, 502, 565, 616, 667, 725, 825, 876, 927, 978, 1029, 1620]","[126, 179, 230, 281, 332, 440, 500, 551, 614, 665, 716, 774, 874, 925, 976, 1027, 1078, 1669]",0.095,0.35
EEGRat2,[1000],"[620, 1112, 1485, 1536, 1602, 1657, 1927]","[669, 1161, 1534, 1585, 1651, 1706, 1976]",0.2,0.496
FaceFour,"[2800, 5600, 6650]","[2940, 3191, 3641, 3892]","[3189, 3440, 3890, 4141]",0.222,0.529
GrandMalSeizures2,[4550],"[50, 101, 152, 203, 254, 305, 356, 407, 458, 509, 560, 611, 662, 713, 764, 815, 866, 917, 968, 1019, 1070, 1122, 1173, 1224, 1275, 1326, 1377, 1428, 1479, 1530, 1581, 1632, 1683, 1734, 1785, 1836, 1887, 1938, 1989, 2040, 2091, 2142, 2193, 2244, 2295, 2346, 2397, 2448, 2499, 2550, 2602, 2653, 2704, 2755, 2806, 2857, 2908, 2959, 3010, 3061, 3112, 3163, 3214, 3265, 3316, 3367, 3418, 3469, 3520, 3571, 3622, 3673, 3724, 3775, 3826, 3877, 3928, 3979, 4030, 4081, 4132, 4183, 4234, 4285, 4336, 4387, 4438, 4489, 4540, 4591, 4642, 4693, 4744, 4795, 4846, 4897, 4948, 4999, 5050, 5101, 5152, 5203, 5254, 5305, 5356, 5407, 5458, 5509, 5560, 5611, 5662, 5713, 5764, 5816, 5867, 5918, 5969, 6020, 6071, 6122, 6173, 6224, 6275, 6326, 6377, 6428, 6480, 6531, 6582, 6634, 6686, 6737, 6788, 6839, 6890, 6941, 6992, 7043, 7094, 7145, 7196, 7247, 7298, 7349, 7400, 7451, 7502, 7553, 7604, 7655, 7706, 7757, 7808, 7859, 7910, 7961, 8012, 8063, 8114, 8165, 8216, 8267, 8318, 8369, 8420, 8471, 8522, 8573, 8624, 8675, 8726, 8777, 8828, 8879, 8930, 8981, 9032, 9083, 9134, 9185, 9237, 9288, 9339, 9394, 9445, 9496, 9547, 9598, 9649, 9702, 9753, 9804, 9855, 9907, 9958, 10009, 10060, 10111, 10162, 10213, 10264, 10315, 10366]","[99, 150, 201, 252, 303, 354, 405, 456, 507, 558, 609, 660, 711, 762, 813, 864, 915, 966, 1017, 1068, 1119, 1171, 1222, 1273, 1324, 1375, 1426, 1477, 1528, 1579, 1630, 1681, 1732, 1783, 1834, 1885, 1936, 1987, 2038, 2089, 2140, 2191, 2242, 2293, 2344, 2395, 2446, 2497, 2548, 2599, 2651, 2702, 2753, 2804, 2855, 2906, 2957, 3008, 3059, 3110, 3161, 3212, 3263, 3314, 3365, 3416, 3467, 3518, 3569, 3620, 3671, 3722, 3773, 3824, 3875, 3926, 3977, 4028, 4079, 4130, 4181, 4232, 4283, 4334, 4385, 4436, 4487, 4538, 4589, 4640, 4691, 4742, 4793, 4844, 4895, 4946, 4997, 5048, 5099, 5150, 5201, 5252, 5303, 5354, 5405, 5456, 5507, 5558, 5609, 5660, 5711, 5762, 5813, 5865, 5916, 5967, 6018, 6069, 6120, 6171, 6222, 6273, 6324, 6375, 6426, 6477, 6529, 6580, 6631, 6683, 6735, 6786, 6837, 6888, 6939, 6990, 7041, 7092, 7143, 7194, 7245, 7296, 7347, 7398, 7449, 7500, 7551, 7602, 7653, 7704, 7755, 7806, 7857, 7908, 7959, 8010, 8061, 8112, 8163, 8214, 8265, 8316, 8367, 8418, 8469, 8520, 8571, 8622, 8673, 8724, 8775, 8826, 8877, 8928, 8979, 9030, 9081, 9132, 9183, 9234, 9286, 9337, 9388, 9443, 9494, 9545, 9596, 9647, 9698, 9751, 9802, 9853, 9904, 9956, 10007, 10058, 10109, 10160, 10211, 10262, 10313, 10364, 10415]",0.019,0.011
GreatBarbet1,"[1900, 3700]","[1816, 2143]","[2065, 2392]",0.333,0.683
Herring,[],"[66, 117, 169, 325, 376, 427, 478, 547, 649, 710, 811, 879, 963, 1014, 1065, 1160, 1211, 1345, 1396, 1453, 1574, 1625, 1707, 1796, 1847, 1988, 2039, 2090, 2178, 2229, 2303, 2354, 2477, 2603, 2732, 2783, 2854, 2907, 2979, 3035, 3111, 3206, 3257, 3373, 3527, 3626, 3719, 3792, 3878, 3975, 4026, 4102, 4153, 4267, 4359, 4410, 4548, 4616, 4667, 4741, 4792, 4907]","[115, 166, 218, 374, 425, 476, 527, 596, 698, 759, 860, 928, 1012, 1063, 1114, 1209, 1260, 1394, 1445, 1502, 1623, 1674, 1756, 1845, 1896, 2037, 2088, 2139, 2227, 2278, 2352, 2403, 2526, 2652, 2781, 2832, 2903, 2956, 3028, 3084, 3160, 3255, 3306, 3422, 3576, 3675, 3768, 3841, 3927, 4024, 4075, 4151, 4202, 4316, 4408, 4459, 4597, 4665, 4716, 4790, 4841, 4956]",0.031,0.031
InlineSkate,"[1058, 2704]","[50, 101, 159, 210, 261, 312, 372, 423, 524, 575, 634, 689, 751, 807, 870, 921, 972, 1031, 1095, 1146, 1198, 1260, 1316, 1368, 1419, 1470, 1521, 1575, 1626, 1677, 1728, 1779, 1830, 1881, 1932, 1983, 2034, 2085, 2139, 2204, 2270, 2321, 2385, 2445, 2504, 2570, 2644, 2700, 2751, 2802, 2853, 2924, 3001, 3055, 3116, 3173, 3234, 3285, 3336, 3387, 3472, 3523, 3574, 3625, 3701, 3758, 3809, 3860, 3911, 3962, 4013, 4064, 4115, 4166, 4222, 4273, 4324, 4375, 4426, 4477, 4528, 4579, 4656, 4707, 4758]","[99, 150, 208, 259, 310, 361, 421, 472, 573, 624, 683, 738, 800, 856, 919, 970, 1021, 1080, 1144, 1195, 1247, 1309, 1365, 1417, 1468, 1519, 1570, 1624, 1675, 1726, 1777, 1828, 1879, 1930, 1981, 2032, 2083, 2134, 2188, 2253, 2319, 2370, 2434, 2494, 2553, 2619, 2693, 2749, 2800, 2851, 2902, 2973, 3050, 3104, 3165, 3222, 3283, 3334, 3385, 3436, 3521, 3572, 3623, 3674, 3750, 3807, 3858, 3909, 3960, 4011, 4062, 4113, 4164, 4215, 4271, 4322, 4373, 4424, 4475, 4526, 4577, 4628, 4705, 4756, 4807]",0.067,0.054
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
