dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 201, 302, 403, 504, 605, 706, 807, 924, 1025, 1126, 1227, 1359, 1460, 1561, 1662, 1786, 1887, 1988, 2089, 2190, 2291, 2392, 2503, 2604, 2705, 2806, 2907, 3008, 3109, 3228, 3329]","[199, 300, 401, 502, 603, 704, 805, 906, 1023, 1124, 1225, 1326, 1458, 1559, 1660, 1761, 1885, 1986, 2087, 2188, 2289, 2390, 2491, 2602, 2703, 2804, 2905, 3006, 3107, 3208, 3327, 3428]",0.059,0.038
EEGRat,[1000],"[83, 161, 217, 270, 455, 506, 569, 620, 731, 927, 1002]","[132, 210, 266, 319, 504, 555, 618, 669, 780, 976, 1051]",0.286,0.597
EEGRat2,[1000],[1491],[1540],0.5,0.59
FaceFour,"[2800, 5600, 6650]","[3199, 3895]","[3448, 4144]",0.286,0.503
GrandMalSeizures2,[4550],"[4564, 4615, 4666, 4717, 4810, 4871, 4947, 5410, 5857, 5908, 6191, 6291, 6342, 6497, 6548, 6599, 6650, 6701, 7015, 7066, 7120, 7214, 7265, 7334, 7465, 7572, 7629, 7745, 7969, 8040, 8091, 8145, 8214, 8356, 8407, 8458, 8509, 8563, 8875, 8926, 8977, 9123, 9300, 9351, 9732, 9783, 9953, 10004, 10219, 10376]","[4613, 4664, 4715, 4766, 4859, 4920, 4996, 5459, 5906, 5957, 6240, 6340, 6391, 6546, 6597, 6648, 6699, 6750, 7064, 7115, 7169, 7263, 7314, 7383, 7514, 7621, 7678, 7794, 8018, 8089, 8140, 8194, 8263, 8405, 8456, 8507, 8558, 8612, 8924, 8975, 9026, 9172, 9349, 9400, 9781, 9832, 10002, 10053, 10268, 10425]",0.075,0.479
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[69, 175, 431, 554, 965, 1199, 1348, 1579, 1835, 2220, 2310, 2860, 2987, 3245, 4142, 4298, 4397, 4552, 4654, 4784, 4936]","[118, 224, 480, 603, 1014, 1248, 1397, 1628, 1884, 2269, 2359, 2909, 3036, 3294, 4191, 4347, 4446, 4601, 4703, 4833, 4985]",0.087,0.18
InlineSkate,"[1058, 2704]","[50, 101, 152, 211, 262, 313, 375, 426, 528, 579, 644, 695, 761, 812, 878, 929, 980, 1031, 1103, 1154, 1218, 1275, 1326, 1377, 1434, 1508, 1581, 1632, 1683, 1734, 1813, 1869, 1920, 1971, 2022, 2086, 2139, 2198, 2280, 2331, 2385, 2448, 2520, 2576, 2668, 2719, 2770, 2821, 2873, 2930, 3022, 3073, 3124, 3175, 3236, 3287, 3340, 3396, 3521, 3572, 3623, 3674, 3820, 3876, 3945, 3996, 4047, 4098, 4149, 4200, 4251, 4302, 4353, 4414, 4465, 4522, 4582, 4670, 4745]","[99, 150, 201, 260, 311, 362, 424, 475, 577, 628, 693, 744, 810, 861, 927, 978, 1029, 1080, 1152, 1203, 1267, 1324, 1375, 1426, 1483, 1557, 1630, 1681, 1732, 1783, 1862, 1918, 1969, 2020, 2071, 2135, 2188, 2247, 2329, 2380, 2434, 2497, 2569, 2625, 2717, 2768, 2819, 2870, 2922, 2979, 3071, 3122, 3173, 3224, 3285, 3336, 3389, 3445, 3570, 3621, 3672, 3723, 3869, 3925, 3994, 4045, 4096, 4147, 4198, 4249, 4300, 4351, 4402, 4463, 4514, 4571, 4631, 4719, 4794]",0.072,0.071
InsectEPG1,[3802],"[3621, 4841]","[3870, 5090]",0.4,0.928
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
