dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 223, 368, 510, 649, 797, 937, 1072, 1226, 1391, 1518, 1651, 1800, 1948, 2098, 2237, 2382, 2524, 2662, 2810, 2955, 3097, 3244]","[199, 322, 467, 609, 748, 896, 1036, 1171, 1325, 1490, 1617, 1750, 1899, 2047, 2197, 2336, 2481, 2623, 2761, 2909, 3054, 3196, 3343]",0.08,0.061
EEGRat,[1000],"[510, 935]","[559, 984]",0.4,0.724
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[67, 152, 232, 287, 348, 399, 450, 501, 553, 604, 662, 713, 764, 815, 867, 926, 979, 1030, 1088, 1150, 1201, 1252, 1304, 1369, 1421, 1493, 1548, 1599, 1686, 1750, 1801, 1852, 1904, 1956, 2007, 2061, 2112, 2163, 2217, 2268, 2326, 2379, 2434, 2495, 2546, 2603, 2654, 2707, 2758, 2809, 2860, 2911, 2962, 3013, 3064, 3115, 3166, 3217, 3268, 3319, 3371, 3422, 3473, 3524, 3575, 3626, 3677, 3737, 3788, 3839, 3903, 3954, 4012, 4068, 4124, 4176, 4227, 4278, 4339, 4390, 4441, 4518, 4569, 4620, 4679, 4750, 4801, 4852, 4903, 4954, 5005, 5064, 5255, 5306, 5358, 5409, 5460, 5589, 5641, 5737, 5840, 5892, 5954, 6077, 6128, 6185, 6276, 6329, 6392, 6443, 6495, 6546, 6597, 6648, 6699, 6751, 6816, 6887, 6938, 7009, 7060, 7118, 7169, 7220, 7271, 7328, 7386, 7437, 7488, 7571, 7623, 7686, 7741, 7792, 7941, 8019, 8080, 8131, 8191, 8258, 8319, 8370, 8421, 8472, 8523, 8574, 8718, 8817, 8870, 8924, 8975, 9026, 9077, 9128, 9179, 9253, 9304, 9355, 9463, 9514, 9588, 9654, 9732, 9783, 9854, 9929, 9981, 10034, 10169, 10220, 10271, 10344]","[116, 201, 281, 336, 397, 448, 499, 550, 602, 653, 711, 762, 813, 864, 916, 975, 1028, 1079, 1137, 1199, 1250, 1301, 1353, 1418, 1470, 1542, 1597, 1648, 1735, 1799, 1850, 1901, 1953, 2005, 2056, 2110, 2161, 2212, 2266, 2317, 2375, 2428, 2483, 2544, 2595, 2652, 2703, 2756, 2807, 2858, 2909, 2960, 3011, 3062, 3113, 3164, 3215, 3266, 3317, 3368, 3420, 3471, 3522, 3573, 3624, 3675, 3726, 3786, 3837, 3888, 3952, 4003, 4061, 4117, 4173, 4225, 4276, 4327, 4388, 4439, 4490, 4567, 4618, 4669, 4728, 4799, 4850, 4901, 4952, 5003, 5054, 5113, 5304, 5355, 5407, 5458, 5509, 5638, 5690, 5786, 5889, 5941, 6003, 6126, 6177, 6234, 6325, 6378, 6441, 6492, 6544, 6595, 6646, 6697, 6748, 6800, 6865, 6936, 6987, 7058, 7109, 7167, 7218, 7269, 7320, 7377, 7435, 7486, 7537, 7620, 7672, 7735, 7790, 7841, 7990, 8068, 8129, 8180, 8240, 8307, 8368, 8419, 8470, 8521, 8572, 8623, 8767, 8866, 8919, 8973, 9024, 9075, 9126, 9177, 9228, 9302, 9353, 9404, 9512, 9563, 9637, 9703, 9781, 9832, 9903, 9978, 10030, 10083, 10218, 10269, 10320, 10393]",0.023,0.027
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[556, 1199, 1583, 1837, 2222, 2989]","[605, 1248, 1632, 1886, 2271, 3038]",0.25,0.401
InlineSkate,"[1058, 2704]","[50, 290, 341, 392, 443, 527, 578, 642, 697, 758, 812, 876, 927, 978, 1101, 1152, 1223, 1279, 1384, 1456, 1624, 1817, 1965, 2108, 2159, 2210, 2345, 2404, 2456, 2525, 2581, 2757, 2808, 2883, 2938, 3123, 3179, 3238, 3289, 3349, 3573, 3624, 3944, 4086, 4180, 4231, 4284, 4415, 4466]","[99, 339, 390, 441, 492, 576, 627, 691, 746, 807, 861, 925, 976, 1027, 1150, 1201, 1272, 1328, 1433, 1505, 1673, 1866, 2014, 2157, 2208, 2259, 2394, 2453, 2505, 2574, 2630, 2806, 2857, 2932, 2987, 3172, 3228, 3287, 3338, 3398, 3622, 3673, 3993, 4135, 4229, 4280, 4333, 4464, 4515]",0.075,0.163
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],"[817, 1568, 2616, 3367, 4348, 6000]","[1566, 2317, 3365, 4116, 5097, 6749]",0.222,0.366
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[2290, 2341, 2464, 4184, 4272, 4517, 4568, 4697, 4754, 4810, 5082, 5150, 5228, 5284, 5357, 5421, 5483, 5546, 5609, 5668, 5740, 5798, 5866, 5928, 5998, 6056, 6125, 6185, 6252, 6312]","[2339, 2390, 2513, 4233, 4321, 4566, 4617, 4746, 4803, 4859, 5131, 5199, 5277, 5333, 5406, 5470, 5532, 5595, 5658, 5717, 5789, 5847, 5915, 5977, 6047, 6105, 6174, 6234, 6301, 6361]",0.111,0.396
