dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 201, 302, 403, 504, 605, 706, 807, 918, 1019, 1120, 1221, 1322, 1423, 1524, 1633, 1734, 1835, 1936, 2037, 2138, 2239, 2359, 2460, 2561, 2662, 2763, 2864, 2965, 3077, 3178, 3279]","[199, 300, 401, 502, 603, 704, 805, 906, 1017, 1118, 1219, 1320, 1421, 1522, 1623, 1732, 1833, 1934, 2035, 2136, 2237, 2338, 2458, 2559, 2660, 2761, 2862, 2963, 3064, 3176, 3277, 3378]",0.059,0.051
EEGRat,[1000],"[66, 117, 168, 219, 270, 360, 411, 462, 513, 564, 615, 666, 726, 807, 858, 925, 976, 1027, 1107, 1621]","[115, 166, 217, 268, 319, 409, 460, 511, 562, 613, 664, 715, 775, 856, 907, 974, 1025, 1076, 1156, 1670]",0.087,0.302
EEGRat2,[1000],"[107, 621, 1113, 1485, 1536, 1603, 1657, 1927]","[156, 670, 1162, 1534, 1585, 1652, 1706, 1976]",0.182,0.443
FaceFour,"[2800, 5600, 6650]","[3183, 3444, 3887, 4144]","[3432, 3693, 4136, 4393]",0.222,0.496
GrandMalSeizures2,[4550],"[2333, 2846, 2918, 2970, 3203, 3254, 3308, 3378, 3569, 4186, 4253, 4315, 4381, 4447, 4515, 4566, 4617, 4668, 4719, 4810, 4861, 4912, 4963, 5019, 5070, 5205, 5359, 5410, 5463, 5841, 5894, 5954, 6077, 6128, 6185, 6248, 6330, 6396, 6447, 6498, 6549, 6600, 6651, 6702, 6753, 6825, 6878, 6930, 7006, 7057, 7118, 7169, 7220, 7271, 7328, 7396, 7463, 7570, 7625, 7701, 7752, 7891, 7950, 8021, 8077, 8129, 8212, 8263, 8337, 8388, 8439, 8490, 8552, 8667, 8718, 8780, 8831, 8882, 8933, 8984, 9035, 9098, 9149, 9256, 9307, 9358, 9462, 9513, 9605, 9689, 9740, 9791, 9854, 9919, 9979, 10032, 10169, 10220, 10271, 10349]","[2382, 2895, 2967, 3019, 3252, 3303, 3357, 3427, 3618, 4235, 4302, 4364, 4430, 4496, 4564, 4615, 4666, 4717, 4768, 4859, 4910, 4961, 5012, 5068, 5119, 5254, 5408, 5459, 5512, 5890, 5943, 6003, 6126, 6177, 6234, 6297, 6379, 6445, 6496, 6547, 6598, 6649, 6700, 6751, 6802, 6874, 6927, 6979, 7055, 7106, 7167, 7218, 7269, 7320, 7377, 7445, 7512, 7619, 7674, 7750, 7801, 7940, 7999, 8070, 8126, 8178, 8261, 8312, 8386, 8437, 8488, 8539, 8601, 8716, 8767, 8829, 8880, 8931, 8982, 9033, 9084, 9147, 9198, 9305, 9356, 9407, 9511, 9562, 9654, 9738, 9789, 9840, 9903, 9968, 10028, 10081, 10218, 10269, 10320, 10398]",0.039,0.26
GreatBarbet1,"[1900, 3700]","[1818, 2144]","[2067, 2393]",0.333,0.683
Herring,[],"[65, 116, 169, 323, 374, 428, 479, 547, 646, 710, 810, 879, 962, 1013, 1064, 1159, 1210, 1344, 1395, 1452, 1543, 1594, 1706, 1796, 1847, 1987, 2038, 2089, 2178, 2229, 2302, 2353, 2476, 2602, 2731, 2782, 2854, 2906, 2979, 3033, 3110, 3205, 3256, 3336, 3401, 3526, 3625, 3718, 3769, 3878, 3975, 4026, 4101, 4152, 4265, 4359, 4410, 4547, 4598, 4649, 4700, 4776, 4905]","[114, 165, 218, 372, 423, 477, 528, 596, 695, 759, 859, 928, 1011, 1062, 1113, 1208, 1259, 1393, 1444, 1501, 1592, 1643, 1755, 1845, 1896, 2036, 2087, 2138, 2227, 2278, 2351, 2402, 2525, 2651, 2780, 2831, 2903, 2955, 3028, 3082, 3159, 3254, 3305, 3385, 3450, 3575, 3674, 3767, 3818, 3927, 4024, 4075, 4150, 4201, 4314, 4408, 4459, 4596, 4647, 4698, 4749, 4825, 4954]",0.031,0.031
InlineSkate,"[1058, 2704]","[50, 101, 152, 203, 254, 305, 356, 411, 464, 524, 575, 634, 690, 751, 807, 871, 922, 973, 1030, 1097, 1148, 1199, 1261, 1316, 1369, 1420, 1471, 1522, 1576, 1627, 1678, 1729, 1780, 1831, 1882, 1933, 1984, 2035, 2086, 2137, 2204, 2274, 2325, 2382, 2433, 2484, 2535, 2586, 2638, 2689, 2748, 2799, 2854, 2925, 2976, 3027, 3078, 3129, 3180, 3235, 3286, 3337, 3388, 3452, 3503, 3567, 3618, 3671, 3722, 3773, 3824, 3875, 3936, 3987, 4038, 4089, 4140, 4191, 4242, 4293, 4344, 4410, 4461, 4512, 4563, 4614, 4665, 4716, 4767]","[99, 150, 201, 252, 303, 354, 405, 460, 513, 573, 624, 683, 739, 800, 856, 920, 971, 1022, 1079, 1146, 1197, 1248, 1310, 1365, 1418, 1469, 1520, 1571, 1625, 1676, 1727, 1778, 1829, 1880, 1931, 1982, 2033, 2084, 2135, 2186, 2253, 2323, 2374, 2431, 2482, 2533, 2584, 2635, 2687, 2738, 2797, 2848, 2903, 2974, 3025, 3076, 3127, 3178, 3229, 3284, 3335, 3386, 3437, 3501, 3552, 3616, 3667, 3720, 3771, 3822, 3873, 3924, 3985, 4036, 4087, 4138, 4189, 4240, 4291, 4342, 4393, 4459, 4510, 4561, 4612, 4663, 4714, 4765, 4816]",0.065,0.043
InsectEPG1,[3802],"[507, 829, 1671, 2330, 2751, 3238, 3489, 3988, 4325, 4576, 4827, 5078, 5329, 6078, 6368, 7945, 8785, 9084, 9580, 11245, 11889]","[756, 1078, 1920, 2579, 3000, 3487, 3738, 4237, 4574, 4825, 5076, 5327, 5578, 6327, 6617, 8194, 9034, 9333, 9829, 11494, 12138]",0.083,0.35
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[88, 139, 217, 268, 345, 396, 473, 524, 600, 651, 728, 779, 858, 909, 967, 1026, 1114, 1165, 1226, 1330, 1381, 1437, 1565, 1646, 1753, 1853, 1904, 1966, 2017, 2082, 2182, 2240, 2291, 2342, 2393, 2455, 2506, 2557, 2611, 2662, 2721, 2789, 2877, 2928, 3022, 3133, 3184, 3254, 3305, 3356, 3407, 3523, 3574, 3650, 3701, 3765, 3823, 3893, 3944, 4021, 4072, 4123, 4174, 4228, 4279, 4330, 4431, 4486, 4537, 4588, 4645, 4696, 4747, 4798, 4849, 4940, 4994, 5045, 5096, 5147, 5198, 5249, 5300, 5351, 5410, 5476, 5535, 5586, 5637, 5688, 5739, 5791, 5855, 5906, 5957, 6008, 6059, 6117, 6177, 6239, 6290, 6341]","[137, 188, 266, 317, 394, 445, 522, 573, 649, 700, 777, 828, 907, 958, 1016, 1075, 1163, 1214, 1275, 1379, 1430, 1486, 1614, 1695, 1802, 1902, 1953, 2015, 2066, 2131, 2231, 2289, 2340, 2391, 2442, 2504, 2555, 2606, 2660, 2711, 2770, 2838, 2926, 2977, 3071, 3182, 3233, 3303, 3354, 3405, 3456, 3572, 3623, 3699, 3750, 3814, 3872, 3942, 3993, 4070, 4121, 4172, 4223, 4277, 4328, 4379, 4480, 4535, 4586, 4637, 4694, 4745, 4796, 4847, 4898, 4989, 5043, 5094, 5145, 5196, 5247, 5298, 5349, 5400, 5459, 5525, 5584, 5635, 5686, 5737, 5788, 5840, 5904, 5955, 6006, 6057, 6108, 6166, 6226, 6288, 6339, 6390]",0.093,0.078
TiltECG,[25000],"[24030, 26289, 27836, 32815, 33902]","[25029, 27288, 28835, 33814, 34901]",0.25,0.753
ToeSegmentation1,[1385],"[112, 163, 335, 398, 449, 500, 581, 662, 713, 783, 889, 1145, 1346, 1397, 1460, 1511, 1588, 1639, 1701, 1752, 1886, 1961, 2132, 2214, 2265, 2344, 2395, 2467]","[161, 212, 384, 447, 498, 549, 630, 711, 762, 832, 938, 1194, 1395, 1446, 1509, 1560, 1637, 1688, 1750, 1801, 1935, 2010, 2181, 2263, 2314, 2393, 2444, 2516]",0.129,0.202
