dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 209, 310, 411, 512, 640, 782, 883, 984, 1085, 1214, 1366, 1467, 1568, 1669, 1789, 1890, 1991, 2092, 2222, 2323, 2424, 2525, 2654, 2799, 2900, 3001, 3102, 3230]","[199, 308, 409, 510, 611, 739, 881, 982, 1083, 1184, 1313, 1465, 1566, 1667, 1768, 1888, 1989, 2090, 2191, 2321, 2422, 2523, 2624, 2753, 2898, 2999, 3100, 3201, 3329]",0.065,0.065
EEGRat,[1000],"[86, 181, 272, 466, 517, 571, 658, 755, 930]","[135, 230, 321, 515, 566, 620, 707, 804, 979]",0.167,0.564
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[4569, 4656, 4905, 4956, 5907, 6546, 6599, 6650, 7022, 7073, 7215, 7574, 7635, 8090, 8360, 8411, 8462, 8513, 8927, 8983, 9352, 9737, 9985, 10039, 10223, 10378]","[4618, 4705, 4954, 5005, 5956, 6595, 6648, 6699, 7071, 7122, 7264, 7623, 7684, 8139, 8409, 8460, 8511, 8562, 8976, 9032, 9401, 9786, 10034, 10088, 10272, 10427]",0.138,0.525
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[1584, 1840, 2223, 2865, 2992]","[1633, 1889, 2272, 2914, 3041]",0.286,0.401
InlineSkate,"[1058, 2704]","[50, 101, 157, 210, 261, 312, 377, 428, 531, 583, 646, 700, 760, 815, 879, 930, 981, 1058, 1109, 1160, 1213, 1275, 1326, 1377, 1439, 1511, 1585, 1636, 1687, 1738, 1813, 1872, 1958, 2025, 2087, 2140, 2234, 2285, 2336, 2391, 2451, 2522, 2578, 2669, 2720, 2771, 2822, 2877, 2933, 3023, 3074, 3125, 3180, 3241, 3292, 3343, 3397, 3527, 3578, 3629, 3680, 3819, 3874, 3947, 4001, 4052, 4103, 4154, 4227, 4278, 4329, 4418, 4469, 4521, 4581, 4669, 4749]","[99, 150, 206, 259, 310, 361, 426, 477, 580, 632, 695, 749, 809, 864, 928, 979, 1030, 1107, 1158, 1209, 1262, 1324, 1375, 1426, 1488, 1560, 1634, 1685, 1736, 1787, 1862, 1921, 2007, 2074, 2136, 2189, 2283, 2334, 2385, 2440, 2500, 2571, 2627, 2718, 2769, 2820, 2871, 2926, 2982, 3072, 3123, 3174, 3229, 3290, 3341, 3392, 3446, 3576, 3627, 3678, 3729, 3868, 3923, 3996, 4050, 4101, 4152, 4203, 4276, 4327, 4378, 4467, 4518, 4570, 4630, 4718, 4798]",0.074,0.07
InsectEPG1,[3802],[4920],[5169],0.5,0.883
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[137, 396, 522, 1033, 2286, 2337, 2460, 2538, 2628, 2679, 3147, 3273, 3404, 3785, 3924, 4071, 4130, 4181, 4254, 4308, 4439, 4500, 4561, 4692, 4743, 4802, 4947, 5081, 5143, 5225, 5285, 5357, 5416, 5481, 5540, 5608, 5666, 5739, 5797, 5864, 5924, 5997, 6055, 6122, 6183, 6249, 6308]","[186, 445, 571, 1082, 2335, 2386, 2509, 2587, 2677, 2728, 3196, 3322, 3453, 3834, 3973, 4120, 4179, 4230, 4303, 4357, 4488, 4549, 4610, 4741, 4792, 4851, 4996, 5130, 5192, 5274, 5334, 5406, 5465, 5530, 5589, 5657, 5715, 5788, 5846, 5913, 5973, 6046, 6104, 6171, 6232, 6298, 6357]",0.151,0.322
TiltECG,[25000],"[24635, 34058]","[25634, 35057]",0.8,0.837
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],"[1003, 1054, 1105, 1528, 1580, 1747, 2543, 2602, 2886]","[1052, 1103, 1154, 1577, 1629, 1796, 2592, 2651, 2935]",0.333,0.583
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
