dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 209, 310, 411, 512, 639, 786, 887, 988, 1089, 1216, 1368, 1469, 1570, 1671, 1789, 1936, 2037, 2138, 2239, 2371, 2511, 2612, 2713, 2814, 2942, 3085, 3186, 3287]","[199, 308, 409, 510, 611, 738, 885, 986, 1087, 1188, 1315, 1467, 1568, 1669, 1770, 1888, 2035, 2136, 2237, 2338, 2470, 2610, 2711, 2812, 2913, 3041, 3184, 3285, 3386]",0.065,0.049
EEGRat,[1000],"[181, 299, 456, 507, 573, 657, 730, 927]","[230, 348, 505, 556, 622, 706, 779, 976]",0.182,0.564
EEGRat2,[1000],"[1487, 1538]","[1536, 1587]",0.4,0.567
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[57, 108, 159, 232, 287, 339, 390, 441, 492, 548, 601, 652, 704, 755, 806, 857, 908, 962, 1015, 1066, 1123, 1175, 1226, 1277, 1330, 1385, 1436, 1487, 1548, 1599, 1650, 1701, 1752, 1803, 1858, 1911, 1962, 2013, 2064, 2115, 2166, 2217, 2268, 2320, 2371, 2422, 2476, 2527, 2578, 2629, 2680, 2731, 2782, 2833, 2884, 2935, 2986, 3039, 3090, 3142, 3193, 3244, 3295, 3346, 3397, 3449, 3500, 3551, 3602, 3653, 3704, 3755, 3816, 3876, 3932, 3983, 4040, 4091, 4142, 4193, 4244, 4295, 4346, 4397, 4448, 4502, 4553, 4604, 4655, 4706, 4757, 4808, 4859, 4910, 4961, 5013, 5064, 5115, 5205, 5256, 5307, 5358, 5409, 5460, 5513, 5587, 5639, 5696, 5747, 5802, 5853, 5904, 5955, 6074, 6125, 6176, 6227, 6278, 6329, 6386, 6437, 6489, 6540, 6591, 6642, 6693, 6744, 6795, 6846, 6897, 6959, 7010, 7061, 7114, 7165, 7216, 7267, 7325, 7384, 7435, 7486, 7546, 7597, 7648, 7699, 7750, 7801, 7892, 7943, 8005, 8056, 8107, 8177, 8241, 8309, 8360, 8411, 8462, 8513, 8564, 8657, 8709, 8767, 8818, 8869, 8921, 8972, 9023, 9074, 9125, 9176, 9249, 9300, 9351, 9402, 9455, 9508, 9583, 9653, 9710, 9761, 9812, 9863, 9928, 9979, 10030, 10106, 10166, 10217, 10268, 10328, 10379]","[106, 157, 208, 281, 336, 388, 439, 490, 541, 597, 650, 701, 753, 804, 855, 906, 957, 1011, 1064, 1115, 1172, 1224, 1275, 1326, 1379, 1434, 1485, 1536, 1597, 1648, 1699, 1750, 1801, 1852, 1907, 1960, 2011, 2062, 2113, 2164, 2215, 2266, 2317, 2369, 2420, 2471, 2525, 2576, 2627, 2678, 2729, 2780, 2831, 2882, 2933, 2984, 3035, 3088, 3139, 3191, 3242, 3293, 3344, 3395, 3446, 3498, 3549, 3600, 3651, 3702, 3753, 3804, 3865, 3925, 3981, 4032, 4089, 4140, 4191, 4242, 4293, 4344, 4395, 4446, 4497, 4551, 4602, 4653, 4704, 4755, 4806, 4857, 4908, 4959, 5010, 5062, 5113, 5164, 5254, 5305, 5356, 5407, 5458, 5509, 5562, 5636, 5688, 5745, 5796, 5851, 5902, 5953, 6004, 6123, 6174, 6225, 6276, 6327, 6378, 6435, 6486, 6538, 6589, 6640, 6691, 6742, 6793, 6844, 6895, 6946, 7008, 7059, 7110, 7163, 7214, 7265, 7316, 7374, 7433, 7484, 7535, 7595, 7646, 7697, 7748, 7799, 7850, 7941, 7992, 8054, 8105, 8156, 8226, 8290, 8358, 8409, 8460, 8511, 8562, 8613, 8706, 8758, 8816, 8867, 8918, 8970, 9021, 9072, 9123, 9174, 9225, 9298, 9349, 9400, 9451, 9504, 9557, 9632, 9702, 9759, 9810, 9861, 9912, 9977, 10028, 10079, 10155, 10215, 10266, 10317, 10377, 10428]",0.021,0.018
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[75, 169, 299, 427, 550, 681, 810, 937, 1066, 1191, 1353, 1450, 1575, 1705, 1831, 1962, 2089, 2215, 2345, 2475, 2601, 2729, 2856, 2982, 3112, 3240, 3372, 3497, 3624, 3753, 3880, 4009, 4138, 4266, 4393, 4523, 4649, 4778, 4905]","[124, 218, 348, 476, 599, 730, 859, 986, 1115, 1240, 1402, 1499, 1624, 1754, 1880, 2011, 2138, 2264, 2394, 2524, 2650, 2778, 2905, 3031, 3161, 3289, 3421, 3546, 3673, 3802, 3929, 4058, 4187, 4315, 4442, 4572, 4698, 4827, 4954]",0.049,0.032
InlineSkate,"[1058, 2704]","[50, 101, 285, 336, 387, 438, 522, 573, 638, 689, 755, 806, 871, 922, 973, 1028, 1079, 1130, 1215, 1273, 1326, 1377, 1452, 1507, 1582, 1633, 1684, 1737, 1809, 1874, 1956, 2028, 2097, 2148, 2199, 2291, 2342, 2393, 2452, 2517, 2575, 2672, 2723, 2774, 2825, 2876, 2931, 3023, 3074, 3125, 3176, 3230, 3281, 3336, 3403, 3564, 3619, 3673, 3940, 3991, 4078, 4139, 4190, 4241, 4292, 4343, 4409, 4460, 4533, 4705]","[99, 150, 334, 385, 436, 487, 571, 622, 687, 738, 804, 855, 920, 971, 1022, 1077, 1128, 1179, 1264, 1322, 1375, 1426, 1501, 1556, 1631, 1682, 1733, 1786, 1858, 1923, 2005, 2077, 2146, 2197, 2248, 2340, 2391, 2442, 2501, 2566, 2624, 2721, 2772, 2823, 2874, 2925, 2980, 3072, 3123, 3174, 3225, 3279, 3330, 3385, 3452, 3613, 3668, 3722, 3989, 4040, 4127, 4188, 4239, 4290, 4341, 4392, 4458, 4509, 4582, 4754]",0.081,0.114
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
