dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 211, 312, 413, 514, 644, 786, 929, 1063, 1164, 1265, 1369, 1470, 1571, 1672, 1792, 1937, 2038, 2139, 2240, 2372, 2512, 2613, 2714, 2815, 2941, 3042, 3143, 3244]","[199, 310, 411, 512, 613, 743, 885, 1028, 1162, 1263, 1364, 1468, 1569, 1670, 1771, 1891, 2036, 2137, 2238, 2339, 2471, 2611, 2712, 2813, 2914, 3040, 3141, 3242, 3343]",0.065,0.061
EEGRat,[1000],"[113, 182, 463, 514, 572, 662, 757, 929]","[162, 231, 512, 563, 621, 711, 806, 978]",0.182,0.607
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[4569, 4660, 4817, 5908, 6547, 6599, 7022, 7073, 7578, 7640, 8093, 8361, 8412, 8463, 8514, 9352, 9738, 10001, 10378]","[4618, 4709, 4866, 5957, 6596, 6648, 7071, 7122, 7627, 7689, 8142, 8410, 8461, 8512, 8563, 9401, 9787, 10050, 10427]",0.182,0.539
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],"[2223, 2865]","[2272, 2914]",0.5,0.445
InlineSkate,"[1058, 2704]","[50, 154, 216, 267, 349, 427, 531, 582, 647, 699, 764, 815, 881, 932, 983, 1105, 1156, 1222, 1277, 1328, 1379, 1438, 1518, 1586, 1638, 1689, 1740, 1816, 1873, 1958, 2025, 2102, 2153, 2285, 2337, 2389, 2454, 2523, 2579, 2671, 2722, 2773, 2824, 2876, 2932, 3025, 3076, 3127, 3178, 3239, 3290, 3344, 3400, 3568, 3619, 3671, 3826, 3892, 3949, 4003, 4085, 4142, 4193, 4244, 4295, 4346, 4417, 4468, 4527, 4606, 4766]","[99, 203, 265, 316, 398, 476, 580, 631, 696, 748, 813, 864, 930, 981, 1032, 1154, 1205, 1271, 1326, 1377, 1428, 1487, 1567, 1635, 1687, 1738, 1789, 1865, 1922, 2007, 2074, 2151, 2202, 2334, 2386, 2438, 2503, 2572, 2628, 2720, 2771, 2822, 2873, 2925, 2981, 3074, 3125, 3176, 3227, 3288, 3339, 3393, 3449, 3617, 3668, 3720, 3875, 3941, 3998, 4052, 4134, 4191, 4242, 4293, 4344, 4395, 4466, 4517, 4576, 4655, 4815]",0.08,0.084
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[521, 2289, 2340, 2461, 2539, 2635, 4073, 4137, 4188, 4262, 4313, 4441, 4508, 4562, 4693, 4744, 4804, 4947, 5081, 5140, 5226, 5285, 5358, 5416, 5481, 5541, 5608, 5667, 5741, 5796, 5865, 5925, 5997, 6056, 6122, 6185, 6249, 6309]","[570, 2338, 2389, 2510, 2588, 2684, 4122, 4186, 4237, 4311, 4362, 4490, 4557, 4611, 4742, 4793, 4853, 4996, 5130, 5189, 5275, 5334, 5407, 5465, 5530, 5590, 5657, 5716, 5790, 5845, 5914, 5974, 6046, 6105, 6171, 6234, 6298, 6358]",0.136,0.376
TiltECG,[25000],"[24544, 33045, 34046]","[25543, 34044, 35045]",0.333,0.809
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],"[106, 1003, 1054, 1105, 1265, 1528, 1747, 2606, 2891]","[155, 1052, 1103, 1154, 1314, 1577, 1796, 2655, 2940]",0.333,0.569
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
