dataset,true_cps,found_cps,found_cps_dx,f1_score,covering_score
DodgerLoopDay,[],"[100, 218, 365, 508, 647, 791, 934, 1068, 1222, 1386, 1518, 1652, 1796, 1943, 2092, 2231, 2376, 2519, 2662, 2807, 2945, 3088, 3238]","[199, 317, 464, 607, 746, 890, 1033, 1167, 1321, 1485, 1617, 1751, 1895, 2042, 2191, 2330, 2475, 2618, 2761, 2906, 3044, 3187, 3337]",0.08,0.063
EEGRat,[1000],"[189, 469, 520, 578, 759, 935]","[238, 518, 569, 627, 808, 984]",0.222,0.609
EEGRat2,[1000],[],[],0.667,0.5
FaceFour,"[2800, 5600, 6650]",[],[],0.4,0.281
GrandMalSeizures2,[4550],"[7655, 8409, 8460, 8511]","[7704, 8458, 8509, 8560]",0.286,0.443
GreatBarbet1,"[1900, 3700]",[],[],0.5,0.355
Herring,[],[2227],[2276],0.667,0.554
InlineSkate,"[1058, 2704]","[50, 161, 298, 379, 432, 535, 587, 650, 703, 764, 819, 883, 934, 985, 1107, 1158, 1224, 1279, 1332, 1383, 1449, 1591, 1642, 1693, 1744, 1819, 1876, 1962, 2036, 2103, 2154, 2289, 2342, 2397, 2455, 2527, 2581, 2678, 2754, 2805, 2881, 2936, 3080, 3131, 3182, 3244, 3295, 3346, 3403, 3574, 3625, 3676, 3897, 3952, 4090, 4146, 4197, 4248, 4299, 4422, 4473, 4530]","[99, 210, 347, 428, 481, 584, 636, 699, 752, 813, 868, 932, 983, 1034, 1156, 1207, 1273, 1328, 1381, 1432, 1498, 1640, 1691, 1742, 1793, 1868, 1925, 2011, 2085, 2152, 2203, 2338, 2391, 2446, 2504, 2576, 2630, 2727, 2803, 2854, 2930, 2985, 3129, 3180, 3231, 3293, 3344, 3395, 3452, 3623, 3674, 3725, 3946, 4001, 4139, 4195, 4246, 4297, 4348, 4471, 4522, 4579]",0.061,0.118
InsectEPG1,[3802],[],[],0.667,0.653
MelbournePedestrian,"[576, 1152, 2016, 2592, 3168, 4032]",[],[],0.25,0.149
NogunGun,[3000],[],[],0.667,0.518
NonInvasiveFetalECGThorax1,"[1687, 4124, 6233, 8108, 10358]",[],[],0.286,0.169
ShapesAll,"[1280, 2560, 3840, 5120]","[2541, 4182, 4268, 4449, 4514, 4566, 4695, 4748, 4806, 5089, 5146, 5234, 5287, 5361, 5419, 5484, 5544, 5610, 5669, 5743, 5800, 5867, 5927, 6000, 6058, 6125, 6186, 6252, 6311]","[2590, 4231, 4317, 4498, 4563, 4615, 4744, 4797, 4855, 5138, 5195, 5283, 5336, 5410, 5468, 5533, 5593, 5659, 5718, 5792, 5849, 5916, 5976, 6049, 6107, 6174, 6235, 6301, 6360]",0.171,0.413
TiltECG,[25000],[],[],0.667,0.531
ToeSegmentation1,[1385],[],[],0.667,0.5
ToeSegmentation2,[1543],[2610],[2659],0.5,0.468
Trace,"[1443, 2955]",[],[],0.5,0.344
UWaveGestureLibraryY,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
UWaveGestureLibraryZ,"[600, 1131, 1652, 2193]",[],[],0.333,0.201
WordSynonyms,"[202, 2227]",[],[],0.5,0.727
Yoga,[7295],[],[],0.667,0.504
